,"$H[h(X, X)]$","$H[h(Y, Y)]$","$H[h(Z, Z)]$","$H[h(Y+Z, Y+Z)]$","$H[h(X+Z, X+Z)]$","$H[h(X+Y, X+Y)]$","$I[h(Y, X)]$","$I[h(Z, X)]$","$I[h(Y+Z, X)]$","$I[h(X+Z, X)]$","$I[h(X+Y, X)]$","$I[h(Z, Y)]$","$I[h(Y+Z, Y)]$","$I[h(X+Z, Y)]$","$I[h(X+Y, Y)]$","$I[h(Y+Z, Z)]$","$I[h(X+Z, Z)]$","$I[h(X+Y, Z)]$","$I[h(X+Z, Y+Z)]$","$I[h(X+Y, Y+Z)]$","$I[h(X+Y, X+Z)]$"
0,0.9619658080463767,1.0860767838161138,0.5773031295699187,0.767545573842452,0.8741788301049043,0.8079798896110849,7.168517379076939,4.213856193084791,10.013028376486572,8.64884049075992,5.989625393103582,4.427960189738318,7.929515678989165,10.48618983954065,5.530919794566043,8.519801561182328,10.660958973252137,9.595132534242891,22.5307671570699,16.536903767229326,14.095155975139287
1,1.0362328703631682,0.9955325503323947,0.5771539311419047,0.767545573842452,0.874178830104923,0.8079796245959289,8.906878789785928,4.241254348096036,9.922824961298618,8.877517298422962,5.753123572994596,5.952726856956044,6.792377336514649,10.132623481975589,6.44878394033006,8.892029066483415,8.536366856890542,9.677020991526367,19.26718792003165,19.659395522613153,15.012093841983349
2,1.0990220046760513,1.0084255040959063,0.5772460121928038,0.7675455738424842,0.8741788301049043,0.8079790955728907,6.7055740186100214,4.5487725575720495,8.973076579445493,10.183656955176096,6.604856476386183,3.102408226451228,5.872989834691253,11.953249474902103,5.024428862682341,7.923767572543793,9.508883011333275,11.016937692489858,22.120718821865,17.48825483228444,17.081686323678618
3,0.8895468512012266,1.050498624422892,0.5782887367649091,0.76754557915079,0.8741788301049043,0.8080522323663827,9.790933671603657,4.140517495349932,9.634996036018206,8.535300452021865,5.637035871074384,4.131665422241297,7.219514390398901,9.55768766191964,4.922940941713467,8.939119917060921,10.368435000021604,12.06217943901421,23.369439091348074,18.838556215226117,18.296583111972705
4,0.7656442047042907,1.2715837570773525,0.5773160183547774,0.7675455738442043,0.8741788301049043,0.8079790955694671,13.676368335508423,4.9974656323781375,7.75865409219216,9.973057264435297,7.1663385621177715,4.372067778831435,6.230335502527761,12.637942357803956,6.0946793345211825,9.196552045603932,8.813594882981072,10.926909726512706,22.22350991267814,17.03832863038344,16.344239024532154
5,1.0300318265662725,1.0645206695077587,0.5772132793016029,0.767545573842452,0.8741788301049043,0.8080265704535822,6.217951811764604,3.914002706322184,8.239080163154632,8.208899521688322,5.972249557992463,5.572311435388397,8.57539475990063,10.799975844191831,5.262249990736984,9.089034171740579,9.837395067287122,10.620931520411466,20.701935354964085,17.184563312870832,18.700454256676476
6,0.9544722598654891,1.0881619659903927,0.5936147097830874,0.7675455738425682,0.8741788301049043,0.8079790955694658,10.037630016161298,4.819642097253678,8.369831761223757,8.467882504940155,6.998661895185513,4.529448096836662,6.492152094965992,14.339003948230271,6.4559638168486355,8.602955455288278,8.481095412131094,10.538186638477319,24.58361492816923,16.760042329251835,16.913358256529644
7,0.9997576507194478,1.204662895454627,0.5771285213660688,0.7675455738456409,0.8741788301049043,0.8079792342573706,11.107686804920808,5.003842188975941,8.89013130510897,8.084417308298727,6.367915562457852,4.445545207616547,7.052329319619265,11.411478115177863,5.671198177383249,8.518008437161004,8.634799404071323,9.481256641724691,22.93119187891408,16.968720539107416,16.999244096625453
8,1.050895040036116,0.9935369744293783,0.5782536130673422,0.767545573842452,0.8741788301049043,0.8079790955694712,8.302329473850865,4.7133393590918145,10.127468448523828,8.147439986341348,6.110348855928823,4.436589320309657,8.821249164470835,11.143778703934888,5.7152888164599025,8.855906773506444,7.773043651734882,9.054853221893206,20.495794031022864,18.22755047328594,13.635826107964162
9,1.0307980748590597,1.0557014086965177,0.5773946013482141,0.7675455738424551,0.8741788301049043,0.807979096180005,8.601390222828215,4.007369377255075,10.749564356442153,11.926265784057124,6.089280103483459,4.161191048803643,6.456274158683621,12.677587831866253,5.925417951689697,8.222706349040473,12.623683494299275,8.498791059684548,20.736999345395922,16.210794834136077,14.49818619641521
