,"$H[h(X, X)]$","$H[h(Y, Y)]$","$H[h(Z, Z)]$","$H[h(Y+Z, Y+Z)]$","$H[h(X+Z, X+Z)]$","$H[h(X+Y, X+Y)]$","$I[h(Y, X)]$","$I[h(Z, X)]$","$I[h(Y+Z, X)]$","$I[h(Z, Y)]$","$I[h(X+Z, Y)]$","$I[h(X+Y, Z)]$"
0,4.291053119758653,2.821220105354338,0.6718333403496912,0.3913704964656259,0.3897711051319373,0.7287784053532786,8.230898316837509,1.7721410520253222,3.3393493780938166,2.2692779878451854,1.6566449697648418,7.700516451910415
1,5.193876183747823,3.3482972427983095,1.17398245760283,0.3908438952361853,0.44881346869183814,0.745722856984102,14.626821980474896,2.88391887988375,2.268492062705512,3.477355595241815,2.820485163224386,5.954733981231251
2,4.6603624573447195,4.208216113074375,0.5061345236515821,0.3896816645396843,0.3901051017641796,0.7431394133078817,10.479175111420794,1.2450396957890084,1.5110714953054625,0.9618684082307554,1.4695326430253108,4.526066695204739
3,3.596060013584645,2.7245390188499887,0.42684685561228186,0.3892822938815571,0.3892986281763949,0.7598014077266382,12.664830494185484,1.311887134309604,3.858264990305619,1.267324386280518,1.9149965023047602,7.785927804051778
4,4.998748901847419,3.069643046477163,0.5483403574860906,0.38995936529591296,0.3892807789928587,0.7982338339245931,8.651823911881767,3.1693244592866914,1.58016891065681,1.6141783901017217,2.876917222206239,5.253165279043675
5,5.508677969562864,4.174953513946493,0.7076014903128139,0.39337045778337604,0.39052342314533384,0.7954073524906161,47.810665393083205,2.167994636383916,2.5558472426421637,2.5198325475245897,1.3004329248248576,4.220486993435691
6,3.0244796299000827,3.798054935339864,0.7796307882827753,0.39048087106394824,0.3906736871706159,0.7283762151404031,17.08316307270449,2.096775555886909,1.5314473174828578,3.394369643363338,2.228684691528301,5.140087415937601
7,3.2855416086695377,4.179030005239594,0.5258107953950647,0.3894763147512492,0.3925355426892288,0.7340082942360533,18.555835468987436,1.239094910664164,2.9440629698966463,2.2478738877825966,1.4312574228928463,13.865535868328971
8,3.0992495683114747,3.120908257175272,0.6587624259849172,0.38928300589863296,0.3893085455736616,0.7696639171496765,11.456405528252757,2.0344032950100637,2.7293556473818184,1.690045792305221,2.6467526431283166,4.616933793232635
9,2.811996670751675,3.504287982948545,0.676925238857722,0.3894923137878584,0.3908319401116158,0.7466970276873196,19.132707336514013,2.3203107519003403,3.4929968547406682,1.833535659218319,1.4404484649785174,8.40932766514423
