,"$H[h(X, X)]$","$H[h(Y, Y)]$","$H[h(Z, Z)]$","$I[h(X, Y)]$","$I[h(Y, Z)]$","$I[h(X, Z)]$","$I[h(X, Y+Z)]$","$I[h(Y, X+Z)]$","$I[h(Z, X+Y)]$"
0,0.9119451239916805,0.7314473530427248,0.4763055072980438,0.3479682361802125,5.95227773998213e-07,0.0016191560895349238,6.337139526027752e-14,2.9391284191752123e-07,-1.0626998267778503e-11
1,0.5935880181177815,0.16117259383974009,0.5715666196758247,1.5583294486670725,5.322635245770325e-07,1.5643563403478062e-05,7.556157105938976e-14,-6.161549489869392e-13,7.754591015013929e-22
2,0.5838803884886898,0.49042938689752325,0.4443929276659617,0.377674774476995,-1.4577701079491814e-06,0.002131108215451084,3.3026843253174576e-14,4.2694843840588325e-13,4.490198313539244e-30
3,0.5909403740559591,1.181300581646452,0.38104440550218666,0.05476196573908185,3.9648669490016467e-13,4.854956448452504e-10,1.01729001860323e-14,9.508429590723411e-22,2.0539264260933656e-10
4,0.7248789740761806,0.45439810285992055,0.47630551836062296,0.649041297150211,3.832328829761942e-05,0.0019770044358133824,1.0745659884549877e-12,4.191844915006412e-16,1.1945471124681954e-22
5,0.4066685185649092,0.8221722136193166,1.4274943884558294e-06,1.534451816975289,0.0013744298002892087,0.0001703961267020015,1.1785546841326687e-14,1.2117192606700294e-10,3.0832261318291596e-09
6,0.8254360036426949,0.6762388595723385,0.6668277335431128,0.14838712015049546,1.6281652771605433e-06,-4.860759142730578e-09,2.925884242706981e-15,1.0373279921412118e-36,1.823601895819454e-24
7,0.5088116852987163,0.8339315494223589,0.28579014591672813,0.2327248470115712,0.041268087409881624,0.000398794789400927,1.1350405855580964e-20,-5.234865514491691e-26,4.5249813482851047e-10
8,0.6684381037677003,0.5111365814437129,0.3810444056520007,0.06008489630215801,1.8509413769704286e-05,0.0031978247147877335,1.7637816122750265e-34,1.840561853650692e-14,-2.0074364068329395e-24
9,0.3642512401757844,0.3499298397730762,0.7301734326225825,0.5720048709379182,0.0075847442824846095,0.0020097027197240255,6.725878407299275e-17,6.399818930002397e-19,2.3097108593967508e-25
