,"$H[h(X, X')]$","$H[h(Y, Y')]$","$H[h(Z, Z')]$","$I[h(Y, X)]$","$I[h(Z, Y)]$","$I[h(Z, X)]$","$I[h(Y+Z, X)]$","$I[h(X+Z, Y)]$","$I[h(X+Y, Z)]$"
0,0.7516349736849448,0.9144988880451607,0.6895084221465105,7.413831235818561,5.261559742235456,6.016649219051708,9.136966244834582,11.65447905348839,6.0404471800370105
1,0.9394164283073393,0.9113798839149481,0.7127412795157301,5.947945351516369,5.046189714284927,4.863416914370612,10.563418345853963,9.980422144188433,8.384394945032541
2,1.009679060562175,0.7931788397704383,0.7152966544658951,4.25702861977357,5.078314881670179,4.5117842832827195,8.102682073029166,9.076029870318772,8.794365243099778
3,0.8962880311451817,1.1211620199352532,0.7497021358771744,7.621261927147287,5.457397744994251,5.628243952660804,8.070133956927686,9.991435263633505,9.180307146617121
4,1.044398673602967,1.0495699046206879,0.6321533928529948,5.961432832628162,4.937130703856874,3.983941987550928,9.694291794325093,6.965840225030344,12.198921142786588
5,0.8663082543388025,0.8682979451053542,0.6786225093578778,6.543231452331997,5.546495949405527,5.473713174236496,12.832655666554388,11.169589724855516,9.635981403402404
6,0.8078481724365341,0.7911877651174052,0.6684476282001872,6.531466856537861,4.351334399910824,5.6935406917055005,8.903785359583141,7.038883013922197,11.20834227746688
7,1.066483041729457,1.1786602851904429,0.6579107529690585,9.346742795664284,4.8869300539434075,6.780701347593902,10.646926678834758,7.714654703230309,8.47463371133005
8,0.828246515671928,0.8835714253123678,0.8056591308329135,6.794249881854128,5.501560786579826,7.0754046264719035,10.369334049139697,8.91326115346952,7.802536363611613
9,1.112153485387423,1.0117341353886822,0.5587679721898314,7.7005373338102,4.179320119660878,4.766486602549473,7.948587173255772,10.463761558334292,9.893832770283625
10,0.6785083037345042,0.8849133009635711,0.671359289739781,6.424580036889166,5.186637849348107,4.893461551867807,9.547661487565462,8.707946318686693,9.499214661790067
11,1.0587035471604636,0.9723273980497846,0.7525858853922006,6.18516519175878,4.9858527714776875,4.932848905449701,9.989313544966162,8.096720614418443,9.643083665857194
12,0.9368689894666286,1.0128373459212816,0.7757944058764913,7.978777064434285,6.5344156682041445,6.075628129931768,9.886262240489316,11.408413657540365,9.384750416044692
13,1.0789645084848458,0.8935923387756619,0.7062607159097182,4.596959064929416,5.703169020523128,5.029374436599674,8.931573981129183,10.989457613471643,8.136755034069235
14,1.0005462238115779,0.7911590608728987,0.9078940751923116,5.670361242424466,6.759210459973403,6.447494203141233,8.411975665878792,10.730878566647432,7.331268618666993
