,"$H[h(X, X)]$","$H[h(Y, Y)]$","$H[h(Z, Z)]$","$I[h(X, Y)]$","$I[h(Y, Z)]$","$I[h(X, Z)]$","$I[h(X, Y+Z)]$","$I[h(Y, X+Z)]$","$I[h(Z, X+Y)]$"
0,1.232380124508351,0.8198934651315682,0.8141013722837475,1.645081992732704,0.1516590975040396,1.709417083269767,0.010997480815693263,0.27418510798817936,0.0036432245828259394
1,1.1725672295415783,1.2267644733667322,0.12665969869621543,1.795205368494764,0.2840527665288741,1.9645371854749525,0.6978015707170891,0.13756859312913855,7.928330663654525e-05
2,0.8575428219737536,0.7939029361606452,0.6062475115931009,2.2263919328166506,0.8190005624930554,0.8790277258157756,0.00027710957994310867,0.0012846174766873613,0.022124029441821125
3,0.34809675915562743,0.9919478919063589,0.47454951422059083,0.6824314935474808,0.38631360346424803,3.869617254643775,5.109426423689729e-07,1.2230375882796536e-05,2.01952343646969e-05
4,1.474965871031363,1.3013251262839478,0.47630560458978816,2.951583498168898,0.03718472240243914,0.03992505735974751,1.090957873428667e-05,0.00015150125062890704,2.5978954455813068e-05
5,0.9237624861550152,0.6518784609621926,0.5068990331337534,1.1519132037185693,0.7198631860112651,1.3390344126655995,0.0034419129333973205,0.2146396854132681,0.004593924540905516
6,1.009690930076179,1.2370246676986487,0.32228352159217943,1.5271895191602245,0.45460378257204087,0.468739659271623,0.058085991876526105,0.09210426480419599,0.0011061183904512255
7,1.1859387637794039,0.6283493658099571,0.39570174578177764,1.0532207807311644,2.1898248462377605,1.3061381947356192,0.17457621028568415,0.8674321917701896,0.0015740797401565408
8,1.2160483358003535,0.6908687326616999,0.6768466896341846,0.8717169055236493,0.3752213321724264,0.21139187425557673,0.01422881875827975,0.1090588240989531,0.0015104700192418695
9,0.9653425239044583,0.8250320026100073,0.8616080065742084,2.8689166026442114,0.17815086367988905,0.31429572117877697,0.0004010454009916991,0.012582153058895536,0.0632758595061862
10,0.7596868866660997,0.5658268889142422,0.39604797040141754,1.718141405814166,0.6450123321582921,2.70736364442682,0.01954356598991973,0.012640804668268573,0.016104551389319335
11,0.9065442200276316,0.9161855768681099,0.20814270267242233,2.2705364586873427,0.164913919752071,1.377680939749466,0.017140431252841783,0.005219573294892368,0.0017682921196036157
12,0.7929473432924523,1.7527642680495399,0.527844316906513,0.3597214707929426,1.4561100978528767,0.2869379076902426,0.0019334580073408598,0.0003527060148717397,0.004854712146440905
13,1.486109068713606,0.5133532595521322,0.7016902143390352,0.4477830975475344,1.8365984267752238,0.9737715527251465,0.0070018277821796895,0.00238676445357857,0.00021932290478690118
14,0.7443084451157229,0.5042602624878666,0.5409095504720005,1.4184796733729286,2.3250386287571687,2.7860482030039804,0.0035380369949327027,0.002265031569818209,0.005474210013546058
15,0.7756164137534103,0.9230675066653663,0.2886342296974641,1.0388434330414587,0.8941154044652864,0.9976860003372429,0.0008071559582063469,0.0185705417440805,0.0001170756081501727
16,0.6403646232299376,1.311793963585753,0.3964517382370601,1.7896135708872407,1.1879652658414603,0.9071158054171429,0.0003823737834093186,0.002809800302613357,0.01653810638997847
17,0.8921309896844815,0.646116132434479,0.3799959245898578,4.699769939043813,1.5721010613197899,4.009748337352242,1.0678105904984912e-06,0.07431232612612217,0.2721072316191373
18,1.0814286137126026,1.6673678037742516,0.5397401061591254,5.727501649644167,0.1335323776689577,0.18301783956623516,0.006322413854967386,8.441867571067549e-05,0.0005300229338863112
19,0.8470750857352142,1.149817542769896,0.5520999922045942,2.462628990400177,2.353298765454696,0.622838573049264,0.09425663343722968,0.0023813356220217185,0.0006867778555919152
20,0.6841223608787528,1.2306785976606849,0.4443902433058637,0.261257645541335,0.07770856120297846,0.11845447329325394,1.4713384464400694e-05,0.0014365560946877013,1.2106029976303138e-05
21,0.6804444526065824,0.9862664272683014,0.3282139131126804,2.9197916078732793,0.5710453682551555,1.9589557728765477,0.012031381366997041,3.421132619117257e-05,0.0013490752311858627
22,0.5961190605349033,0.6130123364351705,0.4449409361801024,0.5600651994570675,0.0890094277391064,0.0417271122968575,0.0014988864487183488,0.0005897765718127602,2.3167735636387973e-05
23,1.126450684807878,0.9465299112442336,0.8891119405032483,0.7174640688710687,0.15340671750845586,0.13255498735531668,1.4155759827603236e-08,-2.188911138144329e-06,0.0022550168910018004
24,0.6525010169029918,1.2686372554740228,0.9218175203522564,1.3527424810347342,0.6128422035287552,0.6377196515942922,0.028738884116742892,0.009092642251066927,0.0003369212749502751
25,1.0938123410791774,0.7556810421956868,0.6270435917356926,0.7951985444463551,0.6211328588086543,0.26784928519001755,1.8087725441603697e-06,0.0032405378684107343,0.0004687052094381277
26,1.559457381813586,0.9642860938065734,0.8492035862935825,2.306024676048722,0.44453073951781574,0.8527615401790903,4.583656277479833e-05,0.007054835014105105,0.025574931981325818
27,1.3294720505728406,2.0411637213136045,0.6093348787771432,0.7075223277549262,0.4374594883569102,0.6958192555578673,0.18535016813182068,0.04110680303219204,0.11202138452385017
