,"I[h(X, X)]","I[h(Y, Y)]","I[h(Z, Z)]","I[h(X, Y)]","I[h(Y, Z)]","I[h(X, Z)]","I[h(X, Y+Z)]","I[h(Y, X+Z)]","I[h(Z, X+Y)]"
30,-6.178415220592244,-3.5344818932485054,-1.4241362218392897,5.403010298772469,2.9810049442061373,10.05816739567718,0.10586016308971075,0.1787323751841925,0.14758499944801254
31,-8.14332714158801,-2.432726700894594,-1.453627766309641,8.823832003723961,2.6362053614630763,7.8265163834280855,0.3415962355663005,0.849242706402201,0.35459137027376003
32,-4.714040224900222,-5.846769850842137,-1.135021478379075,12.035375644873369,2.4985150264269635,4.757847594508982,0.0549932630421335,0.02471697870119677,0.6257846083908285
33,-6.100370493382207,-3.7294835975703995,-1.3483359615973363,6.879013705612397,3.9505395769011105,7.219919027021876,0.24879316787414232,0.31720085234863893,0.36674984637156205
34,-7.938590194139969,-2.8524670123923457,-1.758599854014049,9.500211721526659,3.0179552339658824,12.196986567711246,0.35855698518066526,0.24844263140577783,0.2507713889316164
35,-8.515062062467061,-3.8908182514903547,-1.1922291172546233,12.865634942358609,2.9994630979467707,8.36053451443288,0.14294778180302423,0.3578105993123745,0.10911898540247865
36,-6.34157829717305,-4.529390009201875,-1.0471991420736948,10.105020351382183,4.75105216069752,8.675323343414432,0.3919217102762228,0.4622404417808994,0.1994931394743927
37,-6.26196807032686,-5.514040142749001,-1.3018030858532246,7.619157260928423,9.388419761925324,10.286640964081167,1.2163914448679864,1.1884816257267157,0.31850319227265567
38,-4.262364971816194,-2.9603637092827917,-0.9248123929956529,5.237055790975709,1.6924960723760096,5.199225679802317,0.1802122187899122,0.3965100935387901,0.08789675760227096
39,-3.7858368590444647,-5.049118066435494,-0.9795353330892702,4.703286015620515,4.995468281682111,3.8755873445472924,0.04718139764998349,0.5412312405556959,0.1408511352872774
40,-7.192645708968118,-3.2371809124655466,-0.8524100623471041,3.70454198315404,0.861901848833663,2.9856392735193458,0.025690492117895567,0.057261566565487976,0.042442540438472925
41,-7.76338398627742,-2.7530582442123896,-1.2022250571822621,8.346647915978172,2.7473643114672366,7.701872228726412,0.090158433947176,0.16401984236331857,0.03386974620811135
42,-7.69204739189809,-4.618502445800708,-0.9554600146780754,12.593930484122298,3.121565459279341,7.804655685194022,0.06827778680911109,1.4185736878465753,0.15847520036195256
43,-5.685673907768501,-3.6045663860036155,-1.1989668453528812,7.146588799652592,1.6481763560682348,12.391273278005984,0.06522896338872888,0.5425973923830275,0.0551584258471684
44,-7.724872865170163,-3.040013348377367,-1.0084877853288854,6.975590378997649,2.337575390343839,12.256267954801626,0.14555599233100794,0.6794135729151558,0.17603655485503436
45,-8.149993075245787,-4.508113365812914,-1.8919307336889555,10.24814367177755,5.383203359521062,16.20612296173204,3.4497853939670065,1.184643287949502,0.6280288959245758
46,-4.033372864004052,-3.0786101008630316,-0.8110211038874816,6.057621753366873,1.3348326732670512,4.948775906370307,0.3137204661079007,0.047114895499874805,0.1109660881323886
47,-4.385900241238411,-5.405864115700195,-0.742308216523669,6.392700285251077,2.3331929974912273,3.855549996836802,0.3266248556098961,0.218148339519963,0.3880271239570758
48,-4.362349991516901,-3.938951703482001,-0.8295908043975219,7.910281406691326,1.0471237735983312,4.230134998491637,0.033399249549331184,0.05436538517048197,0.08657117039438841
49,-6.230732745828881,-2.8361405166740954,-0.9505213284621041,3.928077002634515,1.8682985226012705,7.586978030416639,0.0033215180773631114,0.20401862373989027,0.048044840212148644
50,-4.565481140290906,-3.577988185218856,-1.1696256670453895,4.275034816316814,1.5499067293236122,4.853606495363857,0.04348944474027987,0.2313518441329448,0.10493191846854534
51,-2.1230577087770763,-5.937611219525502,-0.807742724347326,3.203787417132599,4.933018115445673,2.209709396468579,0.02737941217893536,0.009992199134574956,0.006087316621153588
52,-4.915240531487387,-3.267084188823707,-1.1625550623007468,8.818402407843903,3.938171789470346,9.436979801393795,0.45308737787714237,0.8344883859137537,0.1891427633430599
53,-6.984584859295126,-2.1440788766287646,-0.8968934222174102,5.870643932389609,0.5741238031281732,4.461130105036842,0.07554742238879525,0.17482356148220796,0.03210992341274005
54,-7.013438574441515,-3.6279165504976882,-1.0322867509701121,7.283684347404269,2.449405973809654,7.802969063660476,0.08576429138047328,0.40893558593200974,0.2107571260638389
55,-7.682870146160428,-4.285411125384416,-1.6391265157103376,17.900724116730817,5.401755283556898,9.589340712785795,0.4725854463592737,1.4391686953671365,0.5611777703372415
56,-5.995305575772274,-3.487978882667935,-1.042407062267529,12.413271393670803,1.7029687533843663,8.328178776501378,0.29034608646322213,0.0571022614728293,0.04529446240430421
57,-5.721965257426385,-3.090951290297527,-0.9547821470702029,7.0684833373926255,3.001350181216093,6.000011852807384,0.5063630344352457,0.07082022192462921,0.03337348532689272
58,-5.5555886454945025,-3.994187268438575,-1.6895796352211092,16.58745839426556,4.015060637755184,5.695728123750009,1.1045062634860072,0.6435888034584164,0.3119120781121778
59,-9.100737442546526,-3.430148067397486,-0.8869891015118955,7.734734834710671,4.751484461279897,16.93673360292735,0.16094381953713083,0.7162324114326262,0.17028795646943853
60,-7.73275121032587,-2.452359861483332,-1.391782720519396,7.487013941474498,4.206487534000494,11.30237812220311,0.0324747807742709,0.19899095950076,0.04655710648900052
61,-10.013734446890643,-3.0375947689393565,-1.3952330250976133,10.948629407759288,3.161402857157785,15.19887822631901,0.7604175166801398,1.0473325344418867,0.17203084051919146
62,-7.710175373973954,-3.798168630212931,-1.4132894460232894,8.160099631882494,4.78734540195464,12.586609612181352,0.7302738203792749,1.0083779843987972,0.09199271246795467
63,-5.489358694797921,-3.762454642472898,-1.4754337018125676,8.613194429697568,2.6163808922089844,9.704882686642826,0.06957230178906657,1.2732661137158963,0.03200392191811532
64,-4.755041878135788,-4.7203096180327595,-0.8928753497845296,6.554674255254472,3.086948191959644,10.256914096544897,0.4484129825971731,0.10532175428328437,0.14162257403744308
65,-3.268868977462013,-3.9228497166127005,-1.0427571716526889,3.7867048632095273,1.2863441101672408,3.90360683705394,0.04135370909550998,0.14952752901920952,0.06632431353458851
66,-2.5977872280809393,-4.444026378994566,-0.7212918659645506,3.6075455764125968,4.347285560007424,3.9273063643707062,0.006665236990434485,0.01883996610740026,0.030472409723044065
67,-8.360302872480757,-2.9919835321411457,-0.9541252582491231,13.877116956778613,1.7356962530964064,4.1511843891628875,0.034913354489925885,0.7562621090948001,0.020462344573750655
68,-5.482868552009126,-3.5311221912874524,-0.8503040174178438,8.315996136110348,5.510532947392387,9.239376547923799,0.5113184735400844,2.46393073824115,0.16778095358315814
69,-5.292418855253317,-4.232372586498021,-1.0591734891399367,6.222359063574682,2.420383598280274,9.17564966579134,0.14304247927868494,0.5888423048693446,0.01808205123894117
70,-6.318169522663206,-4.009655164556417,-1.886367766476873,6.451811996277942,3.8255793543145513,11.447841096613343,0.9150476271548851,0.6853878638354285,0.25064384602324613
71,-5.7988208723939065,-3.131835724464647,-1.1173329220042814,4.110790619604517,2.848548899150738,6.816817269610102,0.010973131268735673,0.16789977204383302,0.07456620144570951
72,-6.432740489858244,-3.764626920738231,-1.3503794445741732,6.642073148699646,2.721942395850245,10.245754949610465,0.027310035889334613,0.35850632176724884,0.060428256049648646
73,-2.2139875109137397,-4.777537650259839,-0.8376523751876516,2.8545762566888393,5.976177339254387,1.3822461190467037,0.014029177577223122,inf,0.0028947591853704575
74,-3.3751648664191225,-3.589067125120307,-0.7362032358250636,4.6735735495362665,1.7884580272557327,2.3003725526024397,0.15305232545071482,0.014105562035833455,0.03201755002055896
75,-5.40840127555658,-3.143530221202847,-1.1982386792874582,5.493611145856222,3.5444464156612856,4.796455206440293,0.21764684504043272,0.18409505919427877,0.031217107083383877
76,-8.90033019285518,-3.9979538492795768,-1.2155538902804333,10.829070812775607,3.277972165093436,9.03038086729903,0.2032765726967339,0.4977131983904316,0.24819119389091748
77,-6.576467856955792,-3.546555616928644,-1.3215191537366295,7.936962851599829,8.9731859154335,13.857069490717063,0.1576702438665758,0.6889626823112037,0.40478651465577853
78,-6.010090769642796,-4.197543469881305,-1.0668993380280603,7.38344592559179,1.8393496217821335,7.358557015887957,0.8158437516028649,0.21328596870515262,0.06832742605377186
79,-8.322319907786364,-3.3846390762818555,-1.2640037013763605,8.859489723117521,2.9757108170688333,9.897711688308913,0.1787525875519641,0.10020917330748458,0.23991485682084596
80,-5.441494628211158,-2.2120544481634994,-1.4956671434642372,4.5516401260393735,2.553321559167558,7.776433138069743,0.42082617733775113,0.04678925219559107,0.10191972924873502
81,-5.632295738852466,-2.8401047459509305,-0.9292807727769564,7.201788620393534,2.3252652140982697,10.602382316492184,0.017931979933428516,0.12392534264074584,0.10730880434883432
82,-8.074925122072017,-3.774077258360868,-1.335552325902956,8.018718523034654,3.717337623759107,12.031781406887339,0.048478186654910126,0.2896527179779364,0.6825987279204633
83,-7.537591490090278,-2.175969196407123,-1.4338968662759355,5.921326477155659,1.424968121339899,10.817714663086086,0.01001137954689838,0.27032155006125935,0.07578046284980768
84,-5.080380027388797,-3.997728328144736,-1.2011149620782062,7.685571922670637,5.054204707691183,12.008996266249968,0.04744580770147241,0.2727837309239167,0.13267592662670358
