,"I[h(X, X)]","I[h(Y, Y)]","I[h(Z, Z)]","I[h(X, Y)]","I[h(Y, Z)]","I[h(X, Z)]","I[h(X, Y+Z)]","I[h(Y, X+Z)]","I[h(Z, X+Y)]"
0,-8.56374725401454,-3.1381742277030997,-1.541287723545792,9.03686156567283,4.55254546136416,16.666420554942874,0.03647070185501046,0.781646168045796,0.33133301990614067
1,-10.2973872877999,-2.760039436486223,-1.1985461522614618,9.949877432523811,3.7522789888785284,9.56123534892273,0.13262300755356354,0.33044838275368016,0.29798396286227236
2,-5.775580652710282,-2.8906161935000285,-1.0213586701546977,6.961046914925604,1.9326171303101913,5.445749448557752,0.05551174034698661,0.14115282632505866,0.036920053070720146
3,-7.597326464184039,-2.627681110366047,-1.0762511414808513,9.520264617091359,1.5430075963572016,7.956396326277927,0.10591928204822344,0.02761316579246219,0.060249517480131694
4,-5.966906243245956,-14.428118243654463,-3.676518268565858,13.209909592477963,11.39844671217989,9.532957081219276,4.894319843378462,1.2300152533968591,1.6267611306538328
5,-6.046527024108438,-3.3585395726723366,-1.144079470311611,6.869709486355143,4.110951356661074,4.062020055676153,0.01540849546135768,0.5410553748902018,0.09945409008237821
6,-8.475784870199274,-3.8061783495165744,-1.2309241171364806,9.61012811476734,3.1513403986297748,8.31216400876034,0.9552807484298342,0.4095053176968539,0.35167356458367743
7,-5.690805564957483,-5.215243705013629,-1.2296647425065068,10.183531058236726,3.6228977237532125,6.4229280810514435,1.1954423098077125,0.2415570577701879,0.019287371493117114
8,-2.1361037146353845,-4.599455714923103,-0.7752741268951573,3.9401585083847936,0.5622493631101488,1.792409889423083,0.021798999338417672,0.0013310915634658048,0.06813084280736718
9,-2.1551420938582173,-6.032227160534257,-0.8221177680869429,3.5729784020245554,1.9314142147912794,3.4833606921970417,0.027276018669363685,0.0027662706333795206,0.06182549931497762
10,-6.643820974468817,-4.164535999461431,-1.1003446864578383,8.866546301038861,2.4396841849460347,6.103215881302463,0.36204048423421004,0.308528969323425,0.05852521385634681
11,-5.8795627463472036,-3.7449710515996752,-0.6913149974717561,7.06649525890445,2.3460189632089214,5.014426016613728,0.03244644819764515,0.3780031230058881,0.19017278068455912
12,-3.7558815153358736,-4.190199351198178,-1.1291708473230233,4.421289093576799,2.161064645930635,8.377238193506404,0.02356155515871625,0.24210623546937576,0.2849700537461169
13,-3.178223373364076,-5.750586852839666,-0.7220905755698357,8.824540712446575,5.7075647397266955,7.118793140687327,0.012499659940858061,0.10549578125088498,0.01752866814666634
14,-3.9538074530119296,-5.295456745501478,-0.8544285763048115,8.184404598926964,1.7502574176716321,3.3456184368439104,0.29999993958861515,0.16067646760216175,0.12970589919471687
15,-6.045964528477065,-3.6006082202794008,-1.1455112690662244,6.856768283584408,5.90242527358949,16.458779796835884,0.6004091598193835,0.7642817503095951,0.14967526664941685
16,-4.262936749313642,-3.1916999733273093,-1.08104975757396,6.14630455282789,5.33530806417854,14.571051448548491,0.6763739607749713,0.040692673180315095,0.2517139134280799
17,-3.489023756484696,-10.046209020947018,-4.138154284866724,1.6121814289744625,1.6847495771722931,4.172045973447742,0.07999341565593704,6.43543995675122e-06,0.004769926871909748
18,-6.606859943712911,-3.8234412222721272,-1.795245836889988,10.66024620904832,5.851097113143585,15.917537088811464,0.2015462281573574,1.5985839136656674,0.1993492663578279
19,-4.988118514929485,-4.532819147305487,-1.2035823001957708,9.701063232204655,7.41056297145422,8.99286385032242,4.112502418741026,0.6882054961224724,0.4971519225185656
20,-6.995007631808067,-3.9300013067839625,-1.0595900654303396,9.571586266939152,3.9449632058130444,13.390942658418634,0.08255544769008438,0.4335459732947972,0.38287837935516167
21,-6.288747144986197,-5.09506001569113,-1.0537841244816881,12.183344582329248,6.499001188168921,9.708440633917371,0.1411781914520017,0.6110117823311394,0.18610486216232877
22,-4.170614017328235,-3.824552406771284,-1.149009616653937,6.474499891001852,1.5447377979033863,2.13245836948907,0.3622108807114329,0.10600101293093564,0.060059982298771866
23,-3.18933791597162,-5.208619111351203,-1.5628586774706632,4.280566826451212,2.2825392437795577,3.7196475515479945,0.6956999081935774,0.7999823559029443,0.2214364632131062
24,-5.07350730925089,-4.237280778377876,-0.9809934959971947,6.938944403389365,4.062108663359424,6.120779079832671,1.6092580349544185,0.637877601056714,0.07259184856659166
25,-4.5545363422351475,-5.302781397031617,-1.4136927001595347,12.718220554905587,6.595544782788639,8.460692314748405,0.9470600896091397,0.16621644476708902,0.23866629299791725
26,-4.426485005912289,-5.852181773660689,-1.8138303096900352,9.019022172203439,4.915539766082914,6.5618174753250065,2.1351579174223327,0.359692820955864,0.32842552637693306
27,-5.47293174937144,-6.0264009643610725,-1.4283578066697145,8.587049438112514,7.522998068087912,12.706268624995426,2.467893016319118,1.934822795983165,0.5993883026352606
28,-5.805809567278128,-3.07226279759786,-0.6913271199139382,5.789184305723808,1.924892591225637,2.091129352316993,0.060949079926790065,0.026925506279917487,0.10030355811811478
29,-7.44562022308218,-2.9219219446313525,-1.613819029362548,10.826612008726407,6.168676602453169,8.591369137027112,0.18083285496796817,1.0695945337941974,0.11157510092073789
