Sample,Measure,wsize,Agent,bias,hitmiss,bw,density,ngrams,Reward,pvalues
52,IXYZ_IYZX_IXZY,8,oie,6.7,0.6,1.0,expset,2t3,1.0,"[2.9017633915966636e-131, 1.7502895444716223e-53, 7.014965487674896e-169]"
52,IXYZ_IYZX_IXZY,8,rdn,7.8,0.9,5.0,expset,2t3,1.5271767044105283e-83,"[0.19069114197898362, 8.2991420027225e-136, 2.9332773282289077e-134]"
52,IXYZ_IYZX_IXZY,8,oie,10.0,0.2,1.0,expset,2t3,1.0,"[8.482452253686812e-130, 5.1562351044468184e-55, 3.782382242599818e-167]"
52,IXYZ_IYZX_IXZY,8,rdn,0.0,0.3,1.0,expset,3t4,2.2922674686543277e-27,"[0.0613402560221747, 1.3633225727266743e-163, 4.401632979394696e-163]"
52,IXYZ_IYZX_IXZY,8,oie,6.7,0.6,1.0,gausset,1t4,0.22719958955321426,"[4.378463306047832e-37, 4.369945765488754e-33, 0.0014819263986807238]"
52,IXYZ_IYZX_IXZY,8,rdn,0.0,0.6,5.0,gausset,1t4,2.789213654100722e-05,"[0.010487165753270897, 1.0891320729851754e-12, 8.960882664897892e-18]"
52,IXYZ_IYZX_IXZY,8,oie,4.4,0.3,2.3,gausset,1t4,3.488094389107946e-61,"[0.13920833510585873, 0.028638985469398432, 0.0033933968265769682]"
52,IXYZ_IYZX_IXZY,8,oie,0.0,0.7,2.3,expset,3t4,1.0,"[6.631638413434084e-134, 5.894213494662803e-73, 5.0821068079986626e-33]"
52,IXYZ_IYZX_IXZY,8,oie,3.3,0.8,2.3,expset,1t2,1.0,"[1.59816764496639e-44, 6.74496871923092e-63, 1.3986633108423486e-121]"
52,IXYZ_IYZX_IXZY,8,rdn,1.1,0.7,1.0,expset,3t4,1.0546852710896803e-34,"[0.07823465076061817, 9.138567247752098e-75, 8.10281399666966e-80]"
52,IXYZ_IYZX_IXZY,8,rdn,10.0,0.4,3.7,gausset,3t4,1.6010212850990834e-42,"[1.1062470958926237e-10, 0.00031700504942132535, 0.0962379321769461]"
52,IXYZ_IYZX_IXZY,8,oie,2.2,0.6,5.0,expset,1t4,1.0,"[7.281048471755398e-51, 7.238846203903467e-51, 5.099158272533375e-129]"
52,IXYZ_IYZX_IXZY,8,oie,10.0,0.4,3.7,expset,2t4,1.0,"[3.517923109772136e-134, 1.7395920809314825e-61, 9.867100567915808e-170]"
52,IXYZ_IYZX_IXZY,8,oie,8.9,0.1,2.3,expset,1t3,0.9999831656616609,"[1.6834480038120712e-08, 7.764905897314741e-12, 7.9099977636926495e-28]"
52,IXYZ_IYZX_IXZY,8,rdn,3.3,0.4,2.3,gausset,2t4,1.557266655159371e-32,"[2.6104050876509604e-11, 0.00013597843119955298, 0.07323979083547653]"
52,IXYZ_IYZX_IXZY,8,oie,4.4,0.9,3.7,expset,2t4,1.0,"[3.362026504974093e-129, 5.439826843442259e-58, 5.753658597993521e-168]"
52,IXYZ_IYZX_IXZY,8,oie,7.8,0.9,5.0,gausset,2t4,3.8513475908819956e-191,"[0.12394400037648318, 0.16164391502059372, 0.4384453296512013]"
52,IXYZ_IYZX_IXZY,8,oie,8.9,0.8,3.7,expset,2t3,1.0,"[2.415731129451064e-138, 7.843332880355141e-65, 1.4520971681991634e-171]"
52,IXYZ_IYZX_IXZY,8,rdn,2.2,1.0,3.7,expset,1t4,8.920570610072646e-25,"[0.055376267410566116, 6.268610624427199e-67, 6.961215349203246e-70]"
52,IXYZ_IYZX_IXZY,8,oie,7.8,0.2,5.0,gausset,2t3,1.0974332957550751e-97,"[0.016309177217119195, 0.017838978954008294, 0.22325777993465762]"
52,IXYZ_IYZX_IXZY,8,oie,4.4,0.6,5.0,gausset,3t4,1.4284212111293578e-75,"[1.5262474963992225e-24, 1.1264308625334484e-25, 0.17233731218835302]"
52,IXYZ_IYZX_IXZY,8,oie,4.4,0.2,1.0,expset,3t4,1.0,"[6.815145385166037e-161, 2.0535342067423907e-56, 2.1488783001129048e-88]"
52,IXYZ_IYZX_IXZY,8,oie,3.3,1.0,1.0,gausset,1t4,0.999953168768651,"[5.443063539982279e-42, 2.96673636322363e-78, 4.683232796528533e-08]"
52,IXYZ_IYZX_IXZY,8,rdn,3.3,0.3,1.0,gausset,2t3,4.789974518304625e-203,"[0.005169960361561794, 0.14190004934457218, 0.465858248786152]"
52,IXYZ_IYZX_IXZY,8,oie,3.3,0.2,5.0,expset,2t3,1.0,"[1.5122898424400387e-116, 6.041252185571395e-35, 1.8360773970291622e-152]"
52,IXYZ_IYZX_IXZY,8,oie,0.0,0.8,1.0,gausset,3t4,5.740108431036853e-141,"[0.0005929516707524017, 0.32291702001158284, 0.0001460096094383346]"
52,IXYZ_IYZX_IXZY,8,oie,7.8,0.5,5.0,gausset,1t4,0.9999722847538259,"[7.084149971524222e-09, 9.328224403220666e-25, 2.7715630248603617e-08]"
52,IXYZ_IYZX_IXZY,8,rdn,3.3,0.3,2.3,gausset,1t4,9.612313768284158e-37,"[1.7176530284982594e-09, 0.011885908905948216, 0.08293260348004622]"
52,IXYZ_IYZX_IXZY,8,oie,2.2,0.3,2.3,expset,2t3,1.0,"[9.093519036229656e-108, 1.3464843056471567e-34, 1.9506089852777656e-150]"
52,IXYZ_IYZX_IXZY,8,oie,7.8,0.9,3.7,expset,1t3,0.44269709215602737,"[4.3907253739571934e-05, 0.0008148695076956402, 2.7226774731327713e-11]"
52,IXYZ_IYZX_IXZY,8,oie,0.0,1.0,2.3,gausset,2t4,0.999999997971124,"[2.028875980612941e-12, 3.968388618298524e-69, 1.1390907894823591e-23]"
52,IXYZ_IYZX_IXZY,8,rdn,5.6,0.4,1.0,expset,2t3,3.3547572130823463e-31,"[0.07016975848070856, 1.8690806368437344e-157, 8.982214645955705e-159]"
52,IXYZ_IYZX_IXZY,8,rdn,0.0,0.4,3.7,expset,2t4,3.490966632600333e-203,"[0.46617459520783483, 4.212271073885751e-148, 8.88332659435766e-149]"
52,IXYZ_IYZX_IXZY,8,oie,0.0,0.6,2.3,expset,2t3,9.894219668814423e-26,"[0.05757526170306111, 3.1507042313850196e-21, 5.741952411179478e-19]"
52,IXYZ_IYZX_IXZY,8,rdn,10.0,0.5,3.7,expset,1t4,6.287773388300996e-80,"[0.18236820042380236, 3.243940740260624e-57, 1.9137837699981482e-54]"
52,IXYZ_IYZX_IXZY,8,oie,0.0,0.5,3.7,expset,2t4,7.273346369344952e-18,"[9.582975493399818e-43, 0.03946231518985537, 7.737637415886117e-26]"
52,IXYZ_IYZX_IXZY,8,rdn,3.3,0.2,1.0,gausset,2t3,3.342580703332539e-110,"[0.25207761705504045, 0.11319769259426304, 0.07642299773106805]"
52,IXYZ_IYZX_IXZY,8,rdn,6.7,0.3,3.7,expset,2t3,4.0388282567192086e-182,"[0.41767453231047724, 5.797778313391801e-121, 8.38982913918794e-121]"
52,IXYZ_IYZX_IXZY,8,rdn,4.4,0.6,2.3,expset,2t4,5.628629265050104e-110,"[0.25155649428663274, 4.796877128428368e-132, 4.296988090034013e-130]"
52,IXYZ_IYZX_IXZY,8,oie,3.3,0.9,3.7,expset,3t4,1.0,"[5.01569029378096e-166, 7.905922086662234e-54, 1.6306945972787574e-106]"
52,IXYZ_IYZX_IXZY,8,rdn,10.0,0.5,1.0,gausset,1t4,0.5252998795885793,"[8.291183536292947e-10, 1.489845249413586e-17, 0.0006437859802463495]"
52,IXYZ_IYZX_IXZY,8,rdn,3.3,0.5,5.0,gausset,2t3,0.24730371451225183,"[2.2191249529348142e-10, 4.032491478893787e-17, 0.001397138084299669]"
52,IXYZ_IYZX_IXZY,8,rdn,0.0,0.7,2.3,expset,2t4,2.2055174037962678e-25,"[0.056773665193230655, 6.220718202575168e-168, 2.2271369685558598e-170]"
52,IXYZ_IYZX_IXZY,8,oie,1.1,0.1,3.7,gausset,1t4,1.8558300291103504e-189,"[0.4345702505248474, 0.08146727758191691, 0.02651615434426226]"
52,IXYZ_IYZX_IXZY,8,rdn,7.8,1.0,2.3,gausset,1t4,2.9097764182009576e-32,"[4.2157009280908435e-18, 0.07261464672981116, 2.3571416128636388e-11]"
52,IXYZ_IYZX_IXZY,8,oie,4.4,0.7,2.3,gausset,2t4,1.0,"[2.368353570029899e-69, 6.639455721189081e-43, 2.2631608314765825e-21]"
52,IXYZ_IYZX_IXZY,8,rdn,8.9,0.7,2.3,expset,2t4,1.209432936683309e-53,"[0.12184685832629444, 3.538753010936151e-150, 1.7552598404207687e-150]"
52,IXYZ_IYZX_IXZY,8,rdn,4.4,0.6,5.0,gausset,1t2,0.9746975180952109,"[2.5628093969073275e-05, 6.5897073245159186e-09, 4.766521420107163e-21]"
52,IXYZ_IYZX_IXZY,8,rdn,10.0,0.6,1.0,gausset,1t3,0.9191657822683413,"[8.428877869711408e-05, 4.30823616151781e-08, 2.8582015027859077e-18]"
52,IXYZ_IYZX_IXZY,8,rdn,3.3,0.7,2.3,gausset,2t4,0.9826727053424491,"[1.7202135984063134e-14, 5.860500689653332e-24, 1.74791691674495e-05]"
52,IXYZ_IYZX_IXZY,8,oie,8.9,0.8,3.7,gausset,2t3,0.9108554773528761,"[9.33710360712461e-05, 2.6132638614559295e-05, 8.758071014835756e-12]"
52,IXYZ_IYZX_IXZY,8,rdn,10.0,0.7,1.0,gausset,1t4,0.9764421311530544,"[2.2686057711401793e-15, 5.675514595984723e-25, 2.38397919134427e-05]"
52,IXYZ_IYZX_IXZY,8,oie,1.1,1.0,3.7,expset,2t3,1.0,"[3.286299702726695e-101, 2.440288141374701e-26, 4.752889067617428e-139]"
52,IXYZ_IYZX_IXZY,8,oie,0.0,0.5,5.0,gausset,1t4,2.8786577416617415e-68,"[0.15551846220001087, 6.310936374031005e-19, 4.442182692309031e-34]"
52,IXYZ_IYZX_IXZY,8,oie,4.4,1.0,5.0,gausset,2t4,2.708281291851159e-44,"[2.871350855280381e-46, 0.10031742986769143, 9.853026392914305e-45]"
52,IXYZ_IYZX_IXZY,8,oie,6.7,0.1,3.7,expset,2t4,1.0,"[2.88430196009552e-114, 2.313719576867643e-43, 7.313398584995432e-159]"
52,IXYZ_IYZX_IXZY,8,oie,8.9,0.6,1.0,gausset,1t3,0.9999803841868238,"[8.962627019405587e-22, 2.995337406018153e-51, 1.9616005568846294e-08]"
52,IXYZ_IYZX_IXZY,8,rdn,5.6,0.1,2.3,expset,1t3,2.660305014415469e-42,"[0.0957301331224566, 8.719056063395717e-72, 7.714238534282487e-74]"
52,IXYZ_IYZX_IXZY,8,rdn,5.6,0.8,5.0,expset,3t4,1.5545855627466834e-21,"[0.047913077961900266, 5.523132212614857e-157, 7.209411487682776e-159]"
52,IXYZ_IYZX_IXZY,8,oie,10.0,0.9,5.0,expset,1t2,0.8173802000077095,"[6.318532918244404e-07, 0.0002016509312824756, 1.2240833026207188e-14]"
52,IXYZ_IYZX_IXZY,8,rdn,5.6,1.0,3.7,expset,1t2,1.0013715642808869e-09,"[0.02072189521240064, 6.423833616231541e-73, 3.347981590838941e-78]"
52,IXYZ_IYZX_IXZY,8,rdn,4.4,0.9,3.7,expset,1t2,9.920889968407157e-52,"[0.11743978220386053, 7.921472008643429e-75, 1.5142245317417924e-74]"
52,IXYZ_IYZX_IXZY,8,oie,2.2,0.2,5.0,gausset,2t4,2.458532238600343e-40,"[0.0665836845763252, 0.09120383919886005, 0.00017309484408411095]"
52,IXYZ_IYZX_IXZY,8,rdn,8.9,0.5,5.0,expset,3t4,1.1470943198573903e-07,"[0.015980863584406937, 3.0565133712387426e-156, 1.1554773052748084e-160]"
52,IXYZ_IYZX_IXZY,8,rdn,4.4,0.1,2.3,expset,1t4,5.831081713680689e-50,"[0.11336605212389544, 5.002304169736988e-74, 3.1694321512151195e-72]"
52,IXYZ_IYZX_IXZY,8,oie,8.9,0.5,3.7,gausset,1t3,0.9999581908869263,"[5.546791944564349e-09, 3.331475846666638e-25, 4.1809987099039586e-08]"
52,IXYZ_IYZX_IXZY,8,oie,6.7,0.7,3.7,gausset,2t4,1.7773288213440595e-10,"[4.0677560327057235e-32, 1.0567330302642711e-18, 0.02245073935492395]"
52,IXYZ_IYZX_IXZY,8,oie,5.6,0.8,2.3,expset,2t4,1.0,"[2.1814166389014892e-133, 2.6660643147568836e-58, 5.452045545007787e-169]"
52,IXYZ_IYZX_IXZY,8,oie,2.2,0.8,3.7,gausset,3t4,7.013437793640866e-122,"[0.2789675533516526, 2.41940887732855e-59, 1.0242046095678741e-54]"
52,IXYZ_IYZX_IXZY,8,oie,6.7,0.4,3.7,expset,1t3,6.294873683230693e-76,"[0.17315673146645888, 7.3724950142544e-05, 9.293972204120788e-06]"
52,IXYZ_IYZX_IXZY,8,oie,3.3,0.4,3.7,gausset,1t4,0.0018450537172519843,"[0.006295246886871755, 2.0377299658092593e-06, 6.390271748122236e-05]"
52,IXYZ_IYZX_IXZY,8,rdn,3.3,0.6,5.0,gausset,1t4,0.9620132222947342,"[3.872708382176576e-05, 9.140551150077725e-10, 4.600456934331595e-22]"
52,IXYZ_IYZX_IXZY,8,oie,10.0,0.6,5.0,gausset,1t3,0.7890440965436227,"[0.00023693307054258806, 1.2926358901723726e-06, 2.4151466229179255e-15]"
52,IXYZ_IYZX_IXZY,8,rdn,3.3,0.7,3.7,expset,1t2,2.8860472420947592e-27,"[0.06110990968121933, 2.668912755428409e-66, 1.2023472758178995e-66]"
52,IXYZ_IYZX_IXZY,8,oie,7.8,1.0,2.3,expset,1t3,1.0,"[4.566451142269367e-22, 1.7300394160118737e-25, 1.1536104580104365e-73]"
52,IXYZ_IYZX_IXZY,8,oie,0.0,0.4,5.0,expset,1t2,1.0,"[5.032010682331628e-38, 3.1695643204266424e-52, 7.983715272097466e-118]"
52,IXYZ_IYZX_IXZY,8,oie,3.3,0.7,3.7,expset,1t2,1.0,"[4.131232972312419e-45, 4.9396264663518607e-54, 1.2208742213170796e-118]"
52,IXYZ_IYZX_IXZY,8,rdn,1.1,0.8,3.7,expset,1t4,3.8132198431155095e-14,"[0.030897717366496734, 1.0675013096990758e-65, 2.9251368872921566e-68]"
52,IXYZ_IYZX_IXZY,8,rdn,8.9,0.1,1.0,gausset,1t4,9.676039324673648e-218,"[0.49969389761581673, 0.4245462144292439, 0.2721008780310572]"
52,IXYZ_IYZX_IXZY,8,oie,2.2,0.5,2.3,expset,1t2,1.0,"[1.1212492749293672e-67, 9.50247221116662e-67, 6.076315551458326e-150]"
52,IXYZ_IYZX_IXZY,8,rdn,8.9,0.4,3.7,gausset,2t4,1.6272767498555622e-41,"[1.5753421118301087e-10, 0.00022766064526482012, 0.09391908090073231]"
52,IXYZ_IYZX_IXZY,8,rdn,5.6,0.9,1.0,gausset,1t4,1.2724459112888726e-125,"[0.08230157755365936, 0.28758219566157994, 0.014974667478841332]"
52,IXYZ_IYZX_IXZY,8,rdn,0.0,0.7,3.7,expset,1t4,5.23902395806612e-30,"[0.06742141757638301, 2.643714457384904e-63, 1.2200673551326938e-64]"
52,IXYZ_IYZX_IXZY,8,oie,8.9,0.4,5.0,gausset,1t3,6.670415770058672e-198,"[4.912131105989965e-11, 7.14729931733259e-08, 0.45401416622049456]"
52,IXYZ_IYZX_IXZY,8,rdn,0.0,0.2,2.3,expset,2t4,5.108817372514792e-78,"[0.17797066931005506, 1.1899179893217177e-154, 4.741905308524755e-157]"
52,IXYZ_IYZX_IXZY,8,oie,6.7,0.5,3.7,expset,2t4,1.0,"[6.549447353447796e-132, 2.1964409969946348e-57, 7.893191634371125e-169]"
52,IXYZ_IYZX_IXZY,8,oie,6.7,1.0,5.0,gausset,2t4,1.703850923557128e-23,"[2.6298650291697123e-19, 0.05242656620045846, 9.078689983049389e-23]"
52,IXYZ_IYZX_IXZY,8,oie,0.0,0.5,5.0,expset,1t2,1.0,"[8.298318546378999e-47, 3.0601420631706492e-49, 1.4007240182923654e-130]"
52,IXYZ_IYZX_IXZY,8,rdn,6.7,0.6,2.3,gausset,2t4,0.966703938218743,"[3.3862995640964804e-05, 1.887610899694761e-09, 1.1200388272925393e-21]"
52,IXYZ_IYZX_IXZY,8,rdn,2.2,0.5,3.7,expset,1t4,5.37070153892864e-30,"[0.06739659424943692, 1.7866599177802273e-64, 3.823473077187516e-65]"
52,IXYZ_IYZX_IXZY,8,oie,4.4,0.3,1.0,gausset,3t4,0.9860278827063461,"[1.407064617249197e-05, 9.261784493624989e-06, 4.5083626959634894e-17]"
52,IXYZ_IYZX_IXZY,8,oie,3.3,1.0,2.3,expset,2t3,1.0,"[3.8824059485465984e-122, 5.10594918042924e-51, 1.1864633101281582e-163]"
52,IXYZ_IYZX_IXZY,8,rdn,2.2,0.4,1.0,expset,3t4,3.004935244335645e-08,"[0.017320424725503325, 7.456772203474482e-126, 1.1062973427550004e-133]"
52,IXYZ_IYZX_IXZY,8,rdn,0.0,0.4,5.0,expset,1t2,1.3584340265416913e-170,"[0.3911331332237412, 4.6754938791476515e-67, 4.01432547461264e-65]"
52,IXYZ_IYZX_IXZY,8,rdn,8.9,0.5,1.0,expset,1t4,9.848521008652812e-71,"[0.1611962203100729, 2.0064218674937427e-31, 7.755806055990104e-34]"
52,IXYZ_IYZX_IXZY,8,oie,4.4,1.0,3.7,expset,2t3,1.0,"[8.466814905444501e-128, 1.0217181837587092e-58, 1.6486268007568694e-167]"
52,IXYZ_IYZX_IXZY,8,rdn,4.4,0.6,1.0,expset,1t3,3.0681242869893853e-12,"[0.026509954722491343, 3.2566371918438316e-109, 4.715241551984398e-112]"
52,IXYZ_IYZX_IXZY,8,oie,5.6,0.4,3.7,gausset,2t4,2.3636167942815117e-06,"[0.012955317572117875, 1.5524285608464447e-06, 0.00012341704730828082]"
52,IXYZ_IYZX_IXZY,8,oie,5.6,0.2,1.0,gausset,2t3,2.1538088411746244e-18,"[0.04067929384506957, 6.401083582004326e-14, 1.813936200874013e-07]"
52,IXYZ_IYZX_IXZY,8,rdn,2.2,0.9,1.0,gausset,2t3,1.2239612094931792e-125,"[0.11762678612906413, 0.03148598422424584, 0.2876210441322583]"
52,IXYZ_IYZX_IXZY,8,rdn,8.9,0.4,2.3,gausset,2t3,5.03289561370681e-31,"[3.2461792051422785e-11, 0.00022161558719554196, 0.06976414239560846]"
52,IXYZ_IYZX_IXZY,8,oie,0.0,0.2,2.3,expset,2t4,2.6336924416841995e-176,"[0.4042865895351849, 4.109444576227912e-32, 8.124117324520004e-36]"
52,IXYZ_IYZX_IXZY,8,rdn,7.8,0.9,2.3,gausset,1t2,1.4651085732982887e-84,"[0.12249295710189578, 0.19303521846031052, 0.016404867019520958]"
52,IXYZ_IYZX_IXZY,8,rdn,0.0,0.8,3.7,gausset,3t4,2.000869493166905e-12,"[0.0002949720556401964, 0.026937439283260065, 1.0932112292719826e-05]"
52,IXYZ_IYZX_IXZY,8,oie,3.3,0.5,2.3,expset,1t3,1.0,"[2.510038267262916e-37, 4.1777672135031e-49, 4.533262168437347e-110]"
52,IXYZ_IYZX_IXZY,8,rdn,0.0,0.3,1.0,gausset,1t4,4.743341711890448e-124,"[6.48210553718019e-08, 0.0025167958481619335, 0.2839638096414437]"
52,IXYZ_IYZX_IXZY,8,oie,0.0,0.5,2.3,expset,1t2,1.0,"[1.0478675907981293e-64, 2.6262123245165404e-72, 3.4516503023918374e-156]"
52,IXYZ_IYZX_IXZY,8,rdn,2.2,0.9,5.0,expset,2t3,2.3334898705850623e-177,"[0.40671019651441553, 3.085433987771686e-32, 9.632409571695927e-32]"
52,IXYZ_IYZX_IXZY,8,oie,10.0,0.8,5.0,gausset,2t3,0.6056018821671407,"[0.00027576502376317255, 0.0005015324689259127, 1.4141812119293895e-09]"
52,IXYZ_IYZX_IXZY,8,oie,10.0,0.2,2.3,gausset,2t4,5.30391246991856e-67,"[0.04663615419389439, 0.026886645810042176, 0.15260475648050853]"
52,IXYZ_IYZX_IXZY,8,rdn,1.1,0.4,3.7,gausset,1t2,1.0345308814708364e-148,"[2.147017191967249e-09, 1.8104598879637409e-06, 0.3407486456937699]"
52,IXYZ_IYZX_IXZY,8,oie,1.1,0.4,1.0,gausset,1t4,0.9997958566609518,"[5.541709063032662e-12, 8.071728377119451e-34, 2.041641791358522e-07]"
52,IXYZ_IYZX_IXZY,8,oie,1.1,0.5,5.0,expset,1t4,1.0,"[9.435290531519135e-45, 5.65250895781515e-49, 1.5493162214600058e-124]"
52,IXYZ_IYZX_IXZY,8,rdn,5.6,0.7,3.7,expset,1t2,1.0434203404006254e-39,"[0.08975831452100563, 5.572721623009719e-71, 3.0030330927355113e-71]"
52,IXYZ_IYZX_IXZY,8,oie,10.0,0.4,2.3,gausset,2t4,7.514177292841927e-40,"[5.466377795826637e-06, 2.2205251205452976e-06, 0.09008661217788683]"
52,IXYZ_IYZX_IXZY,8,oie,5.6,0.1,1.0,gausset,2t3,3.0941361882091212e-176,"[0.23249545593002213, 0.18148786311401077, 0.40412546759889556]"
52,IXYZ_IYZX_IXZY,8,oie,1.1,0.8,5.0,expset,1t2,1.0,"[1.7094096382482708e-51, 8.500684655221027e-62, 1.0683995292478265e-135]"
52,IXYZ_IYZX_IXZY,8,rdn,8.9,0.8,5.0,gausset,2t4,5.227936701441915e-43,"[0.0009120397843269412, 0.09735714231066012, 5.8289341319080804e-05]"
52,IXYZ_IYZX_IXZY,8,oie,5.6,0.2,5.0,expset,2t3,1.0,"[7.083787810757068e-123, 1.1916326844343284e-48, 7.684042763043856e-161]"
52,IXYZ_IYZX_IXZY,8,oie,8.9,0.4,2.3,gausset,2t3,8.387214267128732e-46,"[0.1037922058425208, 0.005225303120360334, 3.341081851910053e-06]"
52,IXYZ_IYZX_IXZY,8,rdn,6.7,0.1,2.3,expset,3t4,4.303691523227379e-98,"[0.22419386596523816, 9.734530088951798e-141, 4.6027859798080824e-142]"
52,IXYZ_IYZX_IXZY,8,oie,5.6,0.2,2.3,expset,2t4,1.0,"[1.3075970508910424e-124, 2.520469097895502e-53, 9.889336514806482e-164]"
52,IXYZ_IYZX_IXZY,8,oie,5.6,0.1,3.7,gausset,1t3,3.251961070895837e-184,"[0.4224963988901097, 0.08949258268198457, 0.06535101873581912]"
52,IXYZ_IYZX_IXZY,8,rdn,0.0,0.9,5.0,gausset,1t2,3.511476638002371e-105,"[0.03819970762934051, 0.044192714360931244, 0.2405153981207766]"
52,IXYZ_IYZX_IXZY,8,oie,6.7,0.6,3.7,expset,1t4,1.0208512249648576e-95,"[0.21872494702088902, 0.006951808026375532, 0.0011357239067373364]"
52,IXYZ_IYZX_IXZY,8,oie,4.4,0.6,3.7,gausset,1t3,1.5944553556449205e-65,"[0.14920149883650535, 4.387955993093531e-05, 0.0011703393933280147]"
52,IXYZ_IYZX_IXZY,8,rdn,7.8,0.9,5.0,expset,2t4,4.17522706921352e-84,"[0.1919879790668404, 5.475950818377815e-136, 2.5477940359807324e-134]"
52,IXYZ_IYZX_IXZY,8,oie,5.6,0.2,5.0,gausset,1t4,6.082010622002314e-113,"[0.013954631966836559, 0.02232486959347523, 0.25838678017260813]"
52,IXYZ_IYZX_IXZY,8,rdn,7.8,0.7,1.0,gausset,3t4,9.7710255110527e-201,"[1.7817308571163026e-07, 7.4817124052026e-08, 0.4605401822659496]"
52,IXYZ_IYZX_IXZY,8,oie,7.8,0.3,5.0,expset,1t4,0.10249840791342711,"[0.002277908013076236, 9.35907575230373e-14, 3.67074025126926e-21]"
52,IXYZ_IYZX_IXZY,8,oie,2.2,0.3,5.0,expset,1t3,1.0,"[1.026826987807994e-32, 7.316750156006212e-49, 2.1827726179500982e-111]"
52,IXYZ_IYZX_IXZY,8,rdn,4.4,0.3,2.3,gausset,1t4,1.1641616942085702e-29,"[1.1677569044094415e-09, 0.012002034358216507, 0.06662296644461521]"
52,IXYZ_IYZX_IXZY,8,rdn,0.0,0.5,1.0,expset,1t3,4.127045261435263e-19,"[0.04233155504902481, 1.480017079168366e-98, 6.602932811390253e-95]"
52,IXYZ_IYZX_IXZY,8,rdn,10.0,0.7,5.0,expset,2t4,1.2594320548821698e-76,"[0.17476580619829596, 1.4932999898210032e-140, 2.5453105702282435e-140]"
52,IXYZ_IYZX_IXZY,8,oie,0.0,0.7,2.3,expset,2t4,5.60854567728672e-09,"[0.018998974388579972, 4.423190519086074e-22, 3.2000371357299324e-18]"
52,IXYZ_IYZX_IXZY,8,oie,0.0,0.8,2.3,gausset,2t3,0.9999861296926695,"[1.3870403524080008e-08, 2.3966595653500966e-71, 4.1199645535938803e-45]"
52,IXYZ_IYZX_IXZY,8,rdn,8.9,0.9,5.0,expset,3t4,2.6587052469805617e-10,"[0.02204801167490315, 9.1070823718939e-160, 1.8467184384876796e-162]"
52,IXYZ_IYZX_IXZY,8,rdn,4.4,0.8,2.3,gausset,2t4,1.4701808280861897e-33,"[0.001375443888200404, 0.07559992266327473, 7.507809965138215e-05]"
52,IXYZ_IYZX_IXZY,8,rdn,4.4,0.1,2.3,expset,1t3,1.915324687679656e-85,"[0.19506984574653102, 3.281659432515132e-73, 1.977899447826255e-70]"
52,IXYZ_IYZX_IXZY,8,oie,6.7,0.8,1.0,expset,2t4,1.0,"[7.578604082073912e-133, 4.0446883157394254e-51, 3.7910121472543363e-168]"
52,IXYZ_IYZX_IXZY,8,oie,0.0,0.6,2.3,gausset,3t4,4.9449779391002305e-09,"[0.019124893333135433, 5.880190616678536e-61, 3.2589950141265154e-72]"
52,IXYZ_IYZX_IXZY,8,oie,7.8,0.9,5.0,gausset,1t2,4.638434785301385e-138,"[0.11512413460758669, 0.31622236585460295, 0.18949832517263904]"
52,IXYZ_IYZX_IXZY,8,oie,7.8,0.2,5.0,expset,3t4,1.0,"[1.1597373179151302e-161, 4.904629549009635e-44, 1.009881117123772e-103]"
52,IXYZ_IYZX_IXZY,8,rdn,7.8,0.4,2.3,gausset,2t3,3.1120100979368675e-55,"[2.4426527089200065e-10, 0.00021998161561809324, 0.1255069112635233]"
52,IXYZ_IYZX_IXZY,8,oie,3.3,0.9,5.0,gausset,2t3,0.9445662143557476,"[2.3879475949919106e-43, 5.702948930381163e-05, 3.170728903774007e-47]"
52,IXYZ_IYZX_IXZY,8,oie,7.8,0.7,5.0,expset,1t2,4.750591402767385e-75,"[0.17113561285841133, 6.215970359235659e-05, 1.3735109541811851e-05]"
52,IXYZ_IYZX_IXZY,8,oie,2.2,0.6,5.0,gausset,2t3,0.9999097651220158,"[9.715077378509962e-23, 3.4501794148632723e-10, 9.023894939572365e-08]"
52,IXYZ_IYZX_IXZY,8,rdn,6.7,0.2,1.0,expset,3t4,1.102884630533735e-08,"[0.018322751605222506, 6.220043839046007e-148, 4.639530985549948e-147]"
52,IXYZ_IYZX_IXZY,8,oie,3.3,0.1,1.0,gausset,2t4,3.3934799804206836e-74,"[0.01246446444961874, 0.16916944094380493, 0.11141611680849955]"
52,IXYZ_IYZX_IXZY,8,rdn,8.9,0.7,3.7,expset,1t3,1.124812346216665e-46,"[0.1058012980593459, 7.824911482999589e-62, 1.2007230006643802e-60]"
52,IXYZ_IYZX_IXZY,8,oie,10.0,0.1,5.0,gausset,2t4,1.2558008754499418e-177,"[0.4073297879431232, 0.18193204028123527, 0.12501650790234892]"
52,IXYZ_IYZX_IXZY,8,oie,3.3,0.8,1.0,expset,2t3,1.0,"[8.266077237836e-121, 4.2173807890790195e-37, 1.6917719895343777e-158]"
52,IXYZ_IYZX_IXZY,8,oie,8.9,0.5,3.7,expset,1t3,0.9979517785810457,"[1.3461503919859112e-08, 2.0503218930923984e-06, 2.8383296461526154e-20]"
52,IXYZ_IYZX_IXZY,8,oie,6.7,0.6,2.3,expset,2t4,1.0,"[7.988992888029844e-132, 1.2400586456053023e-62, 1.4470491838314518e-170]"
