agent,bias,bw,density,hitmiss,ngrams,reward,sample,wsize
rdn,2.0,3.0,gausset,1.0,1t4,1.23103945935,10,8
rdn,2.0,4.0,gausset,1.0,1t4,1.20905717484,10,8
rdn,2.0,5.0,gausset,1.0,1t4,1.1472070731,10,8
rdn,2.0,5.0,gausset,1.0,1t3,1.13803174088,10,8
rdn,2.0,4.0,gausset,1.0,1t3,1.01664496677,10,8
rdn,2.0,3.0,gausset,1.0,1t3,0.94252264563,10,8
rdn,2.0,5.0,gausset,1.0,2t4,0.880742940213,10,8
rdn,2.0,2.0,gausset,1.0,1t4,0.846350413845,10,8
rdn,2.0,4.0,gausset,1.0,2t4,0.8324323733050001,10,8
rdn,2.0,5.0,gausset,1.0,1t2,0.830375490589,10,8
rdn,2.0,2.0,gausset,1.0,1t3,0.667713311264,10,8
rdn,2.0,4.0,gausset,1.0,1t2,0.647153614619,10,8
rdn,0.0,4.0,gausset,1.0,1t3,0.60953048736,10,8
rdn,0.0,5.0,gausset,1.0,2t4,0.609128625385,10,8
rdn,0.0,3.0,gausset,1.0,1t3,0.60791975831,10,8
rdn,0.0,3.0,gausset,1.0,1t4,0.604214152143,10,8
rdn,2.0,5.0,gausset,1.0,2t3,0.593485450232,10,8
rdn,0.0,2.0,gausset,1.0,1t4,0.583130686848,10,8
rdn,0.0,5.0,gausset,1.0,1t2,0.5826042079339999,10,8
rdn,0.0,5.0,gausset,1.0,1t3,0.570680025505,10,8
rdn,0.0,3.0,expset,1.0,2t3,0.570136896074,10,8
rdn,0.0,3.0,expset,1.0,2t4,0.564670793823,10,8
rdn,2.0,4.0,gausset,1.0,2t3,0.539742401074,10,8
rdn,2.0,3.0,gausset,1.0,2t4,0.526612739105,10,8
rdn,0.0,1.0,expset,1.0,1t3,0.520138967259,10,8
rdn,0.0,1.0,expset,1.0,1t2,0.5188321245949999,10,8
rdn,0.0,5.0,gausset,1.0,2t3,0.513736465224,10,8
rdn,0.0,2.0,expset,1.0,2t4,0.5077182376039999,10,8
rdn,0.0,2.0,expset,1.0,2t3,0.504180307022,10,8
rdn,0.0,2.0,gausset,1.0,1t3,0.5006160543639999,10,8
rdn,2.0,2.0,expset,1.0,1t3,0.49739422613999995,10,8
rdn,0.0,4.0,gausset,1.0,2t4,0.488413825239,10,8
rdn,0.0,4.0,expset,1.0,2t3,0.487747546087,10,8
rdn,5.0,2.0,gausset,1.0,1t3,0.48650776214900004,10,8
rdn,0.0,4.0,expset,1.0,2t4,0.485934930168,10,8
rdn,0.0,1.0,expset,1.0,1t4,0.47538421298999994,10,8
rdn,2.0,2.0,expset,1.0,1t4,0.466814205461,10,8
rdn,2.0,3.0,gausset,1.0,1t2,0.464023511359,10,8
rdn,5.0,1.0,gausset,1.0,1t4,0.460626214572,10,8
rdn,0.0,5.0,expset,1.0,2t4,0.445766368023,10,8
rdn,0.0,4.0,gausset,1.0,1t2,0.44439935230800004,10,8
rdn,0.0,5.0,gausset,1.0,1t4,0.44290180573,10,8
rdn,2.0,2.0,expset,1.0,1t2,0.442896285269,10,8
rdn,0.0,5.0,expset,1.0,2t3,0.439666226455,10,8
rdn,2.0,3.0,gausset,1.0,2t3,0.379182394458,10,8
rdn,5.0,2.0,gausset,1.0,1t4,0.372765094522,10,8
rdn,0.0,4.0,gausset,1.0,2t3,0.36203152893299995,10,8
rdn,2.0,1.0,gausset,1.0,1t4,0.359232750413,10,8
rdn,0.0,3.0,gausset,1.0,2t4,0.35734495952399997,10,8
rdn,2.0,2.0,gausset,1.0,2t4,0.350056986659,10,8
rdn,2.0,1.0,expset,1.0,1t3,0.349044686851,10,8
rdn,2.0,1.0,expset,1.0,1t2,0.348985953221,10,8
rdn,2.0,1.0,expset,1.0,1t4,0.329770454246,10,8
rdn,8.0,1.0,gausset,1.0,1t4,0.322051723749,10,8
rdn,5.0,2.0,gausset,1.0,2t4,0.320471414383,10,8
rdn,0.0,4.0,gausset,1.0,1t4,0.319646358482,10,8
rdn,8.0,1.0,gausset,1.0,1t3,0.292993170013,10,8
rdn,0.0,3.0,gausset,1.0,1t2,0.290772133408,10,8
rdn,5.0,2.0,gausset,1.0,1t2,0.289141386155,10,8
rdn,5.0,1.0,gausset,1.0,1t3,0.273593575986,10,8
rdn,0.0,3.0,gausset,1.0,2t3,0.270907104493,10,8
rdn,0.0,1.0,gausset,1.0,1t4,0.260858966523,10,8
rdn,0.0,2.0,gausset,1.0,2t4,0.24963173800500002,10,8
rdn,2.0,4.0,gausset,1.0,3t4,0.239469442661,10,8
rdn,5.0,3.0,gausset,1.0,2t3,0.237565655121,10,8
rdn,5.0,3.0,gausset,1.0,1t2,0.23452698562199997,10,8
rdn,0.0,5.0,gausset,1.0,3t4,0.232370529764,10,8
rdn,2.0,5.0,gausset,1.0,3t4,0.228275555233,10,8
rdn,5.0,2.0,gausset,1.0,2t3,0.224902671507,10,8
rdn,2.0,2.0,gausset,1.0,1t2,0.217396573975,10,8
rdn,2.0,1.0,gausset,1.0,1t3,0.209503035712,10,8
rdn,2.0,2.0,gausset,1.0,2t3,0.191459358662,10,8
rdn,2.0,3.0,gausset,1.0,3t4,0.169953305821,10,8
rdn,5.0,1.0,gausset,1.0,2t4,0.16404146475700002,10,8
rdn,0.0,4.0,gausset,1.0,3t4,0.162249101581,10,8
rdn,8.0,1.0,gausset,1.0,2t4,0.158702692627,10,8
rdn,5.0,5.0,expset,1.0,1t3,0.14569996667000001,10,8
rdn,10.0,1.0,gausset,1.0,1t3,0.143184021919,10,8
rdn,0.0,1.0,gausset,1.0,1t3,0.135037382506,10,8
rdn,0.0,3.0,gausset,1.0,3t4,0.11778874161599999,10,8
rdn,5.0,5.0,expset,1.0,1t4,0.116861609225,10,8
rdn,0.0,2.0,gausset,1.0,2t3,0.116754273472,10,8
rdn,5.0,3.0,gausset,1.0,3t4,0.11471707247099999,10,8
rdn,2.0,1.0,gausset,1.0,2t4,0.10955560410599999,10,8
rdn,5.0,3.0,gausset,1.0,2t4,0.1093096378,10,8
rdn,5.0,5.0,expset,1.0,1t2,0.10354463668,10,8
rdn,0.0,1.0,gausset,1.0,2t4,0.10098658457399999,10,8
rdn,0.0,2.0,gausset,1.0,1t2,0.0867171249691,10,8
rdn,10.0,1.0,gausset,1.0,2t4,0.08630438226880001,10,8
rdn,10.0,1.0,gausset,1.0,1t4,0.0825992432829,10,8
rdn,5.0,4.0,gausset,1.0,3t4,0.08242086825230001,10,8
rdn,5.0,2.0,gausset,1.0,3t4,0.0808930983693,10,8
rdn,8.0,1.0,gausset,1.0,2t3,0.07743341785670001,10,8
rdn,10.0,1.0,gausset,1.0,2t3,0.0679397946457,10,8
rdn,10.0,1.0,gausset,1.0,1t2,0.0657252005757,10,8
rdn,0.0,1.0,expset,1.0,3t4,0.0577234100378,10,8
rdn,5.0,4.0,gausset,1.0,2t3,0.057100849144599994,10,8
rdn,8.0,2.0,gausset,1.0,1t2,0.0567609152836,10,8
rdn,2.0,2.0,gausset,1.0,3t4,0.052198024297599996,10,8
rdn,8.0,2.0,gausset,1.0,2t3,0.0443840402075,10,8
rdn,8.0,2.0,gausset,1.0,3t4,0.040427184303,10,8
rdn,8.0,1.0,gausset,1.0,1t2,0.040207348667300004,10,8
rdn,2.0,5.0,expset,1.0,2t3,0.0333455821978,10,8
rdn,5.0,5.0,gausset,1.0,3t4,0.0331827886221,10,8
rdn,5.0,1.0,gausset,1.0,2t3,0.0331397738926,10,8
rdn,2.0,5.0,expset,1.0,2t4,0.0330426907407,10,8
rdn,5.0,3.0,gausset,1.0,1t3,0.032508509592,10,8
rdn,8.0,1.0,gausset,1.0,3t4,0.0290459121876,10,8
rdn,5.0,4.0,gausset,1.0,1t2,0.028053614411999998,10,8
rdn,10.0,1.0,gausset,1.0,3t4,0.0280082050902,10,8
rdn,0.0,1.0,gausset,1.0,1t2,0.027128724211599998,10,8
rdn,2.0,4.0,expset,1.0,2t3,0.0233823976714,10,8
rdn,0.0,2.0,gausset,1.0,3t4,0.022445426086800002,10,8
rdn,0.0,1.0,gausset,1.0,3t4,0.021930038459099997,10,8
rdn,2.0,4.0,expset,1.0,2t4,0.0210105159595,10,8
rdn,2.0,1.0,gausset,1.0,1t2,0.0174436786786,10,8
rdn,2.0,3.0,expset,1.0,2t3,0.016181532757600002,10,8
rdn,5.0,3.0,gausset,1.0,1t4,0.015838022570499998,10,8
rdn,2.0,3.0,expset,1.0,2t4,0.015275574748500002,10,8
rdn,2.0,1.0,gausset,1.0,2t3,0.014566823534799999,10,8
