Sample,Measure,wsize,Agent,bias,hitmiss,bw,density,ngrams,Reward,ABpvalue,BCpvalue,ACpvalue
52,HX_HY_HZ,8,oie,6.7,0.6,1.0,expset,2t3,9.914901039527816e-186,2.9629143404511774e-248,9.914901039527816e-186,9.855668026853834e-170
52,HX_HY_HZ,8,rdn,7.8,0.9,5.0,expset,2t3,6.474686966234913e-53,1.7140519577785232e-53,6.474686966234913e-53,1.3178522482285384e-19
52,HX_HY_HZ,8,oie,10.0,0.2,1.0,expset,2t3,2.800997182144935e-112,3.712123614451217e-148,2.800997182144935e-112,1.6691524385611297e-102
52,HX_HY_HZ,8,rdn,0.0,0.3,1.0,expset,3t4,0.9961828016967429,0.995491128520054,0.9961828016967429,0.9999999999929688
52,HX_HY_HZ,8,oie,6.7,0.6,1.0,gausset,1t4,0.9999999995735772,0.7405006074125929,0.9999999995735772,1.0
52,HX_HY_HZ,8,rdn,0.0,0.6,5.0,gausset,1t4,0.9999999999970146,0.9999999999830772,0.9999999999970146,0.9999999999998288
52,HX_HY_HZ,8,oie,4.4,0.3,2.3,gausset,1t4,0.9999982894129629,0.693954399654649,0.9999982894129629,0.9999999999999308
52,HX_HY_HZ,8,oie,0.0,0.7,2.3,expset,3t4,0.0,0.0,0.0,0.0
52,HX_HY_HZ,8,oie,3.3,0.8,2.3,expset,1t2,2.6348669358832622e-11,1.2804732814141243e-18,2.6348669358832622e-11,4.315922624025714e-06
52,HX_HY_HZ,8,rdn,1.1,0.7,1.0,expset,3t4,2.0103795065203106e-153,8.776964600575658e-154,2.0103795065203106e-153,1.037104269529159e-104
52,HX_HY_HZ,8,rdn,10.0,0.4,3.7,gausset,3t4,0.9999999997319224,0.9999994904140862,0.9999999997319224,0.9999999999960898
52,HX_HY_HZ,8,oie,2.2,0.6,5.0,expset,1t4,6.185884576474531e-10,1.0220087241140592e-16,6.185884576474531e-10,1.7722737417846154e-05
