agent,bias,bw,density,hitmiss,ngrams,reward,sample,wsize
rdn,0.0,2.0,expset,1.0,2t4,2.55799121328,110,8
rdn,0.0,2.0,expset,1.0,2t3,2.55798572788,110,8
rdn,0.0,3.0,expset,1.0,2t3,2.40025068989,110,8
rdn,0.0,3.0,expset,1.0,2t4,2.4002505530500002,110,8
rdn,0.0,4.0,expset,1.0,2t3,2.0234105701800003,110,8
rdn,0.0,4.0,expset,1.0,2t4,2.02341055961,110,8
rdn,0.0,5.0,expset,1.0,2t3,1.6100256430500002,110,8
rdn,0.0,5.0,expset,1.0,2t4,1.6100256421999999,110,8
rdn,2.0,1.0,expset,1.0,1t2,0.7827591448960001,110,8
rdn,2.0,1.0,expset,1.0,1t3,0.780398839725,110,8
rdn,2.0,1.0,expset,1.0,1t4,0.780384328427,110,8
rdn,0.0,1.0,expset,1.0,2t4,0.6933678877509999,110,8
rdn,0.0,1.0,expset,1.0,1t2,0.6899185106229999,110,8
rdn,0.0,1.0,expset,1.0,2t3,0.6898829783920001,110,8
rdn,0.0,1.0,expset,1.0,1t3,0.6877139086409999,110,8
rdn,0.0,1.0,expset,1.0,1t4,0.687695103318,110,8
rdn,2.0,2.0,expset,1.0,1t2,0.373071056614,110,8
rdn,2.0,2.0,expset,1.0,1t3,0.372925989468,110,8
rdn,2.0,2.0,expset,1.0,1t4,0.37292365693999996,110,8
rdn,0.0,2.0,expset,1.0,1t2,0.342892130595,110,8
rdn,0.0,2.0,expset,1.0,1t3,0.342786856055,110,8
rdn,0.0,2.0,expset,1.0,1t4,0.342785133892,110,8
rdn,5.0,2.0,expset,1.0,1t3,0.33925253978799996,110,8
rdn,5.0,2.0,expset,1.0,1t4,0.33924837974,110,8
rdn,5.0,2.0,expset,1.0,1t2,0.339148537638,110,8
rdn,5.0,3.0,expset,1.0,1t2,0.308324557904,110,8
rdn,5.0,3.0,expset,1.0,1t3,0.30804337435400003,110,8
rdn,5.0,3.0,expset,1.0,1t4,0.308039634535,110,8
rdn,2.0,3.0,expset,1.0,1t2,0.301192487087,110,8
rdn,2.0,3.0,expset,1.0,1t3,0.300955483519,110,8
rdn,2.0,3.0,expset,1.0,1t4,0.300953030865,110,8
rdn,5.0,1.0,expset,1.0,1t4,0.300621014501,110,8
rdn,5.0,1.0,expset,1.0,1t3,0.300585809098,110,8
rdn,5.0,1.0,expset,1.0,1t2,0.298984426078,110,8
rdn,5.0,4.0,expset,1.0,1t2,0.291458245262,110,8
rdn,5.0,4.0,expset,1.0,1t3,0.29108302421599996,110,8
rdn,5.0,4.0,expset,1.0,1t4,0.291080083688,110,8
rdn,0.0,3.0,expset,1.0,1t2,0.284517570138,110,8
rdn,0.0,3.0,expset,1.0,1t3,0.28434071219900003,110,8
rdn,0.0,3.0,expset,1.0,1t4,0.284338794972,110,8
rdn,5.0,5.0,expset,1.0,1t2,0.282947490788,110,8
rdn,5.0,5.0,expset,1.0,1t3,0.282547675958,110,8
rdn,5.0,5.0,expset,1.0,1t4,0.282545323089,110,8
rdn,2.0,4.0,expset,1.0,1t2,0.27967392308600003,110,8
rdn,2.0,4.0,expset,1.0,1t3,0.27939500819400004,110,8
rdn,2.0,4.0,expset,1.0,1t4,0.279392918883,110,8
rdn,2.0,5.0,expset,1.0,1t2,0.271378055262,110,8
rdn,2.0,5.0,expset,1.0,1t3,0.27107814136999997,110,8
rdn,2.0,5.0,expset,1.0,1t4,0.271076372739,110,8
rdn,0.0,4.0,expset,1.0,1t2,0.267913279602,110,8
rdn,0.0,4.0,expset,1.0,1t3,0.267693666739,110,8
rdn,0.0,4.0,expset,1.0,1t4,0.267691960373,110,8
rdn,0.0,5.0,expset,1.0,1t2,0.262130355906,110,8
