,H(Y),H(Y|X),I(Y;X),H(Z),H(Z|Y),I(Z;Y),H(X),H(X|Z),I(X;Z)
0,8.321096681075998,13.84313302056261,-5.522036339486611,8.318725283071778,13.081528096335248,-4.76280281326347,8.320976253375804,9.624960050493106,-1.3039837971173025
1,8.321127645548993,14.804139975339268,-6.4830123297902755,8.319286313541632,15.759381274029993,-7.440094960488361,8.321415498581283,9.605525551916596,-1.2841100533353131
2,8.321192668556149,16.18118237169707,-7.85998970314092,8.31975668690168,16.786637675384156,-8.466880988482476,8.321519363977623,9.332138794910774,-1.0106194309331507
3,8.321342885225155,14.553198627273739,-6.231855742048584,8.319653127087387,15.870604923011319,-7.5509517959239325,8.321383003499221,9.193471269774127,-0.8720882662749059
4,8.320906450957295,13.429644686462373,-5.108738235505077,8.31762404521835,15.541756268175172,-7.224132222956822,8.319964996104092,9.143958313709849,-0.8239933176057566
5,8.32125275994829,13.585841269523375,-5.264588509575084,8.318478626627464,14.861890860789913,-6.543412234162449,8.3208290615107,9.29319705903168,-0.9723679975209798
6,8.320833066288516,13.053862787878906,-4.733029721590389,8.317911522530494,15.811240985861753,-7.493329463331259,8.321002141879926,9.312103112616041,-0.9911009707361149
7,8.320961079863034,12.603982950006845,-4.283021870143811,8.317386337859105,17.3201745413361,-9.002788203476996,8.320924713857128,9.531374407324748,-1.2104496934676199
8,8.321380755123894,15.232438784859276,-6.911058029735383,8.31939713103562,15.855690185284518,-7.5362930542488975,8.32144752182733,9.310391750946495,-0.9889442291191646
9,8.321259578382877,15.471519820315931,-7.150260241933054,8.319395584414343,15.044670973940809,-6.725275389526466,8.321378472975644,9.578601444124189,-1.2572229711485452
10,8.321105289541096,14.826409618726133,-6.505304329185037,8.31881017789166,14.643594356432406,-6.324784178540746,8.321392763968674,9.489329379759251,-1.1679366157905768
11,8.321108419177463,14.414609135884586,-6.093500716707123,8.320150735707116,16.6669170305629,-8.346766294855783,8.321435087455981,9.563779446625178,-1.2423443591691967
12,8.321267454583197,14.029158007543007,-5.70789055295981,8.319626840714086,15.421312096136791,-7.101685255422705,8.321362721697131,9.469477744462448,-1.1481150227653174
13,8.32114963119009,13.806357251139042,-5.485207619948952,8.318783904811685,15.338194435011243,-7.019410530199558,8.321313792997222,9.900707211246239,-1.5793934182490172
14,8.321235515466864,14.069028891696137,-5.747793376229273,8.31996111260066,14.551256146613266,-6.231295034012605,8.321403114832197,9.336101144428111,-1.0146980295959143
15,8.321280908967491,17.036129126742736,-8.714848217775245,8.319898761493564,14.404139488920714,-6.084240727427151,8.321601433004536,9.915100220022227,-1.5934987870176904
16,8.321314167942052,14.941316018779226,-6.620001850837173,8.318156878263261,15.385076328423978,-7.066919450160716,8.321375583109019,9.553313011965596,-1.2319374288565772
17,8.321224312976982,13.110665409626412,-4.78944109664943,8.320039568460851,16.443844457094617,-8.123804888633765,8.320654138048491,9.580352270424974,-1.2596981323764833
18,8.320970713985396,15.993612096589993,-7.672641382604597,8.319290040981693,16.374105450590893,-8.0548154096092,8.321443210313552,9.406810176591716,-1.0853669662781638
19,8.3209571562734,14.143067336145139,-5.822110179871739,8.31837334986612,15.833035630037063,-7.514662280170944,8.320873870090058,9.343621980764341,-1.022748110674284
20,8.32114978425703,13.07763613366121,-4.756486349404181,8.320317416936547,15.491991617768159,-7.171674200831612,8.182096093410422,9.362935750604084,-1.180839657193662
21,8.321220632605057,14.04765506675939,-5.726434434154333,8.319223438227613,17.081511581041443,-8.76228814281383,8.321371690764169,9.111928146306518,-0.7905564555423492
22,8.320917314301427,14.045684035423978,-5.724766721122551,8.319278234414343,15.134294874845134,-6.815016640430791,8.321558631275467,10.164167498117674,-1.8426088668422071
23,8.321103310070097,13.837636086515708,-5.516532776445612,8.319429462478123,16.109845914162428,-7.790416451684305,8.321234228279065,9.420047290800534,-1.0988130625214687
24,8.321064870839258,13.809101353653075,-5.488036482813817,8.316359858385082,15.08939762723011,-6.773037768845027,8.321265361356836,9.54836190475748,-1.2270965434006431
25,8.321349251504726,14.22414642646116,-5.902797174956435,8.319953248428808,16.26593307655477,-7.945979828125962,8.321524184066146,9.143973355152509,-0.8224491710863635
26,8.321258210031226,13.61542799913752,-5.294169789106293,8.319404753442365,14.801731159571894,-6.482326406129529,8.321129697958721,9.491284874928338,-1.170155176969617
27,8.321155766528285,14.330397268248799,-6.009241501720513,8.319969335614958,14.624810473651134,-6.304841138036176,8.321407305303403,9.588235507827923,-1.26682820252452
28,8.32131493452385,16.39151940699779,-8.070204472473941,8.319456425062642,15.179780422573765,-6.860323997511124,8.321538444444835,9.801303727408923,-1.4797652829640882
29,8.321326311656719,19.529346867231197,-11.208020555574478,8.320083970578269,15.264688394229347,-6.944604423651079,8.32168599755915,10.38925303503292,-2.0675670374737702
30,8.321157625915053,14.778219361303927,-6.457061735388875,8.319864962346754,17.36727457607813,-9.047409613731377,8.321510460391135,9.877673059888942,-1.5561625994978066
31,8.321273946028935,16.15236770384716,-7.831093757818223,8.319822665460997,14.838625379357023,-6.518802713896026,8.321264836509192,9.268784243742486,-0.947519407233294
