agent,bias,bw,density,hitmiss,ngrams,reward,sample,wsize
oie,10.0,3.7,gausset,0.6,1t4,3.6783966728199995,52,8
oie,10.0,3.7,gausset,0.4,3t4,3.63780107095,52,8
oie,6.7,5.0,gausset,0.6,1t2,3.6136726427099997,52,8
oie,10.0,2.3,gausset,1.0,3t4,3.4469414841300003,52,8
oie,10.0,3.7,gausset,1.0,1t2,3.4277078266900003,52,8
oie,7.8,5.0,gausset,1.0,1t3,3.3371057451599997,52,8
oie,8.9,3.7,gausset,0.4,2t4,3.21844819809,52,8
oie,10.0,3.7,gausset,0.5,3t4,3.09740232543,52,8
oie,10.0,3.7,gausset,0.6,2t3,3.02066546894,52,8
oie,7.8,5.0,gausset,0.4,2t4,2.96002703413,52,8
oie,7.8,5.0,gausset,0.5,1t4,2.9438558446700003,52,8
oie,4.4,1.0,gausset,0.6,1t2,2.88794500787,52,8
oie,8.9,3.7,gausset,0.5,1t3,2.88696707143,52,8
oie,6.7,3.7,gausset,0.6,3t4,2.88103334145,52,8
oie,7.8,5.0,gausset,0.6,2t3,2.87070451877,52,8
oie,8.9,3.7,gausset,1.0,3t4,2.8575208016,52,8
oie,8.9,2.3,gausset,0.4,3t4,2.81815583469,52,8
oie,3.3,1.0,gausset,0.9,1t2,2.7927066993299996,52,8
oie,6.7,1.0,gausset,0.6,3t4,2.7457013140599997,52,8
oie,6.7,3.7,gausset,0.4,3t4,2.7403421711799996,52,8
oie,7.8,5.0,gausset,0.9,1t2,2.7267561102499998,52,8
oie,6.7,5.0,gausset,0.4,2t3,2.72468445749,52,8
oie,7.8,5.0,gausset,0.8,1t3,2.7222663818400004,52,8
oie,10.0,1.0,gausset,0.6,3t4,2.7153996500999997,52,8
oie,8.9,1.0,gausset,0.6,3t4,2.70693386838,52,8
oie,7.8,5.0,gausset,0.3,1t2,2.67228960259,52,8
oie,6.7,3.7,gausset,0.4,1t3,2.62352258491,52,8
oie,2.2,1.0,gausset,0.9,2t3,2.61566746535,52,8
oie,10.0,2.3,gausset,0.4,2t4,2.5942038853,52,8
oie,7.8,3.7,gausset,0.6,3t4,2.5512910587,52,8
oie,6.7,1.0,gausset,1.0,1t2,2.5502382451599996,52,8
oie,4.4,5.0,gausset,0.6,3t4,2.5057532509700002,52,8
oie,5.6,5.0,gausset,0.6,1t2,2.50552576682,52,8
oie,6.7,5.0,gausset,1.0,2t4,2.46142876187,52,8
oie,6.7,1.0,gausset,0.6,2t3,2.4376439738599998,52,8
oie,6.7,3.7,gausset,0.6,2t4,2.4246318823400004,52,8
oie,5.6,1.0,gausset,0.6,2t3,2.38126150505,52,8
oie,8.9,1.0,gausset,0.5,3t4,2.3753939850099997,52,8
oie,7.8,3.7,gausset,0.4,2t4,2.33174077321,52,8
oie,8.9,2.3,gausset,0.6,1t2,2.31989862499,52,8
oie,7.8,1.0,gausset,0.7,3t4,2.28925834158,52,8
oie,4.4,5.0,gausset,0.6,1t3,2.28898794743,52,8
oie,2.2,1.0,gausset,0.8,3t4,2.27806095063,52,8
oie,8.9,2.3,gausset,0.4,1t2,2.22554120372,52,8
oie,7.8,3.7,gausset,0.3,1t2,2.21123344624,52,8
oie,7.8,2.3,gausset,0.9,3t4,2.20042834722,52,8
oie,4.4,5.0,gausset,0.8,3t4,2.18946173843,52,8
oie,4.4,5.0,gausset,0.4,1t4,2.1849007128299998,52,8
oie,2.2,2.3,gausset,0.9,3t4,2.16813781711,52,8
oie,3.3,1.0,gausset,0.6,2t4,2.15124143726,52,8
oie,8.9,1.0,gausset,0.3,3t4,2.09029038416,52,8
oie,6.7,3.7,gausset,0.3,1t4,2.0844199986099996,52,8
oie,0.0,1.0,gausset,0.8,3t4,2.0840041053,52,8
oie,5.6,3.7,gausset,0.4,2t4,2.08287561146,52,8
oie,2.2,3.7,gausset,0.6,3t4,2.07800571656,52,8
oie,2.2,3.7,gausset,1.0,3t4,2.0722256563999997,52,8
oie,0.0,1.0,gausset,0.5,2t3,2.0716319617299996,52,8
oie,4.4,1.0,gausset,0.7,3t4,2.04789561093,52,8
oie,4.4,1.0,gausset,0.5,2t3,2.02021798708,52,8
oie,1.1,2.3,gausset,1.0,3t4,2.01355284856,52,8
oie,7.8,5.0,gausset,0.2,1t3,1.99664618654,52,8
oie,7.8,1.0,gausset,0.8,2t3,1.9834906211599999,52,8
oie,4.4,5.0,gausset,0.6,1t2,1.98057530685,52,8
oie,3.3,1.0,gausset,0.3,1t2,1.97285987699,52,8
oie,0.0,2.3,gausset,1.0,1t2,1.9571770159,52,8
oie,5.6,5.0,gausset,1.0,3t4,1.9479809185699999,52,8
oie,6.7,5.0,gausset,0.2,1t3,1.9407592517099996,52,8
oie,3.3,5.0,gausset,0.6,1t4,1.92865330494,52,8
oie,6.7,5.0,gausset,0.2,1t4,1.9242175672400001,52,8
oie,0.0,3.7,gausset,0.8,3t4,1.92062121069,52,8
oie,0.0,2.3,gausset,0.6,3t4,1.9152973015299999,52,8
oie,5.6,5.0,gausset,0.2,1t3,1.9126391532499998,52,8
oie,5.6,5.0,gausset,0.2,1t4,1.9065765421,52,8
oie,6.7,1.0,gausset,0.6,2t4,1.89338104925,52,8
oie,7.8,3.7,gausset,0.3,2t3,1.88900853699,52,8
oie,4.4,3.7,gausset,0.5,3t4,1.8755158890299999,52,8
