,H(Y),H(Y|X),I(Y;X),H(Z),H(Z|Y),I(Z;Y),H(X),H(X|Z),I(X;Z)
0,6.955301315235252,45.51154986290627,-38.55624854767102,8.108850349654707,38.14366642211433,-30.03481607245962,7.119615475631134,4.029987351268998,3.089628124362136
1,7.191739102833035,58.0389738192302,-50.84723471639717,7.766443673059052,65.35068014659558,-57.58423647353653,7.209589526134615,6.237977419949776,0.9716121061848391
2,7.320480356763724,82.85062645459483,-75.5301460978311,7.9029167473778115,62.91312710075768,-55.01021035337987,7.239853520664454,5.941634481178916,1.298219039485538
3,7.176050850677974,55.333614756365776,-48.1575639056878,8.14388756064345,70.5735329686421,-62.42964540799865,7.241803580901912,3.5975790134624956,3.6442245674394167
4,7.197917306841698,36.800345160809414,-29.602427853967715,8.091646538196846,63.56409792663748,-55.47245138844063,7.228975469403488,3.4237760325303053,3.8051994368731825
5,7.224882094509355,44.83650812276642,-37.611626028257064,7.649640719300481,47.2396118452374,-39.58997112593692,7.169060614897503,6.190329102071521,0.9787315128259815
6,7.082378147916049,43.976797724510256,-36.89441957659421,7.969528364471428,67.85870729877007,-59.88917893429864,7.016553685745559,4.646912062462616,2.369641623282943
7,7.205115641200662,32.359488257983664,-25.154372616783,8.142657152754989,96.13532619475652,-87.99266904200152,7.177366811744777,3.0461758157971803,4.1311909959475965
8,7.066475370446946,64.07143860346105,-57.0049632330141,8.128084271663642,69.19721705878044,-61.0691327871168,7.261179241259929,4.0578118098198805,3.203367431440048
9,7.141942958543626,96.83924749608977,-89.69730453754615,7.507621704559974,53.764698053206686,-46.25707634864671,7.164322063162002,9.470555695987317,-2.3062336328253146
10,6.992531928435492,62.2286351377327,-55.23610320929721,7.912622740801711,73.06437712823977,-65.15175438743806,7.234571439255885,5.920162481185923,1.3144089580699623
11,7.223050106186668,49.185632698074684,-41.962582591888015,7.990009100591868,78.97798673665586,-70.987977636064,7.106895292239781,5.017849734480298,2.0890455577594826
12,7.168131739174082,53.258821205672206,-46.09068946649813,8.070068908935996,60.351077248143355,-52.28100833920736,7.110451511512829,4.466894247013868,2.643557264498961
13,7.106154019150761,49.83770053267268,-42.73154651352192,7.657948323779428,76.07217789281401,-68.41422956903459,7.187964465066015,8.106181839144755,-0.9182173740787398
14,7.022770198560904,43.32461483981478,-36.30184464125387,7.973255881596512,48.64317244410621,-40.6699165625097,7.192314835502882,4.760293744460607,2.432021091042275
15,7.1547032470109375,77.32541712549221,-70.17071387848127,7.902564547930818,45.82292002572168,-37.920355477790864,7.3246843761213505,6.888917304277072,0.4357670718442783
16,7.148513227286869,48.66568342526327,-41.5171701979764,7.7160916223889195,63.23293588069738,-55.51684425830847,7.238846215554826,6.198044278290001,1.040801937264825
