Sample,Measure,wsize,Agent,bias,hitmiss,bw,density,ngrams,Reward,ABpvalue,BApvalue,BCpvalue,CBpvalue,ACpvalue,CApvalue
52,HX_HY_HZ,8,oie,4.4,1.0,5.0,gausset,2t4,0.12217123780639279,5.2853045769838254e+39,5.2853045769838254e+39,1.203066901393238e+40,1.203066901393238e+40,1.3738918904779227e+38,1.3738918904779227e+38
52,HX_HY_HZ,8,oie,6.7,0.1,3.7,expset,2t4,8.403806705219861e-37,1.856302320974278e-07,1.856302320974278e-07,2.8534007776546585e-06,2.8534007776546585e-06,1.8412643138486786e-08,1.8412643138486786e-08
52,HX_HY_HZ,8,oie,8.9,0.6,1.0,gausset,1t3,0.15792119579208413,4.097836654725625e+31,4.097836654725625e+31,7.7821884664089375e+31,7.7821884664089375e+31,8.508218227441001e+29,8.508218227441001e+29
52,HX_HY_HZ,8,rdn,5.6,0.1,2.3,expset,1t3,0.0017619066937561228,3.866681158972626e-05,3.866681158972626e-05,2.4678850536180647e-06,2.4678850536180647e-06,2.458631731820674e-06,2.458631731820674e-06
52,HX_HY_HZ,8,rdn,5.6,0.8,5.0,expset,3t4,1.0766762307416127e-234,2.0096666765884403e-05,2.0096666765884403e-05,6.024218372629135e-10,6.024218372629135e-10,3.863769684905532e-10,3.863769684905532e-10
52,HX_HY_HZ,8,oie,10.0,0.9,5.0,expset,1t2,2.4051042333638995e-07,2.37696038041156e-08,2.37696038041156e-08,2.253954456945162e-08,2.253954456945162e-08,2.9786025981338016e-10,2.9786025981338016e-10
52,HX_HY_HZ,8,rdn,5.6,1.0,3.7,expset,1t2,0.0022448045907190123,2.6983218949391673e-05,2.6983218949391673e-05,1.875526645380393e-06,1.875526645380393e-06,1.8441029042520874e-06,1.8441029042520874e-06
52,HX_HY_HZ,8,rdn,4.4,0.9,3.7,expset,1t2,0.003320409428583966,0.00010009093857314326,0.00010009093857314326,8.435754506575044e-06,8.435754506575044e-06,8.096694985426066e-06,8.096694985426066e-06
52,HX_HY_HZ,8,oie,2.2,0.2,5.0,gausset,2t4,0.24624037199740811,241620452.16736415,241620452.16736415,344969261.38941133,344969261.38941133,29366091.100239396,29366091.100239396
52,HX_HY_HZ,8,rdn,8.9,0.5,5.0,expset,3t4,8.76147054806425e-233,4.842831944693302e-07,4.842831944693302e-07,3.620353419163172e-11,3.620353419163172e-11,2.0724071121535035e-11,2.0724071121535035e-11
52,HX_HY_HZ,8,rdn,4.4,0.1,2.3,expset,1t4,0.001909636189463086,0.00014918163386620558,0.00014918163386620558,9.972766313654771e-06,9.972766313654771e-06,9.299052649777205e-06,9.299052649777205e-06
52,HX_HY_HZ,8,oie,8.9,0.5,3.7,gausset,1t3,0.18217245483782082,2.2474215153523084e+122,2.2474215153523084e+122,3.313535196057703e+122,3.313535196057703e+122,4.4075021697530005e+120,4.4075021697530005e+120
52,HX_HY_HZ,8,oie,6.7,0.7,3.7,gausset,2t4,0.08924500628622452,3.8963404631032184e+67,3.8963404631032184e+67,8.155493050715985e+67,8.155493050715985e+67,2.3615700602656646e+66,2.3615700602656646e+66
52,HX_HY_HZ,8,oie,5.6,0.8,2.3,expset,2t4,3.80736844801861e-48,4.4353163801146916e-07,4.4353163801146916e-07,1.8160118538937142e-05,1.8160118538937142e-05,2.4332590850047136e-08,2.4332590850047136e-08
52,HX_HY_HZ,8,oie,2.2,0.8,3.7,gausset,3t4,0.1119549756334719,60729.00256638581,60729.00256638581,839357.9124117629,839357.9124117629,12072.005147186575,12072.005147186575
52,HX_HY_HZ,8,oie,6.7,0.4,3.7,expset,1t3,2.5164567386209344e-07,1.2670544196709065e-06,1.2670544196709065e-06,1.3010352426082263e-06,1.3010352426082263e-06,1.5293633624035652e-08,1.5293633624035652e-08
52,HX_HY_HZ,8,oie,3.3,0.4,3.7,gausset,1t4,0.2211808496966856,1276376162628128.8,1276376162628128.8,1805712299594803.0,1805712299594803.0,41035678812328.086,41035678812328.086
52,HX_HY_HZ,8,rdn,3.3,0.6,5.0,gausset,1t4,4.547757259285192e-09,3.0147694951085757e+22,3.0147694951085757e+22,3.0037229744582354e+22,3.0037229744582354e+22,2.4051540984485196e+22,2.4051540984485196e+22
52,HX_HY_HZ,8,oie,10.0,0.6,5.0,gausset,1t3,,,,,,,
52,HX_HY_HZ,8,rdn,3.3,0.7,3.7,expset,1t2,0.004664509496975044,0.000397995117884908,0.000397995117884908,3.9295018546643675e-05,3.9295018546643675e-05,3.7990512536963385e-05,3.7990512536963385e-05
52,HX_HY_HZ,8,oie,7.8,1.0,2.3,expset,1t3,2.1194067773520413e-08,4.963754249372773e-07,4.963754249372773e-07,4.783387866190066e-07,4.783387866190066e-07,3.16951836663714e-09,3.16951836663714e-09
52,HX_HY_HZ,8,oie,0.0,0.4,5.0,expset,1t2,0.009557096645639356,0.004043376808551332,0.004043376808551332,0.01200216719474205,0.01200216719474205,0.0002279606245065448,0.0002279606245065448
52,HX_HY_HZ,8,oie,3.3,0.7,3.7,expset,1t2,2.4275532194028667e-06,6.748576843320186e-05,6.748576843320186e-05,7.30140402650938e-05,7.30140402650938e-05,1.076570532287129e-06,1.076570532287129e-06
52,HX_HY_HZ,8,rdn,1.1,0.8,3.7,expset,1t4,0.05493492720486041,0.009476379952088089,0.009476379952088089,0.0032271059330690245,0.0032271059330690245,0.003109145304663754,0.003109145304663754
52,HX_HY_HZ,8,rdn,8.9,0.1,1.0,gausset,1t4,0.013404408132977922,2.6130806867579546e+32,2.6130806867579546e+32,2.5706976832227878e+32,2.5706976832227878e+32,2.548826833477605e+32,2.548826833477605e+32
52,HX_HY_HZ,8,oie,2.2,0.5,2.3,expset,1t2,4.298261597028793e-06,0.0003747512978452278,0.0003747512978452278,0.0005510525783996731,0.0005510525783996731,4.5974679442638484e-06,4.5974679442638484e-06
52,HX_HY_HZ,8,rdn,8.9,0.4,3.7,gausset,2t4,0.00020908736905261955,2.38598656457987e+123,2.38598656457987e+123,2.1111766719935224e+123,2.1111766719935224e+123,1.9228382952904084e+123,1.9228382952904084e+123
52,HX_HY_HZ,8,rdn,5.6,0.9,1.0,gausset,1t4,2.0692542153358237e-09,2157990774815.477,2157990774815.477,2151805870888.1714,2151805870888.1714,2081915490752.5303,2081915490752.5303
52,HX_HY_HZ,8,rdn,0.0,0.7,3.7,expset,1t4,0.44211319946458427,0.01918325183029161,0.01918325183029161,0.1029622015140419,0.1029622015140419,0.01713791826108499,0.01713791826108499
52,HX_HY_HZ,8,oie,8.9,0.4,5.0,gausset,1t3,,,,,,,
52,HX_HY_HZ,8,rdn,0.0,0.2,2.3,expset,2t4,3.358594022997765e-08,0.03354091986422599,0.03354091986422599,8.863278466875521e-06,8.863278466875521e-06,6.542722575889561e-06,6.542722575889561e-06
52,HX_HY_HZ,8,oie,6.7,0.5,3.7,expset,2t4,3.727443598502633e-45,7.742257511388548e-08,7.742257511388548e-08,3.02333061860045e-06,3.02333061860045e-06,4.613254140449189e-09,4.613254140449189e-09
52,HX_HY_HZ,8,oie,6.7,1.0,5.0,gausset,2t4,0.13084217946310928,1.0000921435364914e+93,1.0000921435364914e+93,2.212850792327457e+93,2.212850792327457e+93,2.6274892505988584e+91,2.6274892505988584e+91
52,HX_HY_HZ,8,oie,0.0,0.5,5.0,expset,1t2,0.010867565689343571,0.0036464718296487547,0.0036464718296487547,0.011973911491426091,0.011973911491426091,0.00018147403075894012,0.00018147403075894012
52,HX_HY_HZ,8,rdn,6.7,0.6,2.3,gausset,2t4,5.034175128408625e-09,1.952582272773348e+43,1.952582272773348e+43,1.9508709776023713e+43,1.9508709776023713e+43,1.558360156300103e+43,1.558360156300103e+43
52,HX_HY_HZ,8,rdn,2.2,0.5,3.7,expset,1t4,0.009380749278760418,0.0017397925139046395,0.0017397925139046395,0.00024072628629039607,0.00024072628629039607,0.00023126066881927698,0.00023126066881927698
52,HX_HY_HZ,8,oie,4.4,0.3,1.0,gausset,3t4,0.17276557766885878,717211.3990464871,717211.3990464871,6962131.742344465,6962131.742344465,166905.6576154862,166905.6576154862
52,HX_HY_HZ,8,oie,3.3,1.0,2.3,expset,2t3,2.400007276402707e-43,5.309823621129306e-06,5.309823621129306e-06,0.00025161109557871524,0.00025161109557871524,2.9621637212301376e-07,2.9621637212301376e-07
52,HX_HY_HZ,8,rdn,2.2,0.4,1.0,expset,3t4,1.2249562414524948e-233,0.008925279957353326,0.008925279957353326,8.394171627613788e-07,8.394171627613788e-07,3.470876644443789e-07,3.470876644443789e-07
52,HX_HY_HZ,8,rdn,0.0,0.4,5.0,expset,1t2,0.14791472839752628,0.046267542202857566,0.046267542202857566,0.04304577566492334,0.04304577566492334,0.04210660477970094,0.04210660477970094
52,HX_HY_HZ,8,rdn,8.9,0.5,1.0,expset,1t4,6.9571774822256e-06,1.9355349998289597e-06,1.9355349998289597e-06,1.5288642048151266e-08,1.5288642048151266e-08,1.4346689430370748e-08,1.4346689430370748e-08
52,HX_HY_HZ,8,oie,4.4,1.0,3.7,expset,2t3,1.1677026734855641e-43,8.557114899132569e-07,8.557114899132569e-07,3.787043433752932e-05,3.787043433752932e-05,4.532168446359637e-08,4.532168446359637e-08
52,HX_HY_HZ,8,rdn,4.4,0.6,1.0,expset,1t3,7.794356119519898e-05,0.00035511158092456927,0.00035511158092456927,6.213394924330139e-06,6.213394924330139e-06,5.9756367058590384e-06,5.9756367058590384e-06
52,HX_HY_HZ,8,oie,5.6,0.4,3.7,gausset,2t4,0.21191633466658727,1.232978372004368e+46,1.232978372004368e+46,2.0800627420586188e+46,2.0800627420586188e+46,4.631873171532728e+44,4.631873171532728e+44
52,HX_HY_HZ,8,oie,5.6,0.2,1.0,gausset,2t3,0.23013902360189842,199754446282.64746,199754446282.64746,299522255631.6408,299522255631.6408,23641574977.904984,23641574977.904984
52,HX_HY_HZ,8,rdn,2.2,0.9,1.0,gausset,2t3,4.478220667957854e-10,48.65362160399932,48.65362160399932,48.50547143099526,48.50547143099526,47.125677125857955,47.125677125857955
52,HX_HY_HZ,8,rdn,8.9,0.4,2.3,gausset,2t3,0.00022206371019867864,8.249782131873309e+77,8.249782131873309e+77,7.253073480799678e+77,7.253073480799678e+77,6.661411307603459e+77,6.661411307603459e+77
52,HX_HY_HZ,8,oie,0.0,0.2,2.3,expset,2t4,2.2562372148858572e-13,0.00043977179064821827,0.00043977179064821827,0.02486674185295348,0.02486674185295348,2.7839409868705076e-05,2.7839409868705076e-05
52,HX_HY_HZ,8,rdn,7.8,0.9,2.3,gausset,1t2,3.073372410993045e-09,2.651286666484401e+59,2.651286666484401e+59,2.6445746233679466e+59,2.6445746233679466e+59,2.555738850836947e+59,2.555738850836947e+59
52,HX_HY_HZ,8,rdn,0.0,0.8,3.7,gausset,3t4,4.221107282421792e-10,0.3245338430897692,0.3245338430897692,0.49258508106261545,0.49258508106261545,0.32365807297231014,0.32365807297231014
52,HX_HY_HZ,8,oie,3.3,0.5,2.3,expset,1t3,4.594647250899573e-07,8.982894241435106e-05,8.982894241435106e-05,0.00010889298286503524,0.00010889298286503524,8.275510227544215e-07,8.275510227544215e-07
52,HX_HY_HZ,8,rdn,0.0,0.3,1.0,gausset,1t4,0.00025937217988931726,0.5372653540555153,0.5372653540555153,0.5726465902779234,0.5726465902779234,0.5229243183364676,0.5229243183364676
52,HX_HY_HZ,8,oie,0.0,0.5,2.3,expset,1t2,1.0776355760629634e-07,0.00018518483854831807,0.00018518483854831807,0.23065640501777382,0.23065640501777382,0.00012181031696821749,0.00012181031696821749
52,HX_HY_HZ,8,rdn,2.2,0.9,5.0,expset,2t3,2.753770991916811e-26,0.0004911147960431328,0.0004911147960431328,4.1671560711671105e-09,4.1671560711671105e-09,2.9712704123742158e-09,2.9712704123742158e-09
52,HX_HY_HZ,8,oie,10.0,0.8,5.0,gausset,2t3,,,,,,,
52,HX_HY_HZ,8,oie,10.0,0.2,2.3,gausset,2t4,0.25985780576246265,1.599186390311371e+98,1.599186390311371e+98,2.267631660498665e+98,2.267631660498665e+98,1.8828360917938456e+97,1.8828360917938456e+97
52,HX_HY_HZ,8,rdn,1.1,0.4,3.7,gausset,1t2,0.00011987837445687556,14.136107916731834,14.136107916731834,12.386384923236738,12.386384923236738,11.220169907628069,11.220169907628069
52,HX_HY_HZ,8,oie,1.1,0.4,1.0,gausset,1t4,0.06466299467193212,0.16877085146810292,0.16877085146810292,0.3309191347422945,0.3309191347422945,0.0058717123085500625,0.0058717123085500625
52,HX_HY_HZ,8,oie,1.1,0.5,5.0,expset,1t4,3.618411974926977e-05,0.000694658931386445,0.000694658931386445,0.0012350227330971092,0.0012350227330971092,1.4309657893913538e-05,1.4309657893913538e-05
52,HX_HY_HZ,8,rdn,5.6,0.7,3.7,expset,1t2,0.0022088112928159618,2.6822039104755107e-05,2.6822039104755107e-05,1.8562487993737275e-06,1.8562487993737275e-06,1.8043650045275992e-06,1.8043650045275992e-06
52,HX_HY_HZ,8,oie,10.0,0.4,2.3,gausset,2t4,0.2229435621558101,1.2146059565775898e+98,1.2146059565775898e+98,1.9142340160735628e+98,1.9142340160735628e+98,4.553675683450458e+96,4.553675683450458e+96
52,HX_HY_HZ,8,oie,5.6,0.1,1.0,gausset,2t3,0.2156514642876444,182298890075.4919,182298890075.4919,369684001094.4323,369684001094.4323,44339725011.71722,44339725011.71722
52,HX_HY_HZ,8,oie,1.1,0.8,5.0,expset,1t2,4.949948970800053e-05,0.0007732251779466428,0.0007732251779466428,0.0011870142036969388,0.0011870142036969388,1.634443907622728e-05,1.634443907622728e-05
52,HX_HY_HZ,8,rdn,8.9,0.8,5.0,gausset,2t4,,,,,,,
52,HX_HY_HZ,8,oie,5.6,0.2,5.0,expset,2t3,8.187761926923948e-40,2.615890045721655e-07,2.615890045721655e-07,7.18276341105113e-06,7.18276341105113e-06,1.8604547022131854e-08,1.8604547022131854e-08
52,HX_HY_HZ,8,oie,8.9,0.4,2.3,gausset,2t3,0.21886946709030514,8.10430004415648e+76,8.10430004415648e+76,1.328069088159656e+77,1.328069088159656e+77,3.098150071486483e+75,3.098150071486483e+75
52,HX_HY_HZ,8,rdn,6.7,0.1,2.3,expset,3t4,7.589464777446742e-194,1.2270294878470282e-05,1.2270294878470282e-05,6.969394308121764e-09,6.969394308121764e-09,6.668473511734926e-09,6.668473511734926e-09
52,HX_HY_HZ,8,oie,5.6,0.2,2.3,expset,2t4,5.6517361210908114e-43,6.476831790880783e-07,6.476831790880783e-07,1.785321082390083e-05,1.785321082390083e-05,4.825136494190887e-08,4.825136494190887e-08
52,HX_HY_HZ,8,oie,5.6,0.1,3.7,gausset,1t3,0.2241956644926707,1.5759956226404742e+46,1.5759956226404742e+46,3.028330046453577e+46,3.028330046453577e+46,3.684355046146821e+45,3.684355046146821e+45
52,HX_HY_HZ,8,rdn,0.0,0.9,5.0,gausset,1t2,6.922884011909383e-12,0.49130989505645467,0.49130989505645467,0.4891594347554137,0.4891594347554137,0.48064245158585356,0.48064245158585356
52,HX_HY_HZ,8,oie,6.7,0.6,3.7,expset,1t4,2.4077529488057534e-07,1.2622361870578407e-06,1.2622361870578407e-06,1.271385939694836e-06,1.271385939694836e-06,1.438893120515339e-08,1.438893120515339e-08
52,HX_HY_HZ,8,oie,4.4,0.6,3.7,gausset,1t3,0.15442090139696768,3.211991893221217e+28,3.211991893221217e+28,6.240565532466128e+28,6.240565532466128e+28,6.794244054901968e+26,6.794244054901968e+26
