Sample,Measure,wsize,Agent,bias,hitmiss,bw,density,ngrams,Reward,ABpvalue,BCpvalue,ACpvalue
52,HX_HY_HZ,8,oie,10.0,0.1,5.0,gausset,2t3,,,,
52,HX_HY_HZ,8,oie,8.9,0.9,1.0,gausset,2t4,0.8609353209612705,6.592823923619249e-08,0.8609353209612705,0.9999999340717608
52,HX_HY_HZ,8,rdn,1.1,0.3,3.7,expset,3t4,0.019967035067984296,0.017104693014814796,0.019967035067984296,0.9828953069851852
52,HX_HY_HZ,8,rdn,4.4,0.6,1.0,gausset,1t2,0.49636287207037444,0.35008429121283524,0.49636287207037444,0.6499157087871645
52,HX_HY_HZ,8,oie,2.2,0.2,2.3,gausset,3t4,0.9874902190173724,0.0001868922776195212,0.9874902190173724,0.9998131077223805
52,HX_HY_HZ,8,oie,8.9,1.0,2.3,expset,1t2,0.4906691566411364,0.017930144735516036,0.4906691566411364,0.982069855264484
52,HX_HY_HZ,8,rdn,2.2,0.8,3.7,expset,3t4,0.013175913776274667,0.010198576589339049,0.013175913776274667,0.9898014234106609
52,HX_HY_HZ,8,rdn,10.0,0.1,5.0,gausset,2t4,,,,
52,HX_HY_HZ,8,oie,5.6,1.0,1.0,gausset,1t4,0.7391813554383386,8.6645107038389e-08,0.7391813554383386,0.9999999133548929
52,HX_HY_HZ,8,oie,6.7,0.9,3.7,gausset,1t3,0.8099719519970385,4.1968220944153784e-08,0.8099719519970385,0.9999999580317791
52,HX_HY_HZ,8,rdn,2.2,0.4,3.7,gausset,1t2,0.39124947484920547,0.3083415411357217,0.39124947484920547,0.6916584588642785
52,HX_HY_HZ,8,oie,10.0,0.6,2.3,expset,1t3,0.48050172118020695,0.019095705881368264,0.48050172118020695,0.9809042941186318
52,HX_HY_HZ,8,oie,6.7,0.2,5.0,gausset,1t4,0.599467938822801,0.00373808671773495,0.599467938822801,0.9962619132822651
52,HX_HY_HZ,8,rdn,1.1,0.4,3.7,gausset,2t3,0.382337851044773,0.29861772787104335,0.382337851044773,0.7013822721289567
52,HX_HY_HZ,8,oie,0.0,0.7,5.0,expset,1t2,0.6997455044565999,0.008549787642510881,0.6997455044565999,0.9914502123574891
52,HX_HY_HZ,8,rdn,7.8,0.2,1.0,expset,1t2,1.1019661405734948e-28,6.980859238334701e-29,1.1019661405734948e-28,1.0
