agent,bias,bw,density,hitmiss,ngrams,reward,sample,wsize
oie,0.0,1.0,expset,1.0,3t4,0.23946851634,10,8
oie,2.0,5.0,gausset,1.0,1t4,0.227142849552,10,8
oie,2.0,5.0,gausset,1.0,1t3,0.222048469551,10,8
oie,2.0,2.0,expset,1.0,1t3,0.217710672657,10,8
oie,2.0,2.0,expset,1.0,1t2,0.217677298558,10,8
oie,2.0,2.0,expset,1.0,1t4,0.21645907603700001,10,8
oie,2.0,1.0,expset,1.0,1t3,0.210741797975,10,8
oie,2.0,1.0,expset,1.0,1t4,0.208878361662,10,8
oie,2.0,1.0,expset,1.0,1t2,0.208230282059,10,8
oie,2.0,4.0,gausset,1.0,1t4,0.201610249724,10,8
oie,0.0,5.0,gausset,1.0,1t3,0.19319984016,10,8
oie,2.0,3.0,gausset,1.0,1t4,0.186424496981,10,8
oie,2.0,4.0,gausset,1.0,1t3,0.18599587693599998,10,8
oie,0.0,4.0,gausset,1.0,1t4,0.17690766601100003,10,8
oie,2.0,3.0,expset,1.0,1t2,0.17675206331300003,10,8
oie,2.0,3.0,expset,1.0,1t3,0.176566971809,10,8
oie,0.0,5.0,gausset,1.0,1t4,0.175136180816,10,8
oie,2.0,3.0,expset,1.0,1t4,0.171266490969,10,8
oie,5.0,3.0,gausset,1.0,1t4,0.169345377108,10,8
oie,5.0,3.0,gausset,1.0,1t3,0.162377026006,10,8
oie,5.0,5.0,gausset,1.0,1t4,0.16188430874600002,10,8
oie,5.0,5.0,expset,1.0,1t2,0.157880783216,10,8
oie,5.0,4.0,gausset,1.0,1t4,0.157667237584,10,8
oie,5.0,5.0,expset,1.0,1t4,0.15757626703299998,10,8
oie,5.0,5.0,expset,1.0,1t3,0.156119306815,10,8
oie,5.0,4.0,gausset,1.0,1t3,0.15493121334899998,10,8
oie,5.0,4.0,expset,1.0,1t3,0.154804445904,10,8
oie,5.0,4.0,expset,1.0,1t2,0.15414591995,10,8
oie,5.0,4.0,expset,1.0,1t4,0.153280703652,10,8
oie,5.0,5.0,gausset,1.0,1t3,0.152476854251,10,8
oie,5.0,4.0,gausset,1.0,1t2,0.147800290876,10,8
oie,5.0,3.0,expset,1.0,1t2,0.144679092412,10,8
oie,5.0,3.0,expset,1.0,1t4,0.14427815777699998,10,8
oie,5.0,3.0,expset,1.0,1t3,0.144129372467,10,8
oie,8.0,5.0,expset,1.0,1t3,0.141064509299,10,8
oie,8.0,5.0,expset,1.0,1t4,0.14017720017899998,10,8
oie,5.0,5.0,gausset,1.0,1t2,0.139183010008,10,8
oie,8.0,5.0,expset,1.0,1t2,0.13913442795,10,8
oie,8.0,4.0,expset,1.0,1t3,0.133992941857,10,8
oie,8.0,4.0,expset,1.0,1t2,0.133586965001,10,8
oie,8.0,4.0,expset,1.0,1t4,0.13309298182499998,10,8
oie,10.0,5.0,expset,1.0,1t4,0.132884577377,10,8
oie,10.0,5.0,expset,1.0,1t2,0.13232686776,10,8
oie,10.0,5.0,expset,1.0,1t3,0.132031849773,10,8
oie,2.0,4.0,expset,1.0,1t4,0.131379307602,10,8
oie,2.0,4.0,expset,1.0,1t3,0.131362771998,10,8
oie,10.0,4.0,expset,1.0,1t4,0.127493545612,10,8
oie,10.0,4.0,expset,1.0,1t2,0.126903673337,10,8
oie,2.0,4.0,expset,1.0,1t2,0.126443586415,10,8
