H_X,H_Y,H_YgX,H_Z,H_ZgX,H_ZgY,I_YX,I_ZX,I_ZY
7.336813414717695,7.493781667446279,7.493781667446286,7.82178944569234,7.821789445692333,7.8217894456923425,-7.105427357601002e-15,7.105427357601002e-15,-2.6645352591003757e-15
7.269795858839997,7.198059631118297,7.198059631118304,7.820738094114644,7.820738094114645,7.820738094114642,-7.105427357601002e-15,-1.7763568394002505e-15,1.7763568394002505e-15
7.139087488666631,7.137836773042274,7.137836773042266,7.8874890058221965,7.887489005822194,7.887489005822196,7.993605777301127e-15,2.6645352591003757e-15,8.881784197001252e-16
7.284842552695436,7.217593581145106,7.217593581145097,7.9402214321533675,7.940221432153365,7.9402214321533675,8.881784197001252e-15,2.6645352591003757e-15,0.0
7.326951481253462,7.209366160672805,7.209366160672801,7.867721380076263,7.8677213800762695,7.867721380076275,4.440892098500626e-15,-6.217248937900877e-15,-1.1546319456101628e-14
7.31008148122856,7.31577208335025,7.315772083350247,7.848252248277693,7.848252248277697,7.848252248277696,3.552713678800501e-15,-3.552713678800501e-15,-2.6645352591003757e-15
7.412290161018158,7.186760022014857,7.186760022014858,7.853869340445068,7.853869340445074,7.853869340445078,-8.881784197001252e-16,-6.217248937900877e-15,-9.769962616701378e-15
7.499996098354723,7.087473050248376,7.08747305024838,7.801400645438402,7.801400645438422,7.801400645438422,-3.552713678800501e-15,-1.9539925233402755e-14,-1.9539925233402755e-14
7.202832656819213,7.224617798855638,7.224617798855633,7.881277655786511,7.881277655786509,7.881277655786515,5.329070518200751e-15,1.7763568394002505e-15,-3.552713678800501e-15
7.168314410792246,7.279802646096391,7.279802646096394,7.832173277288287,7.832173277288284,7.832173277288284,-3.552713678800501e-15,2.6645352591003757e-15,2.6645352591003757e-15
7.24345739190368,7.3229182010332945,7.3229182010333105,7.850150249974716,7.850150249974739,7.850150249974728,-1.5987211554602254e-14,-2.3092638912203256e-14,-1.2434497875801753e-14
7.285882735262606,7.114896351626897,7.114896351626901,7.866140821834655,7.8661408218346525,7.866140821834653,-3.552713678800501e-15,2.6645352591003757e-15,1.7763568394002505e-15
