H_X,H_Y,H_YgX,H_Z,H_ZgX,H_ZgY,I_YX,I_ZX,I_ZY
7.322192785083645,7.231112334099291,7.231112334099283,7.842811237047065,7.842811237047066,7.842811237047064,7.993605777301127e-15,-8.881784197001252e-16,8.881784197001252e-16
7.326859905200524,7.248268813680383,7.248268813680384,7.774364097709812,7.774364097709803,7.774364097709815,-8.881784197001252e-16,8.881784197001252e-15,-2.6645352591003757e-15
7.353161235374801,7.376112623774595,7.376112623774614,7.8920264213144025,7.892026421314415,7.892026421314389,-1.9539925233402755e-14,-1.2434497875801753e-14,1.3322676295501878e-14
7.079768969159555,7.359026263078709,7.359026263078703,7.840606461987809,7.840606461987801,7.840606461987808,6.217248937900877e-15,7.993605777301127e-15,8.881784197001252e-16
7.237083428640445,7.267290131400336,7.267290131400341,7.821186787790179,7.821186787790196,7.821186787790203,-5.329070518200751e-15,-1.687538997430238e-14,-2.398081733190338e-14
7.37972134036631,7.153827253718072,7.153827253718077,7.87549413043926,7.875494130439261,7.875494130439258,-5.329070518200751e-15,-8.881784197001252e-16,1.7763568394002505e-15
7.10616226888385,7.062429605596062,7.062429605596069,7.861866639273715,7.861866639273714,7.8618666392737175,-7.105427357601002e-15,8.881784197001252e-16,-2.6645352591003757e-15
7.285288512254462,7.223189986746601,7.223189986746603,7.852671682899242,7.852671682899261,7.852671682899253,-1.7763568394002505e-15,-1.865174681370263e-14,-1.0658141036401503e-14
7.204583503642014,7.243599746839846,7.243599746839839,7.898903822498015,7.898903822498015,7.898903822498007,6.217248937900877e-15,0.0,7.993605777301127e-15
7.347132831925805,7.104032132979437,7.104032132979439,7.910572903839501,7.910572903839497,7.910572903839498,-1.7763568394002505e-15,4.440892098500626e-15,3.552713678800501e-15
7.340101704282628,7.2629779883152255,7.262977988315236,7.719255620398638,7.719255620398647,7.719255620398635,-1.0658141036401503e-14,-8.881784197001252e-15,2.6645352591003757e-15
7.3374454733345855,7.1761174256101175,7.1761174256101175,7.864984855048579,7.864984855048582,7.864984855048584,0.0,-2.6645352591003757e-15,-4.440892098500626e-15
7.361822574268026,7.256025365917682,7.256025365917672,7.807560895415966,7.80756089541596,7.807560895415956,9.769962616701378e-15,6.217248937900877e-15,9.769962616701378e-15
7.326809101631547,7.16262869354639,7.162628693546387,7.911210929509276,7.911210929509282,7.911210929509279,2.6645352591003757e-15,-5.329070518200751e-15,-2.6645352591003757e-15
7.374558633290411,7.337068793239841,7.33706879323984,7.856742560186762,7.85674256018676,7.856742560186767,8.881784197001252e-16,2.6645352591003757e-15,-4.440892098500626e-15
7.333576511486935,7.318791677634931,7.318791677634923,7.84058005215664,7.840580052156649,7.840580052156648,7.993605777301127e-15,-8.881784197001252e-15,-7.993605777301127e-15
7.101992850605139,7.244537580650878,7.244537580650878,7.777555664841129,7.777555664841124,7.7775556648411195,0.0,5.329070518200751e-15,9.769962616701378e-15
6.900628818694045,7.251782220431418,7.25178222043142,7.73758909375126,7.73758909375126,7.737589093751266,-1.7763568394002505e-15,0.0,-6.217248937900877e-15
7.19644261767707,7.071334527131679,7.071334527131681,7.783869078772701,7.783869078772697,7.783869078772696,-1.7763568394002505e-15,4.440892098500626e-15,5.329070518200751e-15
7.045559609517435,7.285330467127019,7.285330467127025,7.905632686595944,7.905632686595942,7.90563268659594,-6.217248937900877e-15,2.6645352591003757e-15,4.440892098500626e-15
7.670746430486362,7.053557819374853,7.053557819374837,7.931696529417972,7.931696529417964,7.931696529417976,1.5987211554602254e-14,7.993605777301127e-15,-3.552713678800501e-15
7.070848099177661,7.378243274902783,7.37824327490279,7.8622071198399786,7.862207119839969,7.862207119839968,-7.105427357601002e-15,9.769962616701378e-15,1.0658141036401503e-14
7.226275710948577,7.2022904465053745,7.202290446505375,7.920942090568066,7.920942090568057,7.920942090568047,-8.881784197001252e-16,8.881784197001252e-15,1.865174681370263e-14
7.365623347473641,7.2068531119997585,7.206853111999754,7.882153416400168,7.882153416400177,7.882153416400175,4.440892098500626e-15,-8.881784197001252e-15,-7.105427357601002e-15
7.201312335304293,7.190096159060447,7.190096159060447,7.842190868183628,7.842190868183619,7.842190868183626,0.0,8.881784197001252e-15,1.7763568394002505e-15
7.2690416785565075,7.320480453537445,7.320480453537443,7.860171664881538,7.860171664881546,7.860171664881541,1.7763568394002505e-15,-7.993605777301127e-15,-3.552713678800501e-15
7.22635929199311,7.234649571219975,7.234649571219982,7.810013081518758,7.810013081518765,7.810013081518767,-6.217248937900877e-15,-7.105427357601002e-15,-9.769962616701378e-15
7.1925656008965175,7.380538057004395,7.380538057004415,7.828486867844797,7.828486867844803,7.828486867844801,-2.042810365310288e-14,-6.217248937900877e-15,-4.440892098500626e-15
7.338630366888761,7.135240579264055,7.135240579264063,7.675814404704596,7.675814404704605,7.675814404704596,-7.993605777301127e-15,-8.881784197001252e-15,0.0
7.599687586881535,7.188387382121334,7.188387382121332,7.786734014423633,7.786734014423624,7.7867340144236294,1.7763568394002505e-15,8.881784197001252e-15,3.552713678800501e-15
6.969386804194705,7.33676966572793,7.33676966572793,7.810887774085879,7.810887774085887,7.810887774085888,0.0,-7.993605777301127e-15,-8.881784197001252e-15
7.386240222404017,7.178373572477676,7.178373572477675,7.874314825783182,7.874314825783176,7.874314825783178,8.881784197001252e-16,6.217248937900877e-15,4.440892098500626e-15
7.159333572317749,7.352832698878831,7.352832698878829,7.839572663579653,7.839572663579644,7.839572663579648,1.7763568394002505e-15,8.881784197001252e-15,5.329070518200751e-15
7.467394260033034,7.134815602540079,7.134815602540089,7.804106984687548,7.80410698468756,7.804106984687554,-9.769962616701378e-15,-1.1546319456101628e-14,-5.329070518200751e-15
7.351850321743563,7.272540942837805,7.272540942837803,7.676218111687839,7.676218111687833,7.676218111687833,2.6645352591003757e-15,6.217248937900877e-15,6.217248937900877e-15
7.2011825686120785,7.36035302276411,7.360353022764107,7.768723734316278,7.7687237343162865,7.768723734316278,2.6645352591003757e-15,-8.881784197001252e-15,0.0
7.622937102986341,7.157331927685931,7.1573319276859175,7.893842476215699,7.893842476215697,7.893842476215698,1.3322676295501878e-14,1.7763568394002505e-15,8.881784197001252e-16
7.427505539476357,7.157650428144327,7.157650428144338,7.765446330033994,7.765446330034002,7.765446330033996,-1.0658141036401503e-14,-7.993605777301127e-15,-2.6645352591003757e-15
7.331645130585641,7.180544021325045,7.180544021325051,7.789303759630095,7.789303759630099,7.789303759630101,-6.217248937900877e-15,-3.552713678800501e-15,-6.217248937900877e-15
7.520150564330885,6.708736438687797,6.708736438687802,7.559670363589682,7.5596703635896825,7.559670363589667,-4.440892098500626e-15,-8.881784197001252e-16,1.4210854715202004e-14
7.258696347850991,7.271588653787915,7.2715886537879015,7.828158425375198,7.828158425375194,7.828158425375208,1.3322676295501878e-14,4.440892098500626e-15,-9.769962616701378e-15
7.339327756993121,7.178411600003649,7.1784116000036455,7.903809742153523,7.9038097421535065,7.903809742153505,3.552713678800501e-15,1.687538997430238e-14,1.865174681370263e-14
7.340477415447692,7.288310370532181,7.2883103705321775,7.817390486799707,7.817390486799703,7.817390486799702,3.552713678800501e-15,3.552713678800501e-15,4.440892098500626e-15
7.482541671707538,7.10450991690294,7.10450991690294,7.900710578661577,7.900710578661579,7.900710578661581,0.0,-1.7763568394002505e-15,-3.552713678800501e-15
7.352635102549801,7.29766653061088,7.297666530610876,7.777763612689364,7.777763612689347,7.777763612689366,4.440892098500626e-15,1.7763568394002505e-14,-1.7763568394002505e-15
7.1369744803230315,7.221867269875955,7.221867269875946,7.80227244943986,7.802272449439832,7.80227244943985,8.881784197001252e-15,2.7533531010703882e-14,9.769962616701378e-15
7.16409701118864,7.1463118958623,7.146311895862306,7.828310093199592,7.828310093199599,7.828310093199601,-6.217248937900877e-15,-7.105427357601002e-15,-8.881784197001252e-15
7.398490195732185,7.247020110151157,7.247020110151157,7.780652185107802,7.780652185107789,7.780652185107784,0.0,1.2434497875801753e-14,1.7763568394002505e-14
7.215324804901826,7.304956808777746,7.304956808777753,7.855423696370619,7.855423696370615,7.85542369637063,-7.105427357601002e-15,3.552713678800501e-15,-1.0658141036401503e-14
7.120720375289169,7.368132636135025,7.368132636135032,7.840852169721673,7.840852169721677,7.840852169721678,-7.105427357601002e-15,-3.552713678800501e-15,-5.329070518200751e-15
7.193272484833244,6.885672273336376,6.885672273336379,7.695902245531913,7.695902245531916,7.695902245531913,-2.6645352591003757e-15,-2.6645352591003757e-15,0.0
7.270376675491099,7.274118317539104,7.274118317539109,7.81169320771719,7.81169320771719,7.811693207717191,-5.329070518200751e-15,0.0,-8.881784197001252e-16
7.335910729963114,7.181228481184899,7.181228481184897,7.815202698901002,7.815202698900991,7.8152026989009995,1.7763568394002505e-15,1.1546319456101628e-14,2.6645352591003757e-15
7.397311448777058,7.026425429429027,7.026425429429029,7.786723050186413,7.786723050186398,7.7867230501864055,-1.7763568394002505e-15,1.4210854715202004e-14,7.105427357601002e-15
7.164637928479704,7.275658015160134,7.275658015160146,7.801627067294857,7.801627067294852,7.801627067294851,-1.1546319456101628e-14,4.440892098500626e-15,5.329070518200751e-15
7.339577388234531,7.1856897640892194,7.185689764089226,7.863927861622896,7.863927861622896,7.863927861622893,-6.217248937900877e-15,0.0,2.6645352591003757e-15
7.327374879379621,7.352021191121984,7.35202119112199,7.880143690698092,7.880143690698115,7.880143690698104,-6.217248937900877e-15,-2.3092638912203256e-14,-1.2434497875801753e-14
7.281008413188945,7.3100854507388675,7.3100854507388675,7.848526921246421,7.848526921246424,7.848526921246415,0.0,-2.6645352591003757e-15,6.217248937900877e-15
7.098810027714767,7.255867727541185,7.255867727541188,7.784228410577127,7.784228410577132,7.784228410577117,-2.6645352591003757e-15,-5.329070518200751e-15,9.769962616701378e-15
7.44235320154645,7.147931208936218,7.147931208936196,7.732685725111715,7.73268572511171,7.732685725111726,2.220446049250313e-14,4.440892098500626e-15,-1.1546319456101628e-14
7.180367284487646,7.375498249575426,7.375498249575425,7.886260815530572,7.886260815530577,7.8862608155305844,1.7763568394002505e-15,-5.329070518200751e-15,-1.2434497875801753e-14
7.319512214188452,7.385452017645587,7.385452017645596,7.891523714059599,7.891523714059599,7.891523714059593,-8.881784197001252e-15,0.0,6.217248937900877e-15
7.179557674004496,7.194716494180557,7.194716494180562,7.867331038580692,7.867331038580701,7.867331038580696,-5.329070518200751e-15,-9.769962616701378e-15,-4.440892098500626e-15
7.304864738377506,7.245553010127506,7.245553010127501,7.847441804574003,7.847441804573994,7.847441804574002,5.329070518200751e-15,8.881784197001252e-15,8.881784197001252e-16
7.276281442851977,7.245453965731286,7.2454539657312855,7.725018816879347,7.7250188168793406,7.725018816879338,8.881784197001252e-16,6.217248937900877e-15,8.881784197001252e-15
7.435933163744047,7.151043506844023,7.15104350684402,7.836792664824549,7.8367926648245385,7.836792664824544,3.552713678800501e-15,1.0658141036401503e-14,5.329070518200751e-15
7.255679949581386,7.1756291024306345,7.17562910243064,7.812976075531606,7.812976075531595,7.812976075531598,-5.329070518200751e-15,1.0658141036401503e-14,7.993605777301127e-15
7.409093479721975,7.154550145622453,7.154550145622456,7.863542148709087,7.863542148709093,7.863542148709086,-2.6645352591003757e-15,-6.217248937900877e-15,8.881784197001252e-16
7.339928539193992,7.238655254162861,7.238655254162864,7.8090444662317955,7.809044466231801,7.8090444662317955,-2.6645352591003757e-15,-5.329070518200751e-15,0.0
7.208457763166074,7.321277475683585,7.321277475683585,7.9382143420261535,7.938214342026169,7.938214342026188,0.0,-1.509903313490213e-14,-3.4638958368304884e-14
7.378298148748268,7.267271365989204,7.267271365989211,7.88198980428549,7.881989804285497,7.881989804285494,-7.105427357601002e-15,-7.105427357601002e-15,-4.440892098500626e-15
7.225892007182414,7.2923612686960295,7.292361268696022,7.89656068279083,7.896560682790831,7.896560682790842,7.105427357601002e-15,-8.881784197001252e-16,-1.1546319456101628e-14
7.2778523874079815,7.3048937052712555,7.304893705271248,7.886234446829193,7.886234446829181,7.8862344468291905,7.105427357601002e-15,1.2434497875801753e-14,2.6645352591003757e-15
7.352507152275689,7.2750106226469695,7.275010622646985,7.864784911638178,7.864784911638174,7.864784911638162,-1.509903313490213e-14,3.552713678800501e-15,1.5987211554602254e-14
7.140110461188641,7.329440175528302,7.329440175528288,7.908071720092388,7.9080717200923845,7.908071720092395,1.4210854715202004e-14,3.552713678800501e-15,-7.105427357601002e-15
7.1906549755614835,7.2375481370461925,7.237548137046195,7.836835311506848,7.836835311506844,7.836835311506833,-2.6645352591003757e-15,3.552713678800501e-15,1.4210854715202004e-14
7.1947318708523955,7.207242062423144,7.207242062423144,7.859109596786836,7.859109596786842,7.85910959678684,0.0,-6.217248937900877e-15,-3.552713678800501e-15
5.5110217587443575,5.3193924319538155,5.319392431953814,5.915722618030804,5.915722618030802,5.915722618030804,1.7763568394002505e-15,1.7763568394002505e-15,0.0
