Sample,Measure,wsize,Agent,bias,hitmiss,bw,density,ngrams,Reward,ABpvalue,BCpvalue,CApvalue,pReward
210,HX_HY_HZ,8,oie,0.0,1.0,0.005,gausset,2t4,5.60907368209974e-10,1.3578550352194372e-41,0.24533838597594293,5.637877478988982e-12,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,2.0,gausset,2t3,1.6684293168022254e-28,0.023174707064705855,0.7406168016859433,0.4094966697126406,0.0
210,HX_HY_HZ,8,oie,2.0,1.0,5.0,gausset,1t3,0.44035712031826474,1.4295292715867945e-221,91984.15275563345,61.206745248604456,0.0
210,HX_HY_HZ,8,oie,0.0,1.0,0.0075,gausset,1t4,1.5668196479967126e-05,1.775016533479869e-75,0.24589738599950764,2.0071773965672167e-09,0.0
210,HX_HY_HZ,8,rdn,5.0,1.0,1e-06,gausset,1t4,0.0,1.8086015557845812e-09,692.0224105694581,4.65946421556486e-16,0.0
210,HX_HY_HZ,8,rdn,8.0,1.0,1.0,gausset,3t4,0.00878324532531836,3.4379290247257016e-107,9.52943236930556e+25,1.5006384721360303e+25,0.0
210,HX_HY_HZ,8,rdn,5.0,1.0,0.0075,gausset,1t2,3.859390678799154e-05,1.1919409446312278e-189,1.328468095461511,1.5095975690064556e-05,0.0
210,HX_HY_HZ,8,oie,10.0,1.0,3.0,gausset,3t4,0.07068729031025289,3.22894760430959e-39,3.218074295079887e+126,3.284975135170226e+123,0.0
210,HX_HY_HZ,8,oie,2.0,1.0,1e-06,gausset,1t2,0.0,8.45545126474492e-06,2153.239151459258,8.827136571311102e-58,0.0
210,HX_HY_HZ,8,oie,10.0,1.0,0.01,gausset,2t4,0.0004331734115527736,3.801913999908969e-91,0.41843429522560505,2.193764277583019e-07,0.0
210,HX_HY_HZ,8,rdn,2.0,1.0,1.0,expset,1t4,4.5854273699205885e-08,0.006008083975762497,2.7337496278169025e-07,0.0,0.0
210,HX_HY_HZ,8,rdn,8.0,1.0,4.0,expset,2t4,1.1909794973483178e-124,4.109710661146402e-07,7.555537056528226e-29,5.124121208703798e-49,1.4182519078372276e-18
210,HX_HY_HZ,8,rdn,2.0,1.0,4.0,gausset,3t4,0.00419575066839791,9.194711104805678e-115,251072.670111479,37176.393346204524,0.0
210,HX_HY_HZ,8,rdn,10.0,1.0,1e-06,gausset,2t3,0.0,1.1320607620987741e-09,1617.7601916572048,3.4275891832879716e-16,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,3.0,expset,2t3,2.0418856266256395e-41,0.010827398459717965,2.9170985371528766e-19,1.3806167838096582e-77,0.0
210,HX_HY_HZ,8,oie,0.0,1.0,0.005,gausset,2t3,1.276608649614515e-17,2.1947716306123693e-35,0.3112589095655408,1.4604347097409927e-13,0.0
210,HX_HY_HZ,8,rdn,8.0,1.0,0.0025,gausset,1t4,0.0019763663124195106,0.0,1.534507620036853,4.416125591355072e-05,0.0
210,HX_HY_HZ,8,rdn,10.0,1.0,3.0,gausset,1t4,1.134070848796554e-16,8.772324614233282e+125,1.4354742850108395e+128,7.336871906234496e+127,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,5.0,expset,2t4,7.330793217976601e-60,0.004812729472766519,7.685127432211514e-21,1.9488610517361202e-66,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,1.0,expset,2t4,7.929957027540461e-297,2.770509378403467e-19,1.6058387336683863e-05,7.381639529399632e-13,0.0
210,HX_HY_HZ,8,rdn,5.0,1.0,1e-06,gausset,2t4,0.0,5.570664352625881e-09,801.9208953003995,2.0108635926367882e-17,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,5.0,expset,1t2,0.41458935592846735,6.815791698950802e-293,0.029360187490278057,0.011954711002164189,0.0
210,HX_HY_HZ,8,oie,2.0,1.0,4.0,expset,2t3,5.604389927868214e-161,9.868704962240914e-17,7.939043441736316e-05,2.1087118387739017e-13,0.0
210,HX_HY_HZ,8,oie,8.0,1.0,0.005,gausset,3t4,4.9263190181297656e-12,1.357839854918906e-37,0.3401329162465768,7.621641436294229e-12,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,0.0025,gausset,1t4,6.094234282889994e-09,6.1499247786741426e-55,0.46262104744471444,6.491704695976675e-11,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,1e-06,gausset,2t4,0.0,0.00132488790476436,485.6864896813138,6.398231601327482e-85,0.0
210,HX_HY_HZ,8,rdn,10.0,1.0,0.0075,gausset,1t4,2.982116225449702e-07,1.1084725034171943e-18,5.3927151115292284,0.04130727022342891,0.0
210,HX_HY_HZ,8,rdn,10.0,1.0,1.0,gausset,1t2,6.353241896993859e-17,6.396854914983733e+39,1.0038146141090669e+42,5.135437885429419e+41,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,4.0,expset,2t3,3.648619245328819e-194,1.6056039405178735e-18,2.1668409473092942e-06,1.1023553844727666e-14,7.85766197472347e-95
210,HX_HY_HZ,8,rdn,8.0,1.0,2.0,expset,1t4,3.1314148848169286e-17,1.5512561254149109e-06,7.447517474823448e-14,0.0,4.2638554325561965e-68
210,HX_HY_HZ,8,oie,10.0,1.0,0.0075,gausset,2t3,1.0001291250345806e-05,1.6995882145480845e-69,0.3740421115720814,3.513825201094568e-09,0.0
210,HX_HY_HZ,8,rdn,5.0,1.0,5.0,expset,1t2,1.5945171339717012e-12,1.9101861309435238e-05,8.233443820696066e-11,0.0,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,0.01,gausset,1t2,0.00012563195602254289,4.678795222399193e-245,0.7197172510488082,3.074117208176424e-06,0.0
210,HX_HY_HZ,8,rdn,5.0,1.0,5.0,gausset,2t3,7.490579139682853e-17,1.6512031973301291e+50,2.622648597295762e+52,1.341889348879713e+52,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,1.0,expset,1t4,1.3849114870729006e-48,2.915444989024417e-07,2.4322581558274703e-09,2.48291980760817e-22,2.1796325742599567e-13
210,HX_HY_HZ,8,oie,8.0,1.0,3.0,gausset,2t3,0.5035407549587825,5.448969088411604e-161,9.164018040385733e+78,7.8497126231212e+75,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,4.0,gausset,3t4,8.761557547481589e-08,1.1240096782373958e-60,0.24112653080008864,0.015734526480951493,0.0
210,HX_HY_HZ,8,oie,10.0,1.0,3.0,gausset,2t4,0.5109306833423082,7.798758459658433e-115,4.702546291819132e+125,4.1390950567979635e+122,0.0
210,HX_HY_HZ,8,oie,0.0,1.0,2.0,expset,2t4,3.992367603547872e-45,1.7755423154277434e-14,0.004660473924379509,1.3004157759812882e-12,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,0.0075,gausset,3t4,1.67267184339755e-10,3.234821933124972e-39,0.24724745867910913,1.0300896877307499e-11,0.0
210,HX_HY_HZ,8,oie,0.0,1.0,0.0025,gausset,1t3,1.0621800757753735e-18,3.735540024408489e-39,0.4624503168946398,3.0364712288678177e-13,0.0
210,HX_HY_HZ,8,oie,10.0,1.0,1e-06,gausset,1t4,0.0,0.00018623664349124688,365.82001690214065,7.145406112197026e-74,0.0
210,HX_HY_HZ,8,rdn,2.0,1.0,0.005,gausset,2t4,0.009839130720795144,0.0,0.6858806411761144,1.3997743753913348e-06,0.0
210,HX_HY_HZ,8,rdn,10.0,1.0,3.0,expset,2t4,1.2350950277718827e-131,6.362532401445635e-08,6.027612779840667e-30,2.06700385818151e-48,0.0017249928016817532
210,HX_HY_HZ,8,oie,8.0,1.0,0.01,gausset,2t4,0.00024144876920409951,6.728296331316726e-82,0.2692898362714703,5.7917694627673514e-08,0.0
210,HX_HY_HZ,8,oie,0.0,1.0,1e-06,gausset,1t2,0.0,1.8507087670322148e-05,2256.1550793117303,9.450705771766557e-60,0.0
210,HX_HY_HZ,8,oie,8.0,1.0,4.0,gausset,1t3,0.6163076762704577,6.023982624852858e-131,2.482593068926333e+106,3.1827921033263963e+103,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,0.0075,gausset,2t3,5.6202020965290277e-08,8.660280384502405e-54,0.24787581704063066,6.666355345436786e-11,0.0
210,HX_HY_HZ,8,oie,2.0,1.0,0.0025,gausset,1t3,1.705025484540814e-16,1.9417859683013276e-42,0.48844921967803107,8.260909225802256e-13,0.0
210,HX_HY_HZ,8,oie,10.0,1.0,1.0,gausset,1t2,0.589463229967807,1.9823397640318278e-196,2.2466280402060605e+39,2.6349801689790972e+36,0.0
210,HX_HY_HZ,8,oie,8.0,1.0,0.0025,gausset,1t2,1.2780274155256069e-23,8.069500416220383e-36,0.5374087876572007,4.12991425814047e-19,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,4.0,gausset,2t4,7.570518139964883e-30,0.021753260514381863,0.5770040333637968,0.32390814016376,0.0
210,HX_HY_HZ,8,rdn,8.0,1.0,1.0,gausset,1t4,3.9533168574897655e-17,2.3467988746648843e+24,3.561222756550889e+26,1.825124871651275e+26,0.0
210,HX_HY_HZ,8,rdn,10.0,1.0,0.005,gausset,3t4,0.00670802241371131,0.0,0.8910993154765601,2.1941396519028713e-07,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,1e-06,gausset,2t4,0.0,1.404021007417655e-08,858.8404945205999,1.470137066382678e-17,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,5.0,gausset,3t4,2.9340078389767493e-08,2.879516788895111e-55,0.23019087484818243,0.01529844919823095,0.0
210,HX_HY_HZ,8,rdn,8.0,1.0,5.0,gausset,2t4,1.1552384685796428e-16,3.091185505919813e+134,5.065056528950099e+136,2.588685756628622e+136,0.0
210,HX_HY_HZ,8,oie,8.0,1.0,5.0,gausset,1t2,0.6198820892757895,1.6731130031466927e-103,1.1078910811941053e+134,1.436954975337654e+131,0.0
210,HX_HY_HZ,8,oie,10.0,1.0,0.0025,gausset,2t3,6.718605071686023e-18,1.9505387245094982e-37,0.5421129219778814,6.434377320347816e-13,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,3.0,expset,1t2,4.4322631792935774e-39,4.472401042123587e-247,0.17861514254519456,1.5986611489372178e-88,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,4.0,expset,2t4,1.6355541363642943e-52,0.006785332411249741,3.4287510949718e-20,1.4278397199519935e-70,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,5.0,gausset,2t3,0.4927039575242074,3.414770933255603e-189,8.715881220552996e+49,7.169718537319127e+46,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,1.0,gausset,2t4,0.38917096431213466,2.2834781592276128e-223,35019705.672593966,18723.416009116012,0.0
210,HX_HY_HZ,8,rdn,8.0,1.0,1.0,gausset,2t3,3.9533168574898216e-17,2.3467988746648843e+24,3.5612227565508884e+26,1.8251248716512754e+26,0.0
210,HX_HY_HZ,8,oie,0.0,1.0,4.0,expset,2t3,5.306563420641547e-93,5.0488581026862995e-15,0.0012973073322435408,6.645506724144071e-13,0.0
210,HX_HY_HZ,8,rdn,10.0,1.0,2.0,expset,1t2,6.3353627743858895e-18,1.669116217020528e-07,4.215271904053701e-15,0.0,5.637939003118973e-08
210,HX_HY_HZ,8,oie,2.0,1.0,5.0,expset,1t2,4.188168430021556e-20,8.22286117675332e-06,3.5491237211855735e-06,6.53352226426622e-19,0.0
210,HX_HY_HZ,8,oie,8.0,1.0,2.0,gausset,2t4,0.4935287543222253,9.137083684906557e-188,2.6935198020774222e+51,2.222594243017488e+48,0.0
210,HX_HY_HZ,8,rdn,2.0,1.0,4.0,expset,2t4,8.180718919663925e-96,0.0004302436639382136,3.243002421236401e-24,1.4299790522646143e-52,0.0
210,HX_HY_HZ,8,rdn,5.0,1.0,1.0,gausset,1t4,6.201081475326438e-18,72372012.938813,9640731097.700405,4965050688.339571,0.0
210,HX_HY_HZ,8,rdn,8.0,1.0,1.0,expset,2t4,9.51047163348219e-188,2.1763393978580786e-06,1.475701668052469e-29,1.0411099479158652e-38,3.039351130211941e-95
210,HX_HY_HZ,8,rdn,5.0,1.0,2.0,expset,3t4,0.0,5.7244015618043584e-05,6.412894333371119e-26,1.014501486243032e-15,0.0
210,HX_HY_HZ,8,oie,10.0,1.0,2.0,gausset,3t4,0.0691339548376304,3.4267846884180283e-82,2.205307229183102e+83,2.2097040819866798e+80,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,1.0,expset,1t3,1.3841429364765405e-48,2.915563494047665e-07,2.4320193742003482e-09,2.4829028565208866e-22,2.177051130043748e-13
210,HX_HY_HZ,8,rdn,2.0,1.0,3.0,gausset,1t4,3.43810024251707e-19,215.85408991131672,23598.017279055453,12249.564892102213,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,1.0,gausset,1t4,0.4774337449558649,1.4311879797200592e-221,23627043.543725573,18349.821523357452,0.0
210,HX_HY_HZ,8,rdn,10.0,1.0,4.0,expset,1t4,1.9735107550356523e-14,8.546896995230496e-08,5.2734357686009187e-14,0.0,0.00019414660367757401
210,HX_HY_HZ,8,rdn,0.0,1.0,0.0075,gausset,3t4,0.0009413535309927823,0.0,0.40722301623310353,2.37053243416576e-08,0.0
210,HX_HY_HZ,8,oie,0.0,1.0,3.0,gausset,3t4,1.3942927929579255e-06,3.132901813613358e-106,0.09887985368163743,1.6963686809741793e-12,0.0
210,HX_HY_HZ,8,rdn,2.0,1.0,0.0025,gausset,2t3,2.737987581153638e-06,3.1162097341056e-206,0.5684604369742783,2.457663289599021e-10,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,2.0,gausset,2t3,0.44968783454261924,7.525770032706546e-218,9.13538419692046e+17,634952708398185.8,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,1e-06,gausset,1t4,0.0,4.079041795054378e-09,735.4756826154982,3.652865289694847e-16,0.0
210,HX_HY_HZ,8,rdn,10.0,1.0,0.0075,gausset,2t4,0.0017910466231279023,2.4663820103986467e-138,2.414373939511987,0.0026656404441407046,0.0
210,HX_HY_HZ,8,oie,2.0,1.0,2.0,gausset,2t3,0.21894571711376914,3.6077974674070445e-214,3.082686214967656,0.000604713894896168,0.0
210,HX_HY_HZ,8,oie,10.0,1.0,2.0,expset,1t2,1.0856997024865048e-34,1.1424562146425804e-09,6.816407760660945e-11,2.4426615553630473e-22,0.8920388250895034
210,HX_HY_HZ,8,oie,10.0,1.0,1.0,gausset,1t3,0.5894632299643955,1.9823397700906252e-196,2.2466280402865665e+39,2.6349801691826492e+36,0.0
210,HX_HY_HZ,8,oie,8.0,1.0,0.01,gausset,2t3,3.336937871521732e-05,7.693483162722685e-75,0.30273870039306766,7.149554932765374e-09,0.0
210,HX_HY_HZ,8,rdn,5.0,1.0,0.0025,gausset,2t3,1.4181294958688483e-05,2.1945955335118358e-265,0.6720879647174517,1.5477713701056e-09,0.0
210,HX_HY_HZ,8,rdn,8.0,1.0,5.0,gausset,1t4,1.1552384685796428e-16,3.091185505919813e+134,5.065056528950099e+136,2.588685756628622e+136,0.0
210,HX_HY_HZ,8,rdn,2.0,1.0,0.01,gausset,1t3,0.00021834767298628113,6.997469003034495e-94,1.4358564776298595,0.0012589465000197077,0.0
210,HX_HY_HZ,8,oie,2.0,1.0,4.0,gausset,2t4,0.3270062403064895,6.058667734817555e-222,3447.648954529901,1.3527842541573516,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,1.0,expset,1t3,7.301540307448659e-25,1.8332719043542827e-98,0.09347478100887953,3.5914934058224104e-48,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,0.0025,gausset,3t4,9.346371661819974e-30,8.15289911459423e-27,0.4358209794044645,3.538555654796245e-14,0.0
210,HX_HY_HZ,8,rdn,5.0,1.0,5.0,expset,2t4,8.552781401877766e-116,9.203714288812524e-06,4.88410990433514e-27,1.683839242312729e-49,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,1.0,expset,2t3,5.513370244795741e-297,2.7942541614227136e-19,1.6028053083314474e-05,7.376032177828461e-13,0.0
210,HX_HY_HZ,8,oie,0.0,1.0,3.0,gausset,1t2,0.0008351107620956832,6.769941983900324e-153,0.007045152826830974,1.5483274931582906e-10,0.0
210,HX_HY_HZ,8,oie,2.0,1.0,2.0,gausset,2t4,0.21894571711485103,3.607797466261389e-214,3.0826862149604928,0.0006047138949015626,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,3.0,gausset,1t2,0.5749911320485995,1.5160543257953018e-206,2.414678357092018e+28,2.6956536372407036e+25,0.0
210,HX_HY_HZ,8,rdn,8.0,1.0,2.0,expset,3t4,0.0,1.9510452086712183e-06,1.8335820848385138e-27,4.629696891510172e-17,1.8500488374659673e-85
210,HX_HY_HZ,8,oie,5.0,1.0,0.01,gausset,3t4,2.5025563784126647e-08,2.3027288711998176e-43,0.2028650974704561,5.041637672057197e-11,0.0
210,HX_HY_HZ,8,rdn,8.0,1.0,5.0,expset,1t3,1.010173135468682e-13,6.161091744074197e-07,7.710242963952554e-13,0.0,1.748712967287735e-27
210,HX_HY_HZ,8,oie,5.0,1.0,2.0,gausset,2t4,0.44968783454261924,7.525770032706546e-218,9.13538419692046e+17,634952708398185.8,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,2.0,gausset,1t2,1.394485744192924e-28,0.023029654936677683,0.7416432338409457,0.40932713235825535,0.0
210,HX_HY_HZ,8,rdn,8.0,1.0,3.0,expset,1t2,9.72400596785008e-15,1.054926253440667e-06,5.033564938103679e-13,0.0,1.5315632313789504e-46
210,HX_HY_HZ,8,oie,0.0,1.0,1.0,gausset,2t3,0.0005012459458109432,9.549376757376735e-207,0.11419408857639098,1.92008678078341e-09,0.0
210,HX_HY_HZ,8,oie,2.0,1.0,0.01,gausset,3t4,5.734090635994158e-11,1.2653479784215386e-37,0.20225067140457667,3.820593409114699e-12,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,5.0,expset,2t3,7.330797832365814e-60,0.004812729471186595,7.685128855273552e-21,1.948860736688916e-66,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,1e-06,gausset,2t3,0.0,1.4943594265474023e-08,1959.3300512628591,1.5974289005490534e-16,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,4.0,gausset,2t4,0.48515815569627424,2.483593357876627e-199,1.689518564239613e+39,1.3505815670752326e+36,0.0
210,HX_HY_HZ,8,rdn,10.0,1.0,0.0025,gausset,1t4,0.0017567881427743323,0.0,1.8215236400631243,8.816619305694507e-05,0.0
210,HX_HY_HZ,8,rdn,5.0,1.0,3.0,gausset,1t2,4.7548510372115895e-17,6.941533927800424e+28,1.0669791736355037e+31,5.462678271894114e+30,0.0
210,HX_HY_HZ,8,oie,2.0,1.0,1.0,expset,1t2,1.1251116584307537e-26,1.6765199214478e-05,1.2890779592773597e-06,1.2959250173894384e-24,0.0
210,HX_HY_HZ,8,oie,0.0,1.0,3.0,expset,2t3,2.2208317822752628e-76,9.098857059397777e-15,0.002113648421808546,8.153872159364262e-13,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,1e-06,gausset,3t4,0.0,0.009687013428089263,1033.055545983949,1.771025292966761e-89,0.0
210,HX_HY_HZ,8,oie,0.0,1.0,1e-06,gausset,2t4,0.0,0.0027316157480145767,509.65879459359303,3.8837950925547915e-90,0.0
210,HX_HY_HZ,8,oie,8.0,1.0,0.0025,gausset,2t3,3.241601500357586e-20,2.3449695174168118e-35,0.5100993782293111,2.4302921838783815e-13,0.0
210,HX_HY_HZ,8,rdn,5.0,1.0,1.0,expset,3t4,0.0,0.00015174437117110925,7.440578813952506e-26,2.282531829599907e-14,0.0
210,HX_HY_HZ,8,oie,0.0,1.0,2.0,gausset,1t3,0.001977800099376515,3.1446387517375385e-158,0.007105346133141038,6.101675178818421e-10,0.0
210,HX_HY_HZ,8,rdn,2.0,1.0,4.0,expset,1t3,1.5422698555841593e-08,0.0011360329762343472,2.940607529580561e-07,0.0,0.0
210,HX_HY_HZ,8,rdn,2.0,1.0,1.0,gausset,3t4,0.0006548595618856152,2.3176598328319837e-99,8.195801132621922,1.020275841486589,0.0
210,HX_HY_HZ,8,rdn,8.0,1.0,3.0,expset,3t4,0.0,1.1853824708614036e-06,1.5880440682833049e-27,1.4112904003913782e-17,3.3074508262516596e-52
210,HX_HY_HZ,8,rdn,10.0,1.0,1e-06,gausset,3t4,0.0,1.0177458373725507e-08,1487.8585981519,8.606990599470906e-18,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,4.0,gausset,1t2,7.378371387314465e-30,0.02163463090383095,0.5770816804729665,0.3235427524939416,0.0
210,HX_HY_HZ,8,rdn,2.0,1.0,0.0075,gausset,1t3,0.0007619930278875792,1.8662380581295783e-189,1.2346910096050332,0.00028412904404155533,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,0.0025,gausset,1t2,1.9552183034183173e-29,2.5636732202965314e-31,0.4563882873739633,1.0542496477746431e-20,0.0
210,HX_HY_HZ,8,oie,10.0,1.0,3.0,gausset,2t3,0.5109306833423082,7.798758459658433e-115,4.702546291819132e+125,4.1390950567979635e+122,0.0
210,HX_HY_HZ,8,oie,10.0,1.0,2.0,expset,1t4,1.0870424069121265e-34,1.142315938306449e-09,6.818010885336569e-11,2.442803230106066e-22,0.8920513383710761
210,HX_HY_HZ,8,oie,2.0,1.0,0.01,gausset,1t4,6.41892674490292e-05,2.711980610129893e-105,0.3469780128727924,3.372113566693176e-08,0.0
210,HX_HY_HZ,8,rdn,2.0,1.0,2.0,gausset,2t4,4.393995326674382e-20,7.352290300846056,701.368596038236,366.1989156411117,0.0
210,HX_HY_HZ,8,oie,2.0,1.0,3.0,gausset,1t3,0.3525955081648245,1.3194706342454554e-218,65.15688860356256,0.028581274686594504,0.0
210,HX_HY_HZ,8,rdn,5.0,1.0,3.0,expset,1t4,3.2643952623001515e-13,3.374504408986157e-05,7.321635584162338e-11,0.0,0.0
210,HX_HY_HZ,8,oie,2.0,1.0,0.01,gausset,2t3,4.9776959007772487e-08,1.529411820633249e-51,0.18608697584983122,2.8588363882766358e-11,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,4.0,expset,2t3,1.6355608724027365e-52,0.006785332394968061,3.428755735213639e-20,1.4278378680026358e-70,0.0
210,HX_HY_HZ,8,oie,2.0,1.0,0.0075,gausset,2t4,1.313536003907854e-06,4.024932398020452e-52,0.16749354212419715,1.4695849816658195e-10,0.0
210,HX_HY_HZ,8,oie,0.0,1.0,5.0,expset,1t3,1.0081896038997762e-06,0.00019753573730729596,0.0005566973388550024,8.37340962152609e-27,0.0
210,HX_HY_HZ,8,oie,10.0,1.0,4.0,expset,1t4,2.352124484013096e-27,8.86160016895173e-10,1.5834030651284156e-10,5.9629087289802336e-21,0.9151969401868324
210,HX_HY_HZ,8,oie,5.0,1.0,2.0,gausset,3t4,0.056710497995711026,4.463000975228384e-145,6.515274845204372e+18,5541214993658621.0,0.0
210,HX_HY_HZ,8,rdn,5.0,1.0,0.0025,gausset,1t3,0.00022912883382215373,0.0,1.0375485000682676,5.504241939893932e-07,0.0
210,HX_HY_HZ,8,oie,8.0,1.0,1.0,gausset,3t4,0.06012561888326001,1.952780896900554e-139,8.539110253430564e+24,7.620146351297716e+21,0.0
210,HX_HY_HZ,8,oie,0.0,1.0,0.0025,gausset,1t4,2.9103910704067325e-11,2.4684062698610493e-45,0.41069710266115966,6.808397786471918e-12,0.0
210,HX_HY_HZ,8,oie,8.0,1.0,1.0,gausset,2t4,0.4651527783849431,6.165312879914055e-213,1.210233326839679e+24,8.95060146284248e+20,0.0
210,HX_HY_HZ,8,oie,10.0,1.0,4.0,expset,1t2,2.35212429434249e-27,8.861600042515167e-10,1.583403114240947e-10,5.962905813078334e-21,0.9151969413439759
210,HX_HY_HZ,8,rdn,5.0,1.0,4.0,expset,1t4,1.1823589317508023e-12,2.462712606288138e-05,9.305020434510327e-11,0.0,0.0
210,HX_HY_HZ,8,rdn,8.0,1.0,5.0,gausset,1t3,1.1552384685796428e-16,3.091185505919813e+134,5.065056528950099e+136,2.588685756628622e+136,0.0
210,HX_HY_HZ,8,rdn,2.0,1.0,2.0,gausset,3t4,0.0018821765331994047,1.0134625066852088e-106,206.72933857653962,28.73202493657785,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,5.0,expset,1t2,1.4075783209744262e-24,2.002984329075266e-07,5.066311332285764e-08,4.997463664327394e-19,2.0005508071008066e-09
210,HX_HY_HZ,8,oie,0.0,1.0,0.0075,gausset,1t2,5.483849694182538e-13,7.666033429821401e-51,0.3224349120269864,8.595082038892905e-16,0.0
210,HX_HY_HZ,8,oie,5.0,1.0,1.0,gausset,1t3,0.47743374495625085,1.4311879794433643e-221,23627043.54367473,18349.82152326639,0.0
210,HX_HY_HZ,8,oie,10.0,1.0,1.0,gausset,2t3,0.4854166193924516,4.713985343701969e-199,3.3558207773333446e+39,2.685252720496026e+36,0.0
210,HX_HY_HZ,8,rdn,10.0,1.0,1e-06,gausset,2t4,0.0,2.3728630346097296e-09,751.9964792786626,2.6628754400306473e-17,0.0
210,HX_HY_HZ,8,oie,2.0,1.0,0.0075,gausset,2t3,3.233935773352222e-10,1.0221630351667542e-45,0.23488081948848757,5.289040753770353e-12,0.0
210,HX_HY_HZ,8,oie,8.0,1.0,5.0,expset,2t4,8.11060960100236e-206,3.6977054702362e-20,5.787040437819026e-08,3.546364814000547e-16,0.003067045870490084
210,HX_HY_HZ,8,oie,10.0,1.0,5.0,expset,3t4,0.0,1.1910465444069632e-29,2.988655631802409e-09,9.035156460779308e-14,0.7416591090251752
210,HX_HY_HZ,8,rdn,0.0,1.0,4.0,expset,1t2,0.020131437597239957,0.0,0.05794261171137446,5.021493970683342e-08,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,4.0,expset,3t4,0.0,0.01177154402689963,7.093786821031896e-23,8.36577862702987e-15,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,2.0,expset,3t4,3.625634504581754e-279,0.036600808578054825,2.602759099313178e-22,2.0117941213674988e-14,0.0
210,HX_HY_HZ,8,oie,0.0,1.0,4.0,expset,3t4,0.0,7.189371479929681e-24,0.000550945235247041,5.9430142762368516e-09,0.0
210,HX_HY_HZ,8,oie,10.0,1.0,5.0,expset,1t3,9.399938756152041e-27,7.288661522413112e-10,1.4349005141429576e-10,7.318796221201678e-21,0.9297062385833026
210,HX_HY_HZ,8,oie,5.0,1.0,4.0,gausset,1t4,0.5891641531357503,1.0391615139362276e-196,1.1311082857615245e+39,1.3252922358010197e+36,0.0
210,HX_HY_HZ,8,oie,2.0,1.0,5.0,expset,2t3,1.0526920669815476e-162,7.535973089968484e-17,5.963278201340218e-05,1.5765443692662692e-13,0.0
210,HX_HY_HZ,8,rdn,10.0,1.0,5.0,gausset,1t2,,,,,
210,HX_HY_HZ,8,oie,8.0,1.0,5.0,expset,1t2,3.6453730185879826e-26,6.599912032012005e-09,1.3897422554663303e-09,4.616490643313468e-20,0.516855881148896
210,HX_HY_HZ,8,rdn,5.0,1.0,0.005,gausset,2t4,0.008913136633106835,0.0,0.903504592640516,9.330530028243611e-06,0.0
210,HX_HY_HZ,8,oie,10.0,1.0,2.0,expset,1t3,1.0870420574976152e-34,1.1423158359502767e-09,6.818010873793698e-11,2.442802127337816e-22,0.8920513475017722
210,HX_HY_HZ,8,oie,2.0,1.0,1e-06,gausset,1t4,0.0,0.0005271668726997916,392.43532976288793,3.13230972254441e-79,0.0
210,HX_HY_HZ,8,rdn,2.0,1.0,5.0,gausset,3t4,0.005046612782838777,3.998521792312846e-116,10088116.040951403,1516405.1521860308,0.0
210,HX_HY_HZ,8,rdn,0.0,1.0,0.005,gausset,2t3,0.00035634730020213027,0.0,0.5173793173721178,2.3655198020535e-08,0.0
210,HX_HY_HZ,8,rdn,5.0,1.0,1.0,expset,1t4,1.3909761538502012e-23,9.36592418775307e-05,1.608735348310321e-14,0.0,0.0
