H_X,H_XgY,H_XgZ,H_Y,H_YgX,H_YgZ,H_Z,H_ZgX,H_ZgY,I_XY,I_XZ,I_YX,I_YZ,I_ZX,I_ZY
7.19644261767707,7.196442617677058,7.196442617677064,7.071334527131679,7.071334527131681,7.071334527131685,7.783869078772701,7.783869078772697,7.783869078772696,1.1546319456101628e-14,5.329070518200751e-15,-1.7763568394002505e-15,-6.217248937900877e-15,4.440892098500626e-15,5.329070518200751e-15
7.045559609517435,7.045559609517432,7.045559609517446,7.285330467127019,7.285330467127025,7.2853304671270305,7.905632686595944,7.905632686595942,7.90563268659594,2.6645352591003757e-15,-1.1546319456101628e-14,-6.217248937900877e-15,-1.1546319456101628e-14,2.6645352591003757e-15,4.440892098500626e-15
7.670746430486362,7.670746430486365,7.670746430486369,7.053557819374853,7.053557819374837,7.053557819374847,7.931696529417972,7.931696529417964,7.931696529417976,-2.6645352591003757e-15,-6.217248937900877e-15,1.5987211554602254e-14,6.217248937900877e-15,7.993605777301127e-15,-3.552713678800501e-15
7.070848099177661,7.070848099177663,7.070848099177654,7.378243274902783,7.37824327490279,7.378243274902787,7.8622071198399786,7.862207119839969,7.862207119839968,-1.7763568394002505e-15,7.105427357601002e-15,-7.105427357601002e-15,-4.440892098500626e-15,9.769962616701378e-15,1.0658141036401503e-14
7.226275710948577,7.226275710948581,7.226275710948582,7.2022904465053745,7.202290446505375,7.202290446505374,7.920942090568066,7.920942090568057,7.920942090568047,-4.440892098500626e-15,-5.329070518200751e-15,-8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-15,1.865174681370263e-14
7.365623347473641,7.365623347473654,7.365623347473653,7.2068531119997585,7.206853111999754,7.206853111999766,7.882153416400168,7.882153416400177,7.882153416400175,-1.2434497875801753e-14,-1.1546319456101628e-14,4.440892098500626e-15,-7.105427357601002e-15,-8.881784197001252e-15,-7.105427357601002e-15
7.201312335304293,7.201312335304297,7.201312335304299,7.190096159060447,7.190096159060447,7.190096159060459,7.842190868183628,7.842190868183619,7.842190868183626,-3.552713678800501e-15,-5.329070518200751e-15,0.0,-1.1546319456101628e-14,8.881784197001252e-15,1.7763568394002505e-15
7.2690416785565075,7.269041678556501,7.2690416785564995,7.320480453537445,7.320480453537443,7.3204804535374315,7.860171664881538,7.860171664881546,7.860171664881541,6.217248937900877e-15,7.993605777301127e-15,1.7763568394002505e-15,1.3322676295501878e-14,-7.993605777301127e-15,-3.552713678800501e-15
7.22635929199311,7.226359291993108,7.2263592919930995,7.234649571219975,7.234649571219982,7.234649571219971,7.810013081518758,7.810013081518765,7.810013081518767,1.7763568394002505e-15,1.0658141036401503e-14,-6.217248937900877e-15,4.440892098500626e-15,-7.105427357601002e-15,-9.769962616701378e-15
7.1925656008965175,7.192565600896516,7.192565600896518,7.380538057004395,7.380538057004415,7.3805380570044,7.828486867844797,7.828486867844803,7.828486867844801,1.7763568394002505e-15,-8.881784197001252e-16,-2.042810365310288e-14,-5.329070518200751e-15,-6.217248937900877e-15,-4.440892098500626e-15
7.338630366888761,7.338630366888769,7.33863036688877,7.135240579264055,7.135240579264063,7.13524057926406,7.675814404704596,7.675814404704605,7.675814404704596,-7.993605777301127e-15,-8.881784197001252e-15,-7.993605777301127e-15,-5.329070518200751e-15,-8.881784197001252e-15,0.0
7.599687586881535,7.599687586881536,7.599687586881531,7.188387382121334,7.188387382121332,7.188387382121334,7.786734014423633,7.786734014423624,7.7867340144236294,-8.881784197001252e-16,3.552713678800501e-15,1.7763568394002505e-15,0.0,8.881784197001252e-15,3.552713678800501e-15
6.969386804194705,6.969386804194697,6.969386804194689,7.33676966572793,7.33676966572793,7.336769665727925,7.810887774085879,7.810887774085887,7.810887774085888,7.993605777301127e-15,1.5987211554602254e-14,0.0,5.329070518200751e-15,-7.993605777301127e-15,-8.881784197001252e-15
7.386240222404017,7.3862402224040125,7.386240222404016,7.178373572477676,7.178373572477675,7.178373572477673,7.874314825783182,7.874314825783176,7.874314825783178,4.440892098500626e-15,8.881784197001252e-16,8.881784197001252e-16,2.6645352591003757e-15,6.217248937900877e-15,4.440892098500626e-15
7.159333572317749,7.15933357231775,7.159333572317751,7.352832698878831,7.352832698878829,7.35283269887884,7.839572663579653,7.839572663579644,7.839572663579648,-8.881784197001252e-16,-1.7763568394002505e-15,1.7763568394002505e-15,-9.769962616701378e-15,8.881784197001252e-15,5.329070518200751e-15
7.467394260033034,7.467394260033033,7.467394260033029,7.134815602540079,7.134815602540089,7.134815602540079,7.804106984687548,7.80410698468756,7.804106984687554,8.881784197001252e-16,4.440892098500626e-15,-9.769962616701378e-15,0.0,-1.1546319456101628e-14,-5.329070518200751e-15
7.351850321743563,7.351850321743564,7.3518503217435685,7.272540942837805,7.272540942837803,7.272540942837803,7.676218111687839,7.676218111687833,7.676218111687833,-8.881784197001252e-16,-5.329070518200751e-15,2.6645352591003757e-15,2.6645352591003757e-15,6.217248937900877e-15,6.217248937900877e-15
7.2011825686120785,7.201182568612089,7.201182568612093,7.36035302276411,7.360353022764107,7.360353022764092,7.768723734316278,7.7687237343162865,7.768723734316278,-1.0658141036401503e-14,-1.4210854715202004e-14,2.6645352591003757e-15,1.7763568394002505e-14,-8.881784197001252e-15,0.0
7.622937102986341,7.6229371029863415,7.622937102986343,7.157331927685931,7.1573319276859175,7.157331927685924,7.893842476215699,7.893842476215697,7.893842476215698,-8.881784197001252e-16,-2.6645352591003757e-15,1.3322676295501878e-14,7.105427357601002e-15,1.7763568394002505e-15,8.881784197001252e-16
7.427505539476357,7.427505539476363,7.427505539476366,7.157650428144327,7.157650428144338,7.157650428144334,7.765446330033994,7.765446330034002,7.765446330033996,-6.217248937900877e-15,-8.881784197001252e-15,-1.0658141036401503e-14,-6.217248937900877e-15,-7.993605777301127e-15,-2.6645352591003757e-15
7.331645130585641,7.3316451305856445,7.331645130585655,7.180544021325045,7.180544021325051,7.180544021325051,7.789303759630095,7.789303759630099,7.789303759630101,-3.552713678800501e-15,-1.4210854715202004e-14,-6.217248937900877e-15,-6.217248937900877e-15,-3.552713678800501e-15,-6.217248937900877e-15
7.520150564330885,7.520150564330885,7.520150564330894,6.708736438687797,6.708736438687802,6.708736438687811,7.559670363589682,7.5596703635896825,7.559670363589667,0.0,-8.881784197001252e-15,-4.440892098500626e-15,-1.4210854715202004e-14,-8.881784197001252e-16,1.4210854715202004e-14
7.258696347850991,7.258696347850999,7.258696347851001,7.271588653787915,7.2715886537879015,7.271588653787924,7.828158425375198,7.828158425375194,7.828158425375208,-7.993605777301127e-15,-9.769962616701378e-15,1.3322676295501878e-14,-8.881784197001252e-15,4.440892098500626e-15,-9.769962616701378e-15
7.339327756993121,7.339327756993122,7.33932775699313,7.178411600003649,7.1784116000036455,7.178411600003658,7.903809742153523,7.9038097421535065,7.903809742153505,-1.7763568394002505e-15,-9.769962616701378e-15,3.552713678800501e-15,-8.881784197001252e-15,1.687538997430238e-14,1.865174681370263e-14
7.340477415447692,7.340477415447684,7.340477415447689,7.288310370532181,7.2883103705321775,7.288310370532176,7.817390486799707,7.817390486799703,7.817390486799702,7.993605777301127e-15,3.552713678800501e-15,3.552713678800501e-15,5.329070518200751e-15,3.552713678800501e-15,4.440892098500626e-15
7.482541671707538,7.4825416717075335,7.482541671707533,7.10450991690294,7.10450991690294,7.104509916902945,7.900710578661577,7.900710578661579,7.900710578661581,4.440892098500626e-15,5.329070518200751e-15,0.0,-4.440892098500626e-15,-1.7763568394002505e-15,-3.552713678800501e-15
7.352635102549801,7.3526351025498125,7.352635102549813,7.29766653061088,7.297666530610876,7.297666530610882,7.777763612689364,7.777763612689347,7.777763612689366,-1.1546319456101628e-14,-1.2434497875801753e-14,4.440892098500626e-15,-1.7763568394002505e-15,1.7763568394002505e-14,-1.7763568394002505e-15
7.1369744803230315,7.136974480323026,7.136974480323023,7.221867269875955,7.221867269875946,7.22186726987596,7.80227244943986,7.802272449439832,7.80227244943985,5.329070518200751e-15,8.881784197001252e-15,8.881784197001252e-15,-5.329070518200751e-15,2.7533531010703882e-14,9.769962616701378e-15
7.16409701118864,7.1640970111886375,7.164097011188644,7.1463118958623,7.146311895862306,7.146311895862307,7.828310093199592,7.828310093199599,7.828310093199601,2.6645352591003757e-15,-3.552713678800501e-15,-6.217248937900877e-15,-7.105427357601002e-15,-7.105427357601002e-15,-8.881784197001252e-15
7.398490195732185,7.398490195732175,7.398490195732181,7.247020110151157,7.247020110151157,7.247020110151166,7.780652185107802,7.780652185107789,7.780652185107784,9.769962616701378e-15,3.552713678800501e-15,0.0,-9.769962616701378e-15,1.2434497875801753e-14,1.7763568394002505e-14
7.215324804901826,7.215324804901828,7.215324804901817,7.304956808777746,7.304956808777753,7.304956808777748,7.855423696370619,7.855423696370615,7.85542369637063,-1.7763568394002505e-15,8.881784197001252e-15,-7.105427357601002e-15,-1.7763568394002505e-15,3.552713678800501e-15,-1.0658141036401503e-14
7.120720375289169,7.120720375289173,7.12072037528917,7.368132636135025,7.368132636135032,7.368132636135037,7.840852169721673,7.840852169721677,7.840852169721678,-3.552713678800501e-15,-8.881784197001252e-16,-7.105427357601002e-15,-1.2434497875801753e-14,-3.552713678800501e-15,-5.329070518200751e-15
7.193272484833244,7.193272484833248,7.193272484833243,6.885672273336376,6.885672273336379,6.8856722733363664,7.695902245531913,7.695902245531916,7.695902245531913,-3.552713678800501e-15,8.881784197001252e-16,-2.6645352591003757e-15,9.769962616701378e-15,-2.6645352591003757e-15,0.0
7.270376675491099,7.2703766754911054,7.270376675491102,7.274118317539104,7.274118317539109,7.274118317539115,7.81169320771719,7.81169320771719,7.811693207717191,-6.217248937900877e-15,-2.6645352591003757e-15,-5.329070518200751e-15,-1.0658141036401503e-14,0.0,-8.881784197001252e-16
7.335910729963114,7.335910729963115,7.335910729963124,7.181228481184899,7.181228481184897,7.181228481184904,7.815202698901002,7.815202698900991,7.8152026989009995,-8.881784197001252e-16,-9.769962616701378e-15,1.7763568394002505e-15,-5.329070518200751e-15,1.1546319456101628e-14,2.6645352591003757e-15
7.397311448777058,7.397311448777054,7.397311448777049,7.026425429429027,7.026425429429029,7.0264254294290325,7.786723050186413,7.786723050186398,7.7867230501864055,4.440892098500626e-15,9.769962616701378e-15,-1.7763568394002505e-15,-5.329070518200751e-15,1.4210854715202004e-14,7.105427357601002e-15
7.164637928479704,7.164637928479698,7.164637928479707,7.275658015160134,7.275658015160146,7.275658015160148,7.801627067294857,7.801627067294852,7.801627067294851,5.329070518200751e-15,-3.552713678800501e-15,-1.1546319456101628e-14,-1.3322676295501878e-14,4.440892098500626e-15,5.329070518200751e-15
7.339577388234531,7.339577388234537,7.339577388234533,7.1856897640892194,7.185689764089226,7.185689764089234,7.863927861622896,7.863927861622896,7.863927861622893,-6.217248937900877e-15,-1.7763568394002505e-15,-6.217248937900877e-15,-1.4210854715202004e-14,0.0,2.6645352591003757e-15
7.327374879379621,7.327374879379615,7.327374879379613,7.352021191121984,7.35202119112199,7.35202119112199,7.880143690698092,7.880143690698115,7.880143690698104,6.217248937900877e-15,7.993605777301127e-15,-6.217248937900877e-15,-6.217248937900877e-15,-2.3092638912203256e-14,-1.2434497875801753e-14
7.281008413188945,7.281008413188937,7.281008413188948,7.3100854507388675,7.3100854507388675,7.310085450738864,7.848526921246421,7.848526921246424,7.848526921246415,7.993605777301127e-15,-2.6645352591003757e-15,0.0,3.552713678800501e-15,-2.6645352591003757e-15,6.217248937900877e-15
7.098810027714767,7.0988100277147606,7.098810027714765,7.255867727541185,7.255867727541188,7.255867727541192,7.784228410577127,7.784228410577132,7.784228410577117,6.217248937900877e-15,1.7763568394002505e-15,-2.6645352591003757e-15,-7.105427357601002e-15,-5.329070518200751e-15,9.769962616701378e-15
7.44235320154645,7.442353201546466,7.442353201546456,7.147931208936218,7.147931208936196,7.1479312089362095,7.732685725111715,7.73268572511171,7.732685725111726,-1.5987211554602254e-14,-5.329070518200751e-15,2.220446049250313e-14,8.881784197001252e-15,4.440892098500626e-15,-1.1546319456101628e-14
7.180367284487646,7.18036728448764,7.18036728448764,7.375498249575426,7.375498249575425,7.375498249575423,7.886260815530572,7.886260815530577,7.8862608155305844,6.217248937900877e-15,6.217248937900877e-15,1.7763568394002505e-15,3.552713678800501e-15,-5.329070518200751e-15,-1.2434497875801753e-14
7.319512214188452,7.31951221418845,7.319512214188432,7.385452017645587,7.385452017645596,7.385452017645586,7.891523714059599,7.891523714059599,7.891523714059593,2.6645352591003757e-15,2.042810365310288e-14,-8.881784197001252e-15,8.881784197001252e-16,0.0,6.217248937900877e-15
7.179557674004496,7.179557674004499,7.179557674004497,7.194716494180557,7.194716494180562,7.194716494180556,7.867331038580692,7.867331038580701,7.867331038580696,-3.552713678800501e-15,-8.881784197001252e-16,-5.329070518200751e-15,8.881784197001252e-16,-9.769962616701378e-15,-4.440892098500626e-15
7.304864738377506,7.3048647383775105,7.304864738377508,7.245553010127506,7.245553010127501,7.245553010127505,7.847441804574003,7.847441804573994,7.847441804574002,-4.440892098500626e-15,-1.7763568394002505e-15,5.329070518200751e-15,8.881784197001252e-16,8.881784197001252e-15,8.881784197001252e-16
7.276281442851977,7.276281442851978,7.27628144285198,7.245453965731286,7.2454539657312855,7.245453965731288,7.725018816879347,7.7250188168793406,7.725018816879338,-8.881784197001252e-16,-2.6645352591003757e-15,8.881784197001252e-16,-1.7763568394002505e-15,6.217248937900877e-15,8.881784197001252e-15
7.435933163744047,7.43593316374405,7.435933163744051,7.151043506844023,7.15104350684402,7.151043506844033,7.836792664824549,7.8367926648245385,7.836792664824544,-2.6645352591003757e-15,-3.552713678800501e-15,3.552713678800501e-15,-9.769962616701378e-15,1.0658141036401503e-14,5.329070518200751e-15
7.255679949581386,7.255679949581379,7.255679949581389,7.1756291024306345,7.17562910243064,7.175629102430644,7.812976075531606,7.812976075531595,7.812976075531598,7.105427357601002e-15,-3.552713678800501e-15,-5.329070518200751e-15,-9.769962616701378e-15,1.0658141036401503e-14,7.993605777301127e-15
7.409093479721975,7.409093479721976,7.409093479721978,7.154550145622453,7.154550145622456,7.154550145622445,7.863542148709087,7.863542148709093,7.863542148709086,-8.881784197001252e-16,-2.6645352591003757e-15,-2.6645352591003757e-15,7.993605777301127e-15,-6.217248937900877e-15,8.881784197001252e-16
7.339928539193992,7.339928539193993,7.339928539194007,7.238655254162861,7.238655254162864,7.238655254162863,7.8090444662317955,7.809044466231801,7.8090444662317955,-8.881784197001252e-16,-1.509903313490213e-14,-2.6645352591003757e-15,-1.7763568394002505e-15,-5.329070518200751e-15,0.0
7.208457763166074,7.208457763166082,7.208457763166058,7.321277475683585,7.321277475683585,7.321277475683577,7.9382143420261535,7.938214342026169,7.938214342026188,-8.881784197001252e-15,1.5987211554602254e-14,0.0,7.993605777301127e-15,-1.509903313490213e-14,-3.4638958368304884e-14
7.378298148748268,7.37829814874826,7.37829814874827,7.267271365989204,7.267271365989211,7.2672713659892105,7.88198980428549,7.881989804285497,7.881989804285494,7.993605777301127e-15,-1.7763568394002505e-15,-7.105427357601002e-15,-6.217248937900877e-15,-7.105427357601002e-15,-4.440892098500626e-15
7.225892007182414,7.225892007182416,7.225892007182413,7.2923612686960295,7.292361268696022,7.292361268696023,7.89656068279083,7.896560682790831,7.896560682790842,-2.6645352591003757e-15,8.881784197001252e-16,7.105427357601002e-15,6.217248937900877e-15,-8.881784197001252e-16,-1.1546319456101628e-14
7.2778523874079815,7.277852387407985,7.277852387407979,7.3048937052712555,7.304893705271248,7.304893705271245,7.886234446829193,7.886234446829181,7.8862344468291905,-3.552713678800501e-15,2.6645352591003757e-15,7.105427357601002e-15,1.0658141036401503e-14,1.2434497875801753e-14,2.6645352591003757e-15
7.352507152275689,7.352507152275676,7.352507152275679,7.2750106226469695,7.275010622646985,7.2750106226469775,7.864784911638178,7.864784911638174,7.864784911638162,1.3322676295501878e-14,9.769962616701378e-15,-1.509903313490213e-14,-7.993605777301127e-15,3.552713678800501e-15,1.5987211554602254e-14
7.140110461188641,7.140110461188636,7.140110461188621,7.329440175528302,7.329440175528288,7.329440175528299,7.908071720092388,7.9080717200923845,7.908071720092395,5.329070518200751e-15,2.042810365310288e-14,1.4210854715202004e-14,2.6645352591003757e-15,3.552713678800501e-15,-7.105427357601002e-15
7.1906549755614835,7.190654975561479,7.190654975561474,7.2375481370461925,7.237548137046195,7.237548137046194,7.836835311506848,7.836835311506844,7.836835311506833,4.440892098500626e-15,9.769962616701378e-15,-2.6645352591003757e-15,-1.7763568394002505e-15,3.552713678800501e-15,1.4210854715202004e-14
7.1947318708523955,7.194731870852387,7.194731870852384,7.207242062423144,7.207242062423144,7.207242062423152,7.859109596786836,7.859109596786842,7.85910959678684,8.881784197001252e-15,1.1546319456101628e-14,0.0,-7.993605777301127e-15,-6.217248937900877e-15,-3.552713678800501e-15
5.5110217587443575,5.511021758744358,5.511021758744358,5.3193924319538155,5.319392431953814,5.3193924319538155,5.915722618030804,5.915722618030802,5.915722618030804,-8.881784197001252e-16,-8.881784197001252e-16,1.7763568394002505e-15,0.0,1.7763568394002505e-15,0.0
