,"$H[h(X, X)]$","$H[h(Y, Y)]$","$H[h(Z, Z)]$","$H[h(Y+Z, Y+Z)]$","$H[h(X+Z, X+Z)]$","$H[h(X+Y, X+Y)]$","$I[h(Y, X)]$","$I[h(Z, X)]$","$I[h(Y+Z, X)]$","$I[h(Z, Y)]$","$I[h(X+Z, Y)]$","$I[h(X+Y, Z)]$"
52,-1069.258665324758,-763.985946670341,-672.2216251147368,51.037305435314146,-41.366420150210374,-130.48392362946487,-880.1086272119159,-753.8723043841229,-202.21180348055736,-728.178661017911,-237.07651148135025,-228.74380003536444
53,-1075.613919003797,-706.5497299907078,-669.1690516974531,67.36970479209772,-38.88859262228957,-115.8717528311191,-849.6614792669113,-748.1993879651734,-180.74100869931854,-724.4445198036968,-230.68302235813206,-231.49237881770097
54,-986.734761733838,-709.7940174551143,-633.1111385381637,82.60201560062909,4.165116582355205,-78.39645281756839,-834.0924900964335,-685.9143669204142,-145.06126721841989,-690.9893323232257,-184.48511452811215,-164.95167052149634
55,-1054.2907411596702,-802.8520596102973,-610.5249710357122,53.89769108684759,-14.38430317824115,-112.73212974644208,-909.5938182107344,-692.5390104473614,-182.9857099966021,-677.9215424986912,-213.81220373887416,-192.97250976902325
56,-1063.3660687310621,-784.3741211933552,-612.6901021704464,77.21169136081913,-1.7803096348086578,-137.5223312772064,-893.1932227691699,-696.868928390224,-162.2466814035838,-684.9844464614953,-194.07659897650566,-196.47306162402288
57,-1055.87919397515,-786.6377902823011,-610.9331712285638,68.64128698669765,-15.34373904749989,-119.38465576423248,-903.7654925910596,-698.2808247455334,-181.32291770365757,-672.9047860833227,-210.95928713769237,-200.07118624351313
58,-1077.951190785063,-741.6663398187108,-653.8295513351563,71.45070762688184,-25.234928411974327,-107.84191092483168,-876.801026344204,-743.4191010995169,-170.74963799696778,-703.1294049350215,-209.41442836474502,-221.30461770051662
59,-1060.4113102786787,-720.9404982722604,-616.9924205563906,81.42492639661157,-12.043715200859744,-93.18766585512459,-844.4274511882761,-698.8736010506559,-159.28801277393745,-663.4164025599549,-186.0594050295775,-189.33438626555034
60,-1065.4557621735705,-773.4715658513975,-603.6244718384216,80.8327392146967,0.219441527663649,-128.34414949558584,-895.8462371387419,-695.6839319430088,-166.20331528319227,-685.2031572464717,-210.71100903325728,-219.00521149734104
61,-1055.4091698496468,-679.8241568520352,-564.3542269852258,94.14554108142846,-1.7880019050575784,-100.75051847593889,-826.8124886446826,-655.5575388937749,-126.91069251898662,-629.1440659491367,-181.0032004595238,-151.8331152385778
62,-1036.9422245378237,-683.4548809231115,-571.7530651262085,88.72659566589202,-3.00578378055639,-96.34767030073796,-825.418379725324,-653.7285635346097,-141.82866583355843,-634.7706687316348,-182.46786816480585,-160.81360891469873
63,-1020.112612405723,-756.4776330556974,-661.7546460038375,74.411277403872,-24.399763266807348,-81.68123596647747,-868.0030937452842,-729.5805059694131,-171.38213333929016,-704.6747605375969,-212.86826240711846,-191.85240600899087
64,-1010.6064985349373,-694.6454861321706,-642.674969831814,74.42600408369664,-23.06443688396703,-78.18500309367816,-829.0403189699133,-702.7054565455821,-163.7497998606826,-681.6726472770176,-195.8818488027284,-174.29629485324202
65,-1111.004107569698,-752.737204371272,-655.2575036168729,67.154014345146,-54.5349694279974,-137.327741859739,-879.2251676627802,-752.2107954374565,-193.37014780042128,-697.8694634257843,-223.6756500719008,-218.7793665140506
66,-1139.6232344746975,-706.5580308318908,-672.307617903987,76.75039562039338,-62.761925243232376,-159.64446392863832,-878.8564581080558,-778.5143540105645,-185.6228328011057,-712.2259289235091,-248.15392595547897,-248.06321389996162
67,-1066.6162504691556,-721.4505132475027,-703.8763373595182,55.65848618870856,-46.225757314292515,-107.23514165546881,-856.4327649446573,-772.6112300143592,-190.75147769156263,-733.7542066024226,-226.087814513996,-218.05922134153582
68,-1053.4538356686805,-752.8362440936276,-617.5735636074036,75.9849192761227,2.4524762580067208,-105.98428304324037,-868.5567607065163,-698.8772864687696,-158.11386119728576,-666.2952169049198,-190.08519800291253,-186.93443725897677
69,-1061.8858940167893,-732.7513166061136,-629.0625853499373,85.33539311886021,-20.808892582162805,-87.89127964794045,-855.9517491048836,-710.3362369587154,-153.96076921969185,-660.5613133105802,-180.44525529704342,-175.67570397966642
70,-1061.8777898438645,-768.5393805261809,-561.0446105258586,76.84605238901298,13.084015271353664,-122.5145476285457,-885.0454000253451,-651.8643910752671,-154.02617104855813,-638.7447845595701,-180.48316382744878,-179.7154808974778
71,-1056.3300151138963,-794.3490696122968,-671.3274397363427,64.57654762485177,-47.847229410184234,-137.91346441332607,-910.9977117501805,-751.3959956507434,-194.20828871984196,-723.488534889047,-234.50489917776378,-221.2042698356079
72,-980.6181960283235,-732.7142664903804,-589.0928445324782,79.88062298929705,15.175749740089906,-73.50112038263191,-840.5243517358632,-655.4373109751597,-139.48443807085937,-664.7260687348073,-185.98381083172495,-163.65846768373473
73,-1038.8027749127918,-772.7012843778665,-581.2172223691827,65.96308625175008,-9.319011450147997,-115.4332219765093,-896.736718310622,-678.6832223900599,-174.4679012239812,-655.4175689248382,-200.00522996875188,-176.5226528482233
74,-1048.9859732452098,-777.95978834583,-626.8021460623299,72.77414644557221,-22.126320003759492,-127.76439764271335,-884.7057349825536,-703.4382843301668,-173.36999112411522,-677.8155468569179,-206.9275547679575,-193.64399734526117
75,-1056.3216017579584,-758.3423958629851,-650.8717305325891,83.1991140040303,-12.572625550114399,-99.52315115543598,-880.0189802051732,-719.9479967766819,-153.71211134903604,-704.8422299022856,-200.5501397343699,-187.54818452276558
76,-1054.3873040498333,-714.6910169239687,-596.4339469663688,68.85609390546966,-8.8769474136254,-134.29019801465165,-866.8325904381203,-684.0824129246324,-171.2007848867387,-654.4735061891615,-199.5274488475515,-180.99792749764188
77,-1068.5433781247552,-760.8904958064228,-663.0964461640361,66.62835400281567,-33.03914837649121,-133.12815699901861,-881.5606841068645,-739.0012448513755,-177.60954681529972,-707.715987336083,-212.4997045389448,-227.5779268009356
78,-1115.1045858150337,-788.1099163997393,-659.5470033465222,62.413623935069914,-59.75084685093996,-153.25130328656095,-906.9929748966084,-769.2893230418827,-204.14819985492008,-715.124334813486,-252.0135287058905,-263.4014091879027
79,-1067.766146005672,-701.7784774401383,-664.5272163694389,76.42952022113194,-39.79361732981053,-83.38163059429026,-843.3414472297592,-746.2718092333251,-171.64139783375103,-701.1874335709037,-209.73618583896948,-196.7302483933967
80,-1105.322446833227,-798.4921065600549,-640.5685366252219,60.34200108087553,-34.88452546439658,-132.49636687221442,-899.5462245987331,-727.4773215866144,-187.9043635367036,-684.9111774929426,-212.69632384106825,-224.28706637647798
81,-1081.8136135967559,-778.8968450467455,-553.7580000754795,83.66912337799617,15.180887050691721,-124.86885148646178,-900.808386785397,-655.624769205423,-150.57946515635263,-622.1125046255453,-168.83883957077617,-165.46188403324368
82,-1064.7543370160872,-686.3110525085328,-674.4544560538787,71.46231093717736,-57.70779585719858,-107.90649849573674,-846.861028807388,-754.8515270088096,-186.83268828746682,-738.6622673500115,-252.61549329585893,-227.03864202314804
83,-1055.3670925446427,-684.0777154076316,-647.2691924886833,86.78165034014386,-31.976839360562614,-66.49204525719493,-827.4135113161332,-731.120805771406,-152.73014361501157,-691.9428906866723,-205.59780831284874,-166.23881411883582
84,-1008.1259599989475,-705.2883921253199,-693.611966238615,66.83440651746307,-37.21269794422721,-75.7560916297261,-846.2502377283128,-750.492764353731,-185.20982626827237,-743.6762148659811,-228.27777148760384,-218.30263718436464
85,-1092.595538598306,-775.6039409911187,-633.9083077732914,77.12932271278017,-16.36109241454853,-125.84847964553212,-901.4567945579346,-727.5727664055585,-167.305713210664,-682.5449860095387,-202.05285508993634,-206.85398694033572
86,-1059.586582011105,-671.4309193127106,-622.6276153794684,81.12141673782529,-17.117154569098844,-78.07203555499147,-815.941026018115,-698.4871564762717,-147.64113347299244,-644.3272017916341,-178.24702544544996,-147.1442487751041
87,-1010.9987495165365,-649.7343343658791,-662.8946531642059,83.49127487966814,-10.194988454492048,-54.48233840076666,-801.6615748004797,-723.3480825843446,-149.60394789628717,-689.9858899930595,-188.4049425457579,-158.6291909211199
88,-984.6942252852303,-721.5301390660643,-624.4316152536958,88.27220243546753,28.124916947035842,-81.10823221211946,-829.7027297590212,-670.079748599232,-129.9170803710695,-666.2340449830034,-160.8152645197703,-147.41153132677184
89,-1047.4546731510045,-734.5968418435048,-741.0557649612375,56.36642978152584,-53.68141462422199,-91.0903733199874,-829.5158878837108,-786.652396195922,-183.77832812080553,-760.6358596148955,-215.02399134492254,-221.5516538822886
90,-1055.8014853500151,-725.1785752761973,-645.4045123034604,86.5855125664114,-23.767290836396217,-102.53730798556333,-869.151220996114,-723.9838063357104,-157.18000492415098,-689.5019885909778,-211.23381583856798,-200.64125027364705
