,"$H[h(X, X)]$","$H[h(Y, Y)]$","$H[h(Z, Z)]$","$H[h(Y+Z, Y+Z)]$","$H[h(X+Z, X+Z)]$","$H[h(X+Y, X+Y)]$","$I[h(Y, X)]$","$I[h(Z, X)]$","$I[h(Y+Z, X)]$","$I[h(Z, Y)]$","$I[h(X+Z, Y)]$","$I[h(X+Y, Z)]$"
0,-99.39936853098243,-88.38952738027747,0.3650640965640491,1.6466277634404422e-07,0.00037795250279765657,3.238588708242914e-05,524.7835632011371,1.1697557872145696,2.176115846490286e-07,1.0192521857226293,0.0003283651959066219,0.00012221148723388562
1,-194.2288810386264,-163.84447953473463,0.4325519510423409,0.03144870770557866,0.0003889060752359544,0.10493897930281776,612.6113592889944,0.7472752498504699,0.008059207956929113,1.3956124526420812,0.0007427014415620361,0.501347921094735
2,-125.93360393279877,-86.06326555032724,1.0989574554580406,0.9230048471746067,1.0170790916252874,1.6462289153309801,328.7215849769191,1.8694348769496818,2.263151319883229,2.335467113355597,4.235502666623751,5.709012512993588
3,-67.94201783666767,-16.387812760088167,1.260240151027279,1.0204790521958633e-07,0.40832917582525863,1.4718262650829238e-05,469.86802114009043,2.225442189388683,2.626058058327679e-07,4.701691479251244,3.4983321584169556,5.685877720738324e-05
4,-85.67197508883788,-74.12898328821879,1.2761413314464254,1.0496290839225637,0.9877844171880426,1.005209848096068,523.2944272514965,3.054521077727207,2.954959817594745,2.3446578059323726,3.125479671992605,3.981625606212001
5,-30.5832255784026,-221.06138236544692,0.03748896567363098,1.1432873560940884e-05,3.389578493383091e-08,0.08430406477910812,469.52470325991675,0.09896565877178305,2.808689288310497e-05,0.14879666829655477,6.65665278640463e-08,0.6202289206265359
6,-91.98153120829062,-30.07413003901106,0.29182344445187375,6.685503924524756e-08,0.00038544119569298773,0.0011640137447530975,373.6185360893881,1.0258450331449425,1.7868427360239509e-07,1.1016995309236568,0.0012846811020294146,0.003374486208110546
7,-59.5002782442058,-150.05417957313,0.09607640170663281,1.887310592635477e-09,3.458012554956309e-08,0.06020891264344317,718.65199193168,0.2999211121374824,3.836352724580193e-09,0.37992443387030694,1.1698669861882442e-07,0.34842486717596816
8,-74.44009119244213,-70.52515632998346,0.07165674631763468,3.746458048055321e-06,3.845616464924446e-06,0.000766758409412378,600.0494601290619,0.12763223761062048,1.0945605290354208e-05,0.25901115993675083,9.757343983563105e-06,0.0030823719107369715
9,-77.05623826061354,-124.04510804167415,0.03305873443914779,5.586894281517007e-10,4.003701607156794e-06,4.103153923578696e-06,416.05843002903754,-0.0023872142844333067,1.0176276882841244e-09,0.1926369616828105,5.649477578988599e-06,8.407320755284583e-06
10,-122.93042950326965,-66.01254131485553,0.005210372910115978,5.639383317805001e-10,5.660422477362985e-10,1.1509660469589809e-05,621.6819765638742,0.010575798919234061,9.521432655578549e-10,0.011002150819503604,1.0569017285940994e-09,3.817468985558587e-05
11,-50.93696297353471,-35.37680292807752,1.059757389182417,0.030218784548089298,1.9002758295110217e-07,0.001904148778329286,366.86931969053285,4.191094236783458,0.04566424412281207,3.1736081077179112,5.10385771276119e-08,0.0037610033228982808
12,-163.46727849941016,-127.88510108767613,0.24292658355149413,0.001474498037045627,3.927813299235307e-06,0.030440285630372547,496.25130417000804,0.7630700703048583,0.007047089673416177,0.5126631044573464,1.2530671981628301e-05,0.2168674509668528
13,-199.0330047921088,-93.39561956426891,1.791413583846088,0.0007579100420440968,1.0118412661725457e-07,0.00039712744141219704,538.5971322404516,3.197288433995462,0.003948897274807561,6.053685089306606,2.677853755549945e-07,0.0011391785186722731
14,-52.84087350660373,-54.430394233797756,1.1038644248522467,0.0032396271960305843,0.0007062585791364755,0.0011018834973845059,512.4431847256033,4.34304822492169,0.010788945050265702,2.005249092069018,0.004316593962204089,0.006572644360381975
15,-59.45852126054071,-25.17563601199786,0.18076976734951863,9.950075329136675e-08,3.580898060714564e-08,3.876768293853208e-06,317.8559604672315,0.4408676517110576,2.1548707864598512e-07,0.41335105141293477,8.691591453076338e-08,1.596729574162379e-05
16,-28.87286841281426,-151.6018420559879,1.2120998415954671,2.0248726655635352e-07,3.7806724026447248e-06,0.0004003576835612533,736.3867925265811,3.397018709248511,4.006731047707097e-07,3.598576445545427,8.562073973084621e-06,0.0014839446610673327
17,-184.38046497784003,-107.86250924529809,1.307008259577113,6.493917359425042e-08,1.1194875812212973e-05,1.921401012875847e-05,473.4346085219645,3.23603591010276,8.366799801118983e-08,7.088764909032928,1.7621131151511448e-05,4.2423910182653574e-05
18,-71.52345547432827,-169.42576080607404,3.103115789035515,0.9851142164966351,0.029657236637654873,0.0007146116573138582,639.7852163696273,6.492670836483707,3.3273379252331403,5.949176756876503,0.13536753120134093,0.0029168454035853907
19,-84.76773145580673,-92.76811883144885,1.385759848290173,1.0175661284713906,0.001905980766476339,0.0007635616374003363,603.717211636794,3.689710832004286,7.520993849900651,2.5701313793856904,0.006805539342688431,0.0028805477383667326
20,-158.23488377275655,-48.46638704559346,0.005585018329803809,1.3166802679227783e-07,3.4921171072516863e-08,1.9248604265315932e-05,538.1967645380628,0.007645671641357266,3.012662631308887e-07,0.009990838788227414,8.425978640154047e-08,3.332947235669594e-05
21,-110.50624328952776,-46.501453258664625,0.1273231678567173,1.0937601356361424e-05,3.594682346869577e-08,0.0018770798840951005,523.7908115437143,0.4131776834232661,3.294461866662377e-05,0.4396743661017066,4.574037723271893e-08,0.006018399152130984
22,-145.2129363369138,-131.28094173602244,0.2387379434486135,4.614214488197753e-12,0.05196312306754542,1.3271160100356234,280.351153625226,0.3522712540984959,5.665960321407578e-12,1.3273342307238754,0.42922394474380166,7.54387620092702
23,-188.13055864339344,-114.96515116738924,1.3447084397714164,0.997910122971867,0.8395050619111921,1.0579428416149836,337.9257766762319,2.92930199841956,1.9762636623482794,1.9278235045292382,1.695961328114156,3.105836008023097
24,-106.94517416144593,-75.562295100118,1.4818304960098603,1.4089584175157242e-09,0.9682644360346909,0.0007560699516994069,460.8233116884354,2.7115904881611193,2.220539258809848e-09,6.231977029707395,5.043201311922229,0.0027153157842516574
