,Reward,ABpvalue,BCpvalue,CApvalue,pReward,kernel,gamma,bias,sample
0,1.8412676551058653,0.40033089114245285,0.025639961910456803,0.11810183364884588,4.110080273766824e-18,expset,1.0,1.0,10.0
1,1.9802390041993319,0.40322035372197657,0.1389372070951972,0.3107457613917001,3.0786657395910822e-18,gausset,1.0,1.0,10.0
2,,0.16579834194791992,0.12809235193618956,0.00910258587149253,6.301870847034426e-08,expset,0.1,1.0,10.0
3,1.9796985971008938,0.41186404239074903,0.13092383704334784,0.3119778024460919,1.2970953712465012e-18,gausset,0.1,1.0,10.0
4,1.778752573842928,1.4444687476590116e-07,0.009169670616184391,17.296156063415115,0.0,expset,0.02,1.0,10.0
5,1.970124038776234,0.3559134325986478,0.1484287093603972,0.31795159462622685,3.490406580152549e-16,gausset,0.02,1.0,10.0
6,1.759202417943257,8.536966770908775e-14,0.18774788303086445,297.59332425731645,0.0,expset,0.01,1.0,10.0
7,1.9546840321677197,0.4121463148255244,0.09515593474624498,0.36470934692849205,1.2609938644398584e-18,gausset,0.01,1.0,10.0
8,1.6664074058446101,0.00155461270902782,47321.9188764817,235903.81699589154,0.0,expset,0.002,1.0,10.0
9,1.8406755450457601,0.4844251917304307,0.04246718080455799,0.5806583291550631,6.057998726207672e-26,gausset,0.002,1.0,10.0
10,1.6236891675516096,0.09669068985586834,503042.60170077503,2164147.414583399,0.0,expset,0.001,1.0,10.0
11,1.769905173091518,0.5040716064991435,0.014587413781912634,0.8972548528104871,1.0782435188455473e-39,gausset,0.001,1.0,10.0
12,2.542465348523192,0.19341410370015522,0.5067223263627381,1.4851404979939152e-07,9.847567817270979e-23,expset,1.0,1.0,50.0
13,1.9675387569931502,0.9600396243804656,0.2810170003295444,1.0760408889126694,1.8541205367400373e-47,gausset,1.0,1.0,50.0
14,,0.14597176879933518,0.1373613403002583,0.00373445790314112,4.5764279535610063e-07,expset,0.1,1.0,50.0
15,1.9671544768127158,0.9488987252431916,0.302812840727886,1.078097944760902,1.5093889418158323e-47,gausset,0.1,1.0,50.0
16,,147.88803299224125,0.0,42.84001081306718,0.0,expset,0.02,1.0,50.0
17,1.9498213590915663,0.8351168952824087,0.2834069444078214,0.82830522877027,5.386839840624187e-37,gausset,0.02,1.0,50.0
18,1.731269497657012,12402.45125622509,3.9119303836261835e-53,4386.14638562493,0.0,expset,0.01,1.0,50.0
19,1.9141466512061474,0.7303907247075645,0.10445408901862152,0.5937870300266266,1.903416644157839e-32,gausset,0.01,1.0,50.0
20,1.7391195978292115,3353909.519990262,52350.5230831369,1384656.7807899602,0.0,expset,0.002,1.0,50.0
